voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3","current, barrier 4",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_2 transport over barrier 3,solute_2 transport over barrier 4,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4
-150,-0.04671170341009447,-58818.98716932558,-116382.3397801764,-150,222530944.00170767,27981.808654549848,222502962.19305313,7952.7005115705451,74656168710136672.0,7.457856554538012e-09,2.172600943595171e-08,6.862566070964249e-15,67517.199667969006,1.7475910672102745e-07,3.3347841505409856e-08,1.5484157489531469e-07,-150,-0.04671170341009419,-0.04671170341009447,-0.04671170341009714,-0.0467117034100932,-0.046711703410090274,-58818.98716932317,-58818.98716932558,-58818.987169321335,-58818.98716931812,-58818.98716932192,-116382.3397801767,-116382.3397801764,-116382.33978018684,-116382.33978017616,-116382.33978016512
-140,-0.04245082463093992,-54333.7022379073,-105326.35933966037,-140,208594483.85929665,30312.331445629086,208564171.52785102,6881.5057737624174,1.474068606598695e+17,6.0390448197722435e-09,2.981687430292368e-08,8.826273045769994e-15,62707.721144715761,1.6292542757507698e-07,2.0414101648653198e-08,1.1585591194740452e-07,-140,-0.042450824630941617,-0.04245082463093992,-0.04245082463094303,-0.042450824630944795,-0.04245082463094875,-54333.70223790877,-54333.7022379073,-54333.70223790748,-54333.70223790777,-54333.70223790273,-105326.3593396649,-105326.35933966037,-105326.35933966997,-105326.35933967533,-105326.35933969019
-130,-0.0383879019415931,-49963.185443798735,-94830.83531053853,-130,195970919.03687745,32836.956646126979,195938082.08023134,5967.9988358480123,8.9156352474341939e+18,3.3396645449101925e-09,7.0140231400728226e-09,2.7131075164277263e-15,58050.931260816476,1.5214864585473677e-07,2.0886901564796148e-08,9.9741987960588752e-08,-130,-0.03838790194159256,-0.0383879019415931,-0.03838790194159438,-0.03838790194159368,-0.038387901941595276,-49963.18544379689,-49963.185443798735,-49963.18544380023,-49963.18544379952,-49963.185443799826,-94830.83531053778,-94830.83531053853,-94830.83531054178,-94830.83531053994,-94830.83531054479
-120,-0.03448980751433933,-45728.0991901923,-84782.04127362836,-120,184579861.19887802,35571.85047655263,184544289.34840146,5188.930537098282,2.1085061294989549e+17,6.592017598450184e-09,3.8620783016085625e-08,1.2156942119645464e-14,53560.624762567932,1.423686216209635e-07,2.7722217055206889e-08,1.3183875346989282e-07,-120,-0.03448980751433743,-0.03448980751433933,-0.03448980751434233,-0.034489807514336515,-0.03448980751433017,-45728.09919019608,-45728.0991901923,-45728.0991901907,-45728.09919018949,-45728.099190192064,-84782.04127362053,-84782.04127362836,-84782.04127363852,-84782.04127362097,-84782.0412735999
-110,-0.03072836132348594,-41648.35454586146,-75082.06905505285,-110,174348778.45598063,38534.525594516781,174310243.93038613,4524.4822861083658,1.5657752286195194e+17,4.925823304802179e-09,7.712515071034431e-09,2.71657696337968e-15,49260.351522909863,1.3352791150524297e-07,1.9078995016024649e-08,1.0849906470489223e-07,-110,-0.03072836132348619,-0.03072836132348594,-0.030728361323487264,-0.030728361323484547,-0.03072836132348495,-41648.35454585777,-41648.35454586146,-41648.35454585863,-41648.35454585709,-41648.354545856535,-75082.06905505547,-75082.06905505285,-75082.06905505841,-75082.0690550507,-75082.06905505224
-100,-0.027083360474674748,-37736.96438907389,-65661.35698984118,-100,165212531.56912261,41743.953235529727,165170787.61588708,3957.7595978261229,2.4349183807779696e+17,4.358298610895872e-09,1.5686964616179466e-08,4.5553838479150954e-15,45187.531167389301,1.255728770696659e-07,1.9910829998794206e-08,1.0013089377092221e-07,-100,-0.02708336047467321,-0.027083360474674748,-0.027083360474677767,-0.02708336047467605,-0.027083360474675775,-37736.96438907574,-37736.96438907389,-37736.964389072804,-37736.96438907274,-37736.9643890771,-65661.35698983545,-65661.35698984118,-65661.35698985113,-65661.35698984581,-65661.35698984278
-90,-0.02354635853874809,-33991.620822781115,-56494.6968880729,-90,157112957.43544883,45220.684693677606,157067736.75075516,3474.3604281917274,85111930167686464.0,3.055902197957039e-09,2.954038791358471e-08,9.624245844719326e-15,41396.009357012364,1.1845955291550935e-07,1.839401640324154e-08,9.9256890095933414e-08,-90,-0.023546358538746377,-0.02354635853874809,-0.023546358538749354,-0.023546358538746842,-0.02354635853873973,-33991.620822779994,-33991.620822781115,-33991.62082278305,-33991.62082278295,-33991.620822782046,-56494.69688806811,-56494.6968880729,-56494.69688807588,-56494.69688806809,-56494.69688804634
-80,-0.020124088639997147,-30386.547994103945,-47615.99142116634,-80,149998497.19006392,48986.982920067887,149949510.20714384,3062.0072568016003,1.2910648395605965e+18,4.089088179171085e-09,5.900801625102758e-09,2.1649348980190553e-15,37954.618422594394,1.1214760701553174e-07,1.5037267368071553e-08,6.9347485476267678e-08,-80,-0.020124088639997564,-0.020124088639997147,-0.02012408863999712,-0.020124088639998115,-0.02012408863999595,-30386.547994105684,-30386.547994103945,-30386.547994102497,-30386.54799410332,-30386.547994101595,-47615.99142116678,-47615.99142116634,-47615.99142116698,-47615.99142116968,-47615.99142116378
-70,-0.01683962230153464,-26869.26464445307,-39123.48971751953,-70,143823866.54303631,53066.965081723632,143770799.57795459,2710.2335006636649,1.0306905353189661e+18,3.754394128918648e-09,6.628397386521101e-09,1.925543058334256e-15,34939.285034201996,1.0660892494398139e-07,1.4320308385861564e-08,6.9352470433159397e-08,-70,-0.01683962230153328,-0.01683962230153464,-0.016839622301533408,-0.016839622301535205,-0.016839622301534095,-26869.264644449315,-26869.26464445307,-26869.2646444517,-26869.264644449653,-26869.26464445138,-39123.489717517165,-39123.48971751953,-39123.48971751638,-39123.48971752301,-39123.48971751868
-60,-0.013729289026156001,-23366.749600316412,-31167.090325172634,-60,138549766.24146909,57486.756993789815,138492279.48447528,2410.1162334907212,1.0716228504787974e+17,4.030880518257618e-09,8.447386790066957e-09,2.3262641812848983e-15,32418.117918262113,1.0181883642374632e-07,9.900758639210953e-09,5.2712701315016375e-08,-60,-0.013729289026155734,-0.013729289026156001,-0.01372928902615806,-0.013729289026156938,-0.013729289026156812,-23366.7496003141,-23366.749600316412,-23366.74960031238,-23366.74960031382,-23366.749600313546,-31167.09032517296,-31167.090325172634,-31167.09032518108,-31167.09032517686,-31167.0903251766
