voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3","current, barrier 4",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_2 transport over barrier 3,solute_2 transport over barrier 4,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4
-150,-0.000000054915239941098854080649190994487720704286621330369785923701154912526770913336144,-0.014691884981514382698486419217411556506053007500064702167430359036966927127598443,-0.099572034995803249077382545301607714138559383053089412896509236488808633081345455,-150,2043623653198533804.1378687330002873928891449786786197107769936397336314334874564,0.02431431243584595966618147694975840574646739354322383885017716640951221605612912,2043623653198533804.1135544205644414332229635017288613050305262461904075946372792,84050234140516862866.489776210037546187923985783896761224238717827193372704425867,4087247306397067608.2757374660005747857782899573572394215539872794672628669749127,1.7395598465203254884034891818765882817598709542972974554418081785207315237151927e-77,4.4412171495241548239535672763190336075680525311642048606967600072175590268997403e-77,2.8247787799773010986386416684855107634192553696852032700775313252939228566193584e-83,-2210450.2941979560311182436641397983922054145150817368459189382267228304534768276,1.2574261675654413883751185786440571318518020548481556590819502742760419111425232e-77,3.5461175866766564388431580465915272783598591394403391550926012454146617249308799e-77,1.461735481605567780211477419967685224073537467100811821563839030092617593182505e-76,-150,-0.000000054915239941098854080649190994487720704286621330369785923701154912526770913349662,-0.000000054915239941098854080649190994487720704286621330369785923701154912526770913336144,-0.000000054915239941098854080649190994487720704286621330369785923701154912526770913335148,-0.000000054915239941098854080649190994487720704286621330369785923701154912526770913336022,-0.000000054915239941098854080649190994487720704286621330369785923701154912526770913321414,-0.014691884981514382698486419217411556506053007500064702167430359036966927127613975,-0.014691884981514382698486419217411556506053007500064702167430359036966927127598443,-0.014691884981514382698486419217411556506053007500064702167430359036966927127598408,-0.014691884981514382698486419217411556506053007500064702167430359036966927127615804,-0.014691884981514382698486419217411556506053007500064702167430359036966927127599611,-0.099572034995803249077382545301607714138559383053089412896509236488808633081358051,-0.099572034995803249077382545301607714138559383053089412896509236488808633081345455,-0.099572034995803249077382545301607714138559383053089412896509236488808633081343418,-0.099572034995803249077382545301607714138559383053089412896509236488808633081327841,-0.099572034995803249077382545301607714138559383053089412896509236488808633081313639
-140,-0.000000042399154718972875061871263661721899738017007017247744064846677259277693594667337,-0.01559828364732589174908802480456849383811282009083847394050861197897342344137729,-0.072623012064228155003916241471169131682637585909688114271430358299548861612611069,-140,1765306870209555909.3673147471031231792661794148070069034592020770675056232564915,0.023794754710908281311664771479502664974685322178076128508608699825233899585228399,1765306870209555909.3435199923922148979545146433275042384845167548894294947478828,74188908087389630864.52103714170830872579639205218421099011857161846827384285151,3530613740419111818.7346294942062463585323588296140138069184041541350112465129829,1.1472731400184623433053761811340495410473000398686719790254251972926877417172933e-76,1.2050153937030217266359394083563682526572794258502498870040886248219613250350074e-76,1.0592079988113620149109016260661971712432130279423772357025195372643348279902986e-83,-1748555.2341966652738980132554747148848564382313096989782965735123838694934301233,6.9031439447385559571367535318242074762368952366877277820308346111700364502621413e-77,6.9961580478997456098187416412052975356076808933168608191124793226410573931902837e-77,1.7802880324385347386521631953395367577408207754079771935246452313233634920434442e-76,-140,-0.000000042399154718972875061871263661721899738017007017247744064846677259277693594674842,-0.000000042399154718972875061871263661721899738017007017247744064846677259277693594667337,-0.000000042399154718972875061871263661721899738017007017247744064846677259277693594667868,-0.000000042399154718972875061871263661721899738017007017247744064846677259277693594667025,-0.000000042399154718972875061871263661721899738017007017247744064846677259277693594677617,-0.015598283647325891749088024804568493838112820090838473940508611978973423441414668,-0.01559828364732589174908802480456849383811282009083847394050861197897342344137729,-0.015598283647325891749088024804568493838112820090838473940508611978973423441373401,-0.015598283647325891749088024804568493838112820090838473940508611978973423441330167,-0.01559828364732589174908802480456849383811282009083847394050861197897342344129994,-0.072623012064228155003916241471169131682637585909688114271430358299548861612589307,-0.072623012064228155003916241471169131682637585909688114271430358299548861612611069,-0.072623012064228155003916241471169131682637585909688114271430358299548861612616062,-0.072623012064228155003916241471169131682637585909688114271430358299548861612657543,-0.072623012064228155003916241471169131682637585909688114271430358299548861612709809
-130,-0.000000033441420546208904556158485504505218687804577715081379966614271741265979692000631,-0.016614984105788008070715912659208182898999544895855953456738297455721293907342445,-0.052967663722362021901038024366060961508320467329541589252906377973600310174003894,-130,1524893463672791417.555663641607540845320668829843310006822438609890385266110552,0.023286299098368586368637156074562022426419104847790850574173673780772070465089125,1524893463672791417.5323773425091722589520316737687479843960195050425944155363783,65484577743812620285.846944974434003547086762196536506811228022835946317831882025,3049786927345582835.111327283215081690641337659686620013644877219780770532221104,2.0183466239106280453021334181977284234782909283725666425243099220692437263423425e-76,1.274172212210613958987666054132699577347856772518587296532598750266670751583769e-76,3.5765031568611380560785820083497259669013814268901109825555151255977024096854298e-83,-1371479.8601753788081752068019644655842682699432007512951256090647306073080167961,-1.0661501289738770995495315922719398566711817527325112220610385969212828703424387e-76,8.281515474400309250264179231795541759795144939620201746277434977818455560507526e-77,2.3018701614849486655999354032023400337697318175485586127026090444441904829317199e-76,-130,-0.000000033441420546208904556158485504505218687804577715081379966614271741265979691997596,-0.000000033441420546208904556158485504505218687804577715081379966614271741265979692000631,-0.000000033441420546208904556158485504505218687804577715081379966614271741265979692010773,-0.000000033441420546208904556158485504505218687804577715081379966614271741265979692013633,-0.000000033441420546208904556158485504505218687804577715081379966614271741265979692033361,-0.016614984105788008070715912659208182898999544895855953456738297455721293907257657,-0.016614984105788008070715912659208182898999544895855953456738297455721293907342445,-0.01661498410578800807071591265920818289899954489585595345673829745572129390735979,-0.016614984105788008070715912659208182898999544895855953456738297455721293907405515,-0.016614984105788008070715912659208182898999544895855953456738297455721293907459491,-0.052967663722362021901038024366060961508320467329541589252906377973600310174082367,-0.052967663722362021901038024366060961508320467329541589252906377973600310174003894,-0.052967663722362021901038024366060961508320467329541589252906377973600310174007652,-0.052967663722362021901038024366060961508320467329541589252906377973600310173967876,-0.052967663722362021901038024366060961508320467329541589252906377973600310173954949
-120,-0.000000027102415262940683775787232559044552430450668885714264420920905326238935027361313,-0.017760900282951794648109308117641893344158126430308481450891143914576093635397954,-0.038631973755626406876683903038668823624611660997062717113517596939443709925415614,-120,1317221452751304355.9396376666811544418719251709407497539533719163691634528694149,0.022788708363952833558217412433514454392379531589718704407416117167647172425721188,1317221452751304355.9168489583172016083137077585072352995609923847794447484619988,57801496763848386000.245544465032607909106328809018294941898859221893446734291395,2634442905502608711.8792753333623088837438503418814995079067438327383269057388298,2.9272389251493903455508381210985820903470653395905355307956548619779970400932094e-77,2.9233383119103950519578291486996121833142126538790591830021260896587070267055506e-77,2.650118732666689121333233569591688660670917333991846853934375332639416901214245e-83,-1071874.292673230531994258513731534001111119395498568960505881820201336404834864,-1.1008265528717342764640251989484405934461216982222862152785461160331693629993607e-78,3.6616312919031691607705166735410898048169557178387303104605220496286668443948388e-77,1.308556560426721474219902752065849642938249242774562125365677021555232470941896e-76,-120,-0.000000027102415262940683775787232559044552430450668885714264420920905326238935027365573,-0.000000027102415262940683775787232559044552430450668885714264420920905326238935027361313,-0.000000027102415262940683775787232559044552430450668885714264420920905326238935027367758,-0.000000027102415262940683775787232559044552430450668885714264420920905326238935027370853,-0.000000027102415262940683775787232559044552430450668885714264420920905326238935027344352,-0.017760900282951794648109308117641893344158126430308481450891143914576093635401002,-0.017760900282951794648109308117641893344158126430308481450891143914576093635397954,-0.017760900282951794648109308117641893344158126430308481450891143914576093635411454,-0.01776090028295179464810930811764189334415812643030848145089114391457609363540809,-0.017760900282951794648109308117641893344158126430308481450891143914576093635382182,-0.03863197375562640687668390303866882362461166099706271711351759693944370992542143,-0.038631973755626406876683903038668823624611660997062717113517596939443709925415614,-0.038631973755626406876683903038668823624611660997062717113517596939443709925415524,-0.038631973755626406876683903038668823624611660997062717113517596939443709925425328,-0.038631973755626406876683903038668823624611660997062717113517596939443709925396095
-110,-0.000000022711586356187506045894215083060179785150821985257171889209793916102645289362346,-0.019080545437522259574730996574611397604385335179388394648183098584746373074612272,-0.028176188553712667480710284525270089919073217968158598580225255604375612088026111,-110,1137831855894323743.725961400733497537801206922954771241701110803562606370823872,0.022301750342701610812670299500932642399267190546453632792676041126407917390890174,1137831855894323743.703659650390795926988536623453838599301843613016152738031196,51019845456510835354.454249316001998152144939579749762360291871455141182858432436,2275663711788647487.451922801466995075602413845909542483402221607125212741647744,5.2315920848230052263910407443778751076235876109038277929949650956174793747544706e-77,1.2100756487157723777836267239009778617809802073137867706281259510740132342946729e-76,3.5867360640076818611239790830744557587536504041216058351849988475014965868467922e-83,-839588.96429626622111791682120487916175995290288563441989250012242500572962277779,4.3585141728908462107417337081715593903383544310412778547749109467904356163315513e-77,4.9039992232144603767584408321189136657298079665846861550879382787892512216063627e-77,1.474807172819749850878491463858694298384532274498581937763003364153183235548258e-76,-110,-0.0000000227115863561875060458942150830601797851508219852571718892097939161026452893652,-0.000000022711586356187506045894215083060179785150821985257171889209793916102645289362346,-0.000000022711586356187506045894215083060179785150821985257171889209793916102645289367486,-0.000000022711586356187506045894215083060179785150821985257171889209793916102645289380199,-0.000000022711586356187506045894215083060179785150821985257171889209793916102645289398213,-0.019080545437522259574730996574611397604385335179388394648183098584746373074646728,-0.019080545437522259574730996574611397604385335179388394648183098584746373074612272,-0.019080545437522259574730996574611397604385335179388394648183098584746373074620394,-0.019080545437522259574730996574611397604385335179388394648183098584746373074603049,-0.019080545437522259574730996574611397604385335179388394648183098584746373074594412,-0.028176188553712667480710284525270089919073217968158598580225255604375612087997594,-0.028176188553712667480710284525270089919073217968158598580225255604375612088026111,-0.028176188553712667480710284525270089919073217968158598580225255604375612088028685,-0.028176188553712667480710284525270089919073217968158598580225255604375612088072484,-0.028176188553712667480710284525270089919073217968158598580225255604375612088118601
-100,-0.000000019808583151389906107433167434738547227347125371972048259392671130410036596400758,-0.020666142075745056672663248911130864239668937640097224525783460306015097988663784,-0.020550219038258076946886917351728284142127544937340885045701856113426325097085964,-100,982872950847503612.00238276601529932604068521246975604043611652027505515024098236,0.020554197255363255177486787770364443039224651357572133729379098727867172637184549,982872950847503611.98182856875993607086319842469939159739689186891748301651160327,47818600679773093757.111652304023183959416226027806477327328163193276131908260776,1965745901695007224.0047655320305986520813704249395120808722330405501103004819647,3.0372072274447137409348241841708924761212398742603670251774035275336563702283877e-77,2.381650531655495432844230933580839409769615653786577353651646031720142456379706e-77,1.3476301999043518359033784012596020290357043938706728961996749423887466356630718e-83,-662331.82684586374928680084886661416665340948093830172435723362741123738071045078,1.37092084279411177797969261694494559919158902451295879109113419234321150619841e-77,3.5676420154534249088809954032413722915084649603649173224334606283253939089804921e-77,1.1399890271608163025694925476017900630617614611183932881286319545437607762071417e-76,-100,-0.000000019808583151389906107433167434738547227347125371972048259392671130410036596398543,-0.000000019808583151389906107433167434738547227347125371972048259392671130410036596400758,-0.000000019808583151389906107433167434738547227347125371972048259392671130410036596392579,-0.000000019808583151389906107433167434738547227347125371972048259392671130410036596387281,-0.000000019808583151389906107433167434738547227347125371972048259392671130410036596393804,-0.02066614207574505667266324891113086423966893764009722452578346030601509798866879,-0.020666142075745056672663248911130864239668937640097224525783460306015097988663784,-0.020666142075745056672663248911130864239668937640097224525783460306015097988642279,-0.020666142075745056672663248911130864239668937640097224525783460306015097988638418,-0.020666142075745056672663248911130864239668937640097224525783460306015097988668645,-0.02055021903825807694688691735172828414212754493734088504570185611342632509707635,-0.020550219038258076946886917351728284142127544937340885045701856113426325097085964,-0.020550219038258076946886917351728284142127544937340885045701856113426325097090451,-0.020550219038258076946886917351728284142127544937340885045701856113426325097083289,-0.020550219038258076946886917351728284142127544937340885045701856113426325097066635
-90,-0.000000018112895409794136119050592147902711467749239651579162739626664787154497440907677,-0.022699911250586003679220542285344176867899652191642615729395849445585022590808097,-0.014988177408993971428700947007513707663211924373996801102785580463839659064957713,-90,849017573290464436.10398353483163602351438215033808964930885221027188208736094011,0.014991227041310269986676111503504093238706004476612005403704333896797581915605514,849017573290464436.08899230779032575352770603883458555607014620579527008195723577,56634294908007624922.840032883388704610264825763296600803389763006239671463236473,1698035146580928872.2079670696632720470287643006761792986177044205437641747218802,9.934756497741580476161609214435840512485713407516434145042282319601413016924082e-77,3.3626745278839553287170331454981171598177055664004707646757886658272529011464426e-77,3.7841868722765464518157274890156189453510394563446716959011591136254907096232664e-83,-528078.43732214432571948601261868382195406780042853384571786903189832643421158757,-3.7143047594862982124333221114263975319887417332768362623526817021535585065161675e-77,4.1087841212078278562529736433077165902624025306057072691937285255960088357136312e-77,1.4377748024702986780150133451810465885528431797974518665619436880784007518969255e-76,-90,-0.00000001811289540979413611905059214790271146774923965157916273962666478715449744091064,-0.000000018112895409794136119050592147902711467749239651579162739626664787154497440907677,-0.00000001811289540979413611905059214790271146774923965157916273962666478715449744092444,-0.000000018112895409794136119050592147902711467749239651579162739626664787154497440945519,-0.00000001811289540979413611905059214790271146774923965157916273962666478715449744093341,-0.022699911250586003679220542285344176867899652191642615729395849445585022590783668,-0.022699911250586003679220542285344176867899652191642615729395849445585022590808097,-0.022699911250586003679220542285344176867899652191642615729395849445585022590846008,-0.022699911250586003679220542285344176867899652191642615729395849445585022590883015,-0.022699911250586003679220542285344176867899652191642615729395849445585022590831198,-0.014988177408993971428700947007513707663211924373996801102785580463839659064988307,-0.014988177408993971428700947007513707663211924373996801102785580463839659064957713,-0.01498817740899397142870094700751370766321192437399680110278558046383965906495468,-0.014988177408993971428700947007513707663211924373996801102785580463839659064961533,-0.014988177408993971428700947007513707663211924373996801102785580463839659064988155
-80,-0.000000017523324766319779973017740426159547823263448968915175979636896271031034492837441,-0.025529893462222457987483409385311388923033825499212447546632113999255131716033545,-0.010931456446890692019818444836335438404052987351435913123570162700116633573945802,-80,733391678398472810.32929331487209883043100280141397338579922439062052350113580196,0.010933868416849563167104852285607769741527878689368042774031732688356263254216519,733391678398472810.31835944645524926726389794912836561605769651193115545836177023,67075224471174774579.735822437774843577247014941361482482114670920089761174795125,1466783356796945620.6585866297441976608620056028279467715984487812410470022716039,1.8491015192426337735507398885927613339523272264674362242836396346039685086360958e-77,4.4575015509095887227966782142988547650540245121370322147030207517904057635341977e-77,1.8691408714594043994543334008168320411812762485393344215199092066843547004510767e-83,-426746.31449677791173792845748318017236731453936877704897895194294256464802538092,-3.4577881629143195702899213645567881497169390975261628215415276115562685156807655e-80,2.7003209412510646259855071426238125565432761199268977996301598120365613577456714e-77,1.128833932868593808284057929852810622371693777217289497236023066929893463788215e-76,-80,-0.000000017523324766319779973017740426159547823263448968915175979636896271031034492838612,-0.000000017523324766319779973017740426159547823263448968915175979636896271031034492837441,-0.000000017523324766319779973017740426159547823263448968915175979636896271031034492843784,-0.000000017523324766319779973017740426159547823263448968915175979636896271031034492848941,-0.000000017523324766319779973017740426159547823263448968915175979636896271031034492856132,-0.025529893462222457987483409385311388923033825499212447546632113999255131716026643,-0.025529893462222457987483409385311388923033825499212447546632113999255131716033545,-0.025529893462222457987483409385311388923033825499212447546632113999255131716032863,-0.025529893462222457987483409385311388923033825499212447546632113999255131716045134,-0.025529893462222457987483409385311388923033825499212447546632113999255131716027861,-0.010931456446890692019818444836335438404052987351435913123570162700116633573955141,-0.010931456446890692019818444836335438404052987351435913123570162700116633573945802,-0.010931456446890692019818444836335438404052987351435913123570162700116633573959683,-0.010931456446890692019818444836335438404052987351435913123570162700116633573958142,-0.010931456446890692019818444836335438404052987351435913123570162700116633573990377
-70,-0.00000001814909130480867089424966210066648165555998400587428077248587127458509762181734,-0.029790776751266540171007499741888299916641835125875376184586408669709773285753325,-0.0079726258804618635158462378864276619837337016536143228932328207147616488542919918,-70,633512631454373954.01159094809377413614829319271379241427773229230441181056695341,0.0079746293100322130387352382234549434022639641571403161702661976569937342769631568,633512631454373954.00361631878374192310955795449033747087546832814727149439668721,79441013096045077182.347611971269065037205530246335035251480953563687907062031141,1267025262908747908.0231818961875482722965863854275848285554645846088236211339068,9.1295434188376331122858651283998364606768265571311275383673427797436529559798118e-77,6.8532720389352985376845210192496139565320916954501193881545521873623024406736213e-77,1.3266899708187778535184930764084125716530293145805552441347351184744733194885309e-83,350817.97647380589818726129638745675216143758187949367018059269054871339415985898,4.4092198993757866220232348112402825047411267898848780624865766268708348414316886e-77,3.6736173275970773828342955001801034880650546857328844101192046677852991150389264e-77,1.1098837301548448073926982967373414399359160002861033085508268795666869200622741e-76,-70,-0.00000001814909130480867089424966210066648165555998400587428077248587127458509762181503,-0.00000001814909130480867089424966210066648165555998400587428077248587127458509762181734,-0.000000018149091304808670894249662100666481655559984005874280772485871274585097621806949,-0.000000018149091304808670894249662100666481655559984005874280772485871274585097621817358,-0.000000018149091304808670894249662100666481655559984005874280772485871274585097621804091,-0.029790776751266540171007499741888299916641835125875376184586408669709773285786924,-0.029790776751266540171007499741888299916641835125875376184586408669709773285753325,-0.029790776751266540171007499741888299916641835125875376184586408669709773285730384,-0.029790776751266540171007499741888299916641835125875376184586408669709773285730173,-0.029790776751266540171007499741888299916641835125875376184586408669709773285695628,-0.0079726258804618635158462378864276619837337016536143228932328207147616488542535871,-0.0079726258804618635158462378864276619837337016536143228932328207147616488542919918,-0.0079726258804618635158462378864276619837337016536143228932328207147616488542933113,-0.00797262588046186351584623788642766198373370165361432289323282071476164885431518,-0.0079726258804618635158462378864276619837337016536143228932328207147616488543221198
-60,-0.000000020355579522912442881981435931868430292456613031923652252537290742914599668760572,-0.03654000214385754541651492985744437335365450741180349109469314567826518930331553,-0.005814512052797558182366042402501631283841122311493997711573693891223704627940279,-60,547235902531948530.07484168808803238290978270779471021217528960168366745123390031,0.0058163049167870576318914291033943516903424187336387667303386325373692758722374378,547235902531948530.06902538317124532527789127869131586048494718295002868450356168,94086522347291775753.814726507696864320675074025151347190161754165173648477258809,1094471805063897060.1496833761760647658195654155894204243505792033673349024678006,5.1817011330566667752318111176802397426696002186617688310142220821011550818974562e-77,3.5151904821907856639267885316554751379308095233369551574979293030920596323809566e-77,2.3160207550626603572182567414820658986879788108662923148595612388329787663778594e-83,295514.3627393580530885058129791034895667484959086552092243762631560974937280153,-2.1188281641675244816060376749513467748320453315279425467906315236911312548378594e-78,1.7852550173149355718348938729322854632805475728176330756123381050317567103314494e-77,7.2703770820212991870398253440787951631280855500753932837800917140748592152770209e-77,-60,-0.00000002035557952291244288198143593186843029245661303192365225253729074291459966876431,-0.000000020355579522912442881981435931868430292456613031923652252537290742914599668760572,-0.000000020355579522912442881981435931868430292456613031923652252537290742914599668758402,-0.00000002035557952291244288198143593186843029245661303192365225253729074291459966874115,-0.000000020355579522912442881981435931868430292456613031923652252537290742914599668760224,-0.03654000214385754541651492985744437335365450741180349109469314567826518930331678,-0.03654000214385754541651492985744437335365450741180349109469314567826518930331553,-0.036540002143857545416514929857444373353654507411803491094693145678265189303311062,-0.036540002143857545416514929857444373353654507411803491094693145678265189303291614,-0.036540002143857545416514929857444373353654507411803491094693145678265189303343431,-0.0058145120527975581823660424025016312838411223114939977115736938912237046279468069,-0.005814512052797558182366042402501631283841122311493997711573693891223704627940279,-0.0058145120527975581823660424025016312838411223114939977115736938912237046279402331,-0.0058145120527975581823660424025016312838411223114939977115736938912237046279237832,-0.005814512052797558182366042402501631283841122311493997711573693891223704627911655
