voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3","current, barrier 4",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_2 transport over barrier 3,solute_2 transport over barrier 4,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4
-150,-2.583568219465872e-06,-16.128704518079758,0.0007810372362817051,-150,20143753324.331047,6.195351973115194e-09,20143753324.331047,3.2514300094240184e+18,32769914309019384.0,2.457925024401675e-06,1.5480323229552723e-06,6.393219452475389e-13,0.00014494589523157052,1.1298159683507503e-05,2.4699164537789083e-06,1.5608620981212263e-05,-150,-2.5835677874728175e-06,-2.583568219465872e-06,-2.5835683522495652e-06,-2.5835684267947627e-06,-2.583568079402986e-06,-16.128702878952026,-16.128704518079758,-16.12870331853628,-16.12870377366107,-16.128702060154733,0.0007815659653464092,0.0007810372362817051,0.0007800230335432423,0.0007800179330234539,0.0007802454238521328
-140,-2.159463588920852e-06,-13.481602370738983,0.0009023435441102876,-140,19657961844.20116,5.7190306780013339e-09,19657961844.20116,3.4372891056201073e+18,57714657717851776.0,1.2724980980038936e-06,1.207350596741123e-06,3.5626218551713376e-13,0.00019243996416675905,1.1005608028158337e-05,1.9900888562161925e-06,1.2773218616924244e-05,-140,-2.1594635879664836e-06,-2.159463588920852e-06,-2.159463780619777e-06,-2.1594634243575916e-06,-2.159463747936562e-06,-13.481602191925049,-13.481602370738983,-13.481601499021053,-13.481601689863412,-13.481602771519151,0.0009022571158207444,0.0009023435441102876,0.000901309373893322,0.0009025167244900631,0.0009020476304817393
-130,-1.6920567400991008e-06,-10.564221821725368,0.0010349430128058117,-130,19203627296.944191,5.2793307043496763e-09,19203627296.944191,3.6375117173701949e+18,23193776167875852.0,2.3256248269376556e-06,1.178796442669527e-06,2.9200864016001545e-13,0.00024913019688643361,1.0732263648287189e-05,3.9949615997235483e-06,2.3955676945040019e-05,-130,-1.6920569571776396e-06,-1.6920567400991008e-06,-1.6920567797763073e-06,-1.6920566842282687e-06,-1.6920569762369088e-06,-10.564222574234009,-10.564221821725368,-10.564220979809761,-10.564220248609182,-10.564220938151259,0.0010346417435975373,0.0010349430128058117,0.0010343982185280487,0.00103433083309053,0.0010337642163631422
-120,-1.3511742384303512e-06,-8.436636291444302,0.0011700857023278772,-120,18780022650.354656,4.8734364711660573e-09,18780022650.354656,3.8535482634210268e+18,6.4517320815392499e+17,2.767453594287872e-06,1.2174516335373975e-06,3.1229734675395574e-13,0.00031571796796017097,1.0477770961082291e-05,3.6959654101903507e-06,1.9728280573177479e-05,-120,-1.3511740305349524e-06,-1.3511742384303512e-06,-1.3511739261330044e-06,-1.3511740838095149e-06,-1.3511741044934566e-06,-8.43663477897644,-8.436636291444302,-8.43663601577282,-8.436637546430035,-8.436635617130495,0.0011699783304408209,0.0011700857023278772,0.0011709225774070436,0.0011711957820743583,0.0011701665756823632
-110,-1.038501558298526e-06,-6.485164776444435,0.0013166007736342376,-110,18386470046.624207,4.4987488696101896e-09,18386470046.624207,4.0870185421613384e+18,42323550911125064.0,8.348075493103124e-07,1.4907256456263111e-06,6.101456071764042e-13,0.00039104486450526697,1.0241803653806896e-05,3.4030042206164392e-06,1.7986415117698971e-05,-110,-1.0385017467494065e-06,-1.038501558298526e-06,-1.0385016801161636e-06,-1.0385014077201298e-06,-1.038502017865737e-06,-6.485165119171143,-6.485164776444435,-6.485165253281593,-6.485164784054043,-6.485165611251984,0.0013161839632035003,0.0013166007736342376,0.0013164589873515958,0.0013170745484633382,0.001315583822817712
-100,-7.896844397445242e-07,-4.932308740913868,0.001471350030828474,-100,18022339717.624493,4.1528686198255666e-09,18022339717.624493,4.3397326926228372e+18,1.4406003238742506e+17,6.020216991586835e-07,2.0323582487285444e-06,6.73298992472069e-13,0.00047322151959730926,1.0024063577747267e-05,4.0054376553236815e-06,1.962875900928285e-05,-100,-7.896842494966287e-07,-7.896844397445242e-07,-7.896847097352761e-07,-7.896844538888427e-07,-7.896849227956212e-07,-4.932308197021484,-4.932308740913868,-4.93230827152729,-4.932308138892169,-4.932308335170108,0.0014716718670816714,0.001471350030828474,0.0014702726697746749,0.0014710048741658328,0.0014696395088329428
-90,-6.027377348142667e-07,-3.765671145170927,0.0016316561863787796,-90,17687048977.143848,3.8335809073570868e-09,17687048977.143848,4.6137148020537006e+18,48437097381884864.0,4.290216727209639e-06,2.5445126795343997e-06,2.545987801585005e-13,0.00056081703676074291,9.8242796841647146e-06,3.0767737837161568e-06,1.7562071843399067e-05,-90,-6.027376081846294e-07,-6.027377348142667e-07,-6.027374894152895e-07,-6.027375376276207e-07,-6.027374802154865e-07,-3.765669822692871,-3.765671145170927,-3.7656713128089905,-3.7656722750748863,-3.7656741129095983,0.0016313901709379096,0.0016316561863787796,0.001632505919821628,0.0016328365773284387,0.001633934683617444
-80,-4.452187296700064e-07,-2.782758790999651,0.0018078297382574365,-80,17380061288.464996,3.5388412007770387e-09,17380061288.464996,4.9112294964376422e+18,2.2886107632313795e+17,1.054457557270183e-06,2.972566578639431e-06,8.3421350911463e-13,0.00065511899414804795,9.6422070067464715e-06,3.9933463072071681e-06,2.583657048175825e-05,-80,-4.452185277461621e-07,-4.452187296700064e-07,-4.4521933620962767e-07,-4.452189795468357e-07,-4.452193619596712e-07,-2.7827584743499756,-2.782758790999651,-2.7827585488557816,-2.782757784450215,-2.7827577365420937,0.0018083016376529192,0.0018078297382574365,0.0018058155963437891,0.0018065465733105744,0.0018053290710742798
-70,-3.3077723032804984e-07,-2.0687559880316257,0.0019896346898145554,-70,17100885405.791849,3.266762159703795e-09,17100885405.791849,5.2348118931751148e+18,57658947502830568.0,8.307397365570068e-07,1.7743233312909543e-06,5.109503594760722e-13,0.00075597811834733912,9.4776256942618331e-06,3.5084574378058977e-06,1.9173334654406997e-05,-70,-3.3077715694693753e-07,-3.3077723032804984e-07,-3.3077732591170273e-07,-3.307770929134376e-07,-3.307776038637971e-07,-2.0687568187713623,-2.0687559880316257,-2.068756267428398,-2.068756341157178,-2.068756059867893,0.001990279089371691,0.0019896346898145554,0.0019894760621929214,0.0019902401371482527,0.0019885047660404
-60,-2.413837743441461e-07,-1.5111418925225735,0.002188379644101733,-60,16849074588.151432,3.0156015493798828e-09,16849074588.151432,5.5873013434471188e+18,3.9025964599071251e+17,2.9407277624127204e-06,1.6048883195200411e-06,3.074510021652798e-13,0.00086422269837600307,9.3303400961254177e-06,3.0550805704127831e-06,1.9148157861858693e-05,-60,-2.4138376653834043e-07,-2.413837743441461e-07,-2.4138380703028794e-07,-2.413840739893426e-07,-2.413838096399705e-07,-1.5111422538757324,-1.5111418925225735,-1.5111418068408966,-1.5111415337404965,-1.51113931314797,0.002188584683370384,0.002188379644101733,0.0021882347865907134,0.0021872650308517702,0.002186979795050864
