"{'distance': [0.079, 0.102, 0.55, 0.592, 0.727, 0.777, 0.872, 0.944, 0.961], 'solute_3': [8.69, -18.1, 19.58, -16.37, 11.72, -12.64, 12.85, -3.27, 18.03], 'solute_2': [7.3, -19.01, 7.5, -2.21, 2.11, -8.92, 17.96, -8.74, 11.76], 'solute_1': [6.91, -1.1, 19.79, -3.59, 3.83, -6.66, 0.1, -19.45, 7.03]}","{'solute_3i': '249.0 mM', 'solute_1e': '490.0 M', 'solute_2i': '64.0 M', 'solute_3e': '421.0 nM', 'solute_1i': '213.0 uM', 'solute_2e': '59.0 uM'}"
voltage,current,solute_3,solute_2,solute_1
-150,-0.00000000050814035545258604669982259826919884710231556327534281785011407786198593241461838,-0.000000051246242471521082087353128117906451127484078114440136993610245322315555971169713,-0.00087883389071191437564946666237286412533641501291736611695810807297112174085601871,-0.0011464623508626890648202096513532742739237335398568213259691870453519476710876605
-140,-0.00000000048758620503128732234131420186570622281813869027661421399515901579134729336087115,-0.000000030545514186689189324337275113072420717431350799630218703318587789274278074153057,-0.0008249858614773092376253952034449968061303355074167699141220630210228698234430364,-0.0011092658859191769172620531716787952678784448692327540049229755091824135227399967
-130,-0.00000000047134419710011683411732098248253292677520933218391862597259161299907814939982139,-0.000000019022053572812919442401068990115969122200150773135778236341303371285857621163086,-0.00077332541997462014528199736791774381454496797983790884048800334981534947067641194,-0.0010844204832123458700840592316394186546633404812839746514486872873461533147794017
-120,-0.00000000046119679963386658458051398298243492450514435944325660615772303879334848310373168,-0.0000000125623311020229466932289100806465923948848388458892864986513907381765930803024,-0.0007227732226657049843761088123735061096432415057612229095875439745330839031799446,-0.0010780352431538484305976325224799889044756261484732753357366341203482148403240104
-110,-0.00000000046102921083381029685743202753046676042722389737069267655944499489338221156676004,-0.0000000088271748477286196939352375834635000042884789107708450541183245744995309574213096,-0.0006712701942329185407564030072663567502978372410029340194627815707080179438663989,-0.0011032692989309143306912025414984835561629181777455597747837820436317333373555507
-100,-0.00000000047923903659631157084325116651096264097663101861199569739774708932817827980595329,-0.0000000064989460448651933003939556014576080457873262135885578272029633711076213820093853,-0.0006146495089056558807522149133358066973379269051628009430125407779442151565459482,-0.0011884177961178413257023982255545961525400475995444712344165109908924953728604224
-90,-0.00000000053392452428848310881417584047321596067197261428345409846052489284596156466633298,-0.0000000047042641805244300592608787037271771368296737587926466480500144321601475107823244,-0.0005442420527854674616925623993968073226220803698764665513634619953625532389601423,-0.0013943030167380964057239491268793383952398011359706814793374397735859390778200063
-80,-0.00000000066401571635978644608944468278671021757127949010289950659524582312495135012757931,-0.0000000023041475396694673756780375789261109983032646343959040928793679444171129043437857,-0.00044182279907978328589831187965485455675107574268626338502328965346977472660274957,-0.0018515436846875706370202860557054336563778392718130592801470516650327855987612643
-70,-0.00000000095295380575854452660552769404968671069301483563487729884446375894909650828480307,0.0000000043246542505280211332659282381000247468212348404652275101430249717304859164406466,-0.00026903989028710324839182394607019770194873310174036360793605728153634920870398068,-0.002839749356315179270105445901161774804359448831409189482957384966816081873534825
-60,-0.0000000015775071660650356047828042613503544001012914969546558321548929638339851881320267,0.00000003227139975195192630069756913956995909406543270377983737411280720619735993395335,0.000054105448401512255776846734330766782569364573536001356099614913329563492577210132,-0.0049506565809415690885795714103555057011224678055386055980596816411698547998510657
-50,-0.0000000028932573622993531304899242446818419094383799548360137745532133069548359868979252,0.0000001726258802730131955846939026364671346043223700103347086087146708544068225063557,0.00068707226907653253449745461687762314679579761641130072296445570122201822170475529,-0.0093739366535688920065099792088619521287823080353203410184271626258335889739990738
-40,-0.0000000054346925976020710754526642784179072730132456635956165484878986313989227332474641,0.00000089666986576281179082118174580713021957041974390984874271652795824493224848585559,0.0018723722950660248389127426879663687997440534209837975977573177670130136610935466,-0.017899742755334376206872955150302775045874268301871865598471095067362788242895734
-30,-0.0000000087973988214356595602527084169406693588679791931318095685049115964264386936926857,0.0000038296759783689043167053429559686965167021756389447556097221577105311259609286116,0.0034544489622371934466194963428335355744162225829434798405999781711301224608910932,-0.029190518375347261206401175532313357974194984944782381343885251313764979933438636
-20,-0.0000000096885844397818017608606505577575606091582858543799798812543418430779277583531131,0.000009620012766484340754363971592369586705874007507043896773907523009879263953346629,0.0039770798415052235146203353712916027311917910467928551129000402009545531449170605,-0.03224199752973318174774550619282680045068994977425132705273974643098337913037171
-10,-0.0000000082504060816002267222610722543397791388022732570732125453380032864794746422979783,0.000014495569379065549940196709013582641608120236055645168488591799023031997030918821,0.003418428806841766208392159120569364581745450981207085997207134560387337469730028,-0.027481288848626270254368477777380073238488701768499068718464537601140327634777977
0,-0.0000000071905674245490859564214445787741840995770299385556943075128144545883437272124563,0.000017646728646767975491070219299282538833963501371571195714630402582944986720051293,0.0029692727234558684899338981616182184505604625524784541250320947158954144951489298,-0.023953576568771389330220801006654137985819094919047099610805257017362193369185928
10,-0.0000000066216947788186932519323960205792548586617116214383829559647479106907221821246158,0.000020141505156558647323213905703904065720898279025105809510270930675055966092969068,0.0027316257749567546449311457557659626653437731432833927825938295200708801543542063,-0.022062987625920748336898974132168068770300746510777069034977558618487269310588433
20,-0.0000000061252036663547304784197367578297011634311026712850447127114453871655487398415445,0.000022490348953418440243924115155085493562661932567727706607967680851951323667917437,0.0025708982992039333944962426335944740286093226526149951898261550933387555139930409,-0.020436549424451353997371055896546015679607347522419737446080978981426540876700738
30,-0.0000000055064832982948938612032091732626085485213790761129792320703606134433784519744348,0.000024883007695149847167022898109764051668856811759043150549251279693529167047591307,0.0024411842023985686468140931518380982190425169884191140709491674157393054310799124,-0.018444194073088120642707237130887500254781545835186518313102508293590615879145873
40,-0.0000000047306791038500958876066957997029531977451133006137440390274883980523320349776468,0.000027405993675590898313683521685218005888620740801249501179327330035886020879966137,0.0023478086886282552040327142822796210744241435557568945870112943912200719204910889,-0.015979929389290985008840905302105710568698706571945983807510249091800752480749193
50,-0.000000003845789973691609354284126779852102420061935645421775293177300722540757721038323,0.000030106796037386599365630653270544797665742139144150252338853040181511753844209984,0.0023058210385045121626239973606265431886707487312943413801654872172904641265149184,-0.013201160518837704112209164804934082973562548138715017939833313094811986478883546
60,-0.0000000029406861101374805154212183254567756436521090600678940506157583895334381870489398,0.000033016356136964457404153224673099948135670571816593795461315866038594917293691194,0.0023268691412292723379372221124623934881930297496910006790366817926190422795486779,-0.010391130484774766578280771341119519233288874102799078660929390525172344002148915
70,-0.0000000021029964826426380832197414418761943570643742163131810292509635404449882689066106,0.000036160447401104596609018959596887242433551607885525489810123941548879180087780159,0.0024193441282725877033202601493230480110585201950503536720199379207729696913409354,-0.0078275721692037378578743257057935767750341827251993454505881688691717712768298692
80,-0.0000000013849794948366104662948337563953467159731511771836933567383779736392558980592451,0.000039565861583688767454580884217809136059708979092137436733990094728458749348254054,0.0025899726192811669385459458593629827953021530569365319334733488165149108953768008,-0.0056769927013813180478516527103673945088295090010381429862203686803749457510633802
90,-0.00000000079787260569839196889002086321308320368712975078881255200215539585666460428803651,0.000043263092934778894845775563310425402028866985900017634354448124872920598150338641,0.002843440752589066669847658816885068392366930178945389227698513820896410142069731,-0.0039768541096367516471021570684912864505022640968339840634153386349824534290809911
100,-0.00000000032683116824596809978430288058671174802305956662604605589779527639508437952204649,0.000047286856571279914799255720091030912517862642972937470276877874612699722296691279,0.0031809210678182504957526420853341045874222561955230944714214778426531854727439476,-0.0026814631291467196442754940744750677448795492617419903773723642750328313674142733
"{'distance': [0.079, 0.102, 0.55, 0.592, 0.727, 0.777, 0.872, 0.944, 0.961], 'solute_3': [8.69, -18.1, 19.58, -16.37, 11.72, -12.64, 12.85, -3.27, 18.03], 'solute_2': [7.3, -19.01, 7.5, -2.21, 2.11, -8.92, 17.96, -8.74, 11.76], 'solute_1': [6.91, -1.1, 19.79, -3.59, 3.83, -6.66, 0.1, -19.45, 7.03]}","{'solute_3i': '249.0 mM', 'solute_1e': '490.0 M', 'solute_2i': '64.0 M', 'solute_3e': '421.0 nM', 'solute_1i': '213.0 uM', 'solute_2e': '59.0 uM'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,10644450258390.374618898634361653127574931229950033321215437875918543558083477505,0.00069841986316026933583781142594251360801523698568022638952207727250423039361995609,10644450258390.373920478771201383791737119804007519713200200890238317168561400233,15240761066309690.515114123547379570362537670864754405162633469570396192512662707,21288900516780.74923779726872330625514986245990006664243087575183708711616695501,5.6073280643762236378507523627240636879777126559914443099384315668045059367810407e-72,2.7915448682985691060568917298387640818930452575499508268109171940494247892514567e-72,1.1119687579057586131288424657297327647226735514546493128941252035346982332463684e-71,2.4360183497972672801229871607758937479382428986338062913962081356182997268378941e-78,98.095655416103076947295743666125766294891239638402027064642861746071530520547764,-1.5386378233515754295556591794487963364262811577811561577063026186776641519339706e-72,1.5542776026020524905923692474342368806535460128535845412242224695640370971411895e-72,2.5327833760641640338965134484619383975765803702330833826968754890735712116156748e-72
-140,9957549413782.6562294541664294535021479479922822288877149494438268219598272659331,0.00073452236546752083817442722152319381048129173466576689121234344316609944102654488,9957549413782.6554949318009619326639735207707590350772336577091610550686149224899,13556495869863284.445624093191270024268716357853071519944885123627067578176203788,19915098827565.312458908332858907004295895984564457775429898887653643919654531866,9.7833318695256163017795522074901980208454085466438857463684178779734408379510885e-72,4.7712990683473502051748808575731448295257307915932784169785778495879390031344361e-72,4.7352289744551698741080773354593049363724167353228713375673378311658139240659808e-72,4.6324934091554283918583239146883868587824319188574004893771874818309537628508634e-78,121.14473181145290160776172382397487930989116322106856522673932437643501932186977,-2.6822113310831399598811613266260277814167944511237884097559067828994075927545808e-72,2.5238538966412579735511122230713720555219067242647451492406303293349234743312872e-72,3.3975528971244138014963770359330275382155356517583286784665909971162766424876415e-72
-130,9315294474524.5815723343961350736407982481592149076878905022403913117554107805233,0.00077249106709354229583269543363135337297642812642193916825413128333605376933688964,9315294474524.5807998433290415313449655527255835543149140741139693725871566492399,12058773067205677.156008462410624380327648287296607962047855016461693888860437311,18630588949049.163144668792270147281596496318429815375781004480782623510821561047,6.9644841739195942496143258553104377162550365607982326342253487384980464450180766e-72,3.4883318630443082677911397057004180390083954635160526280736089443044685904888746e-72,9.1420668671233192011192493771938610722425047668406327824167586059303814800174374e-72,1.5344853440294546878632536523302817398838884911374031449431854975464845866212862e-78,150.44237523659800023938807829868698526016557747405912091003156564382828307754315,1.9079317116648021953726082488833117834762677659784734055871529224911010592020169e-72,1.7417074902606058232140895482421607811838002658359474532083424282552105921757499e-72,1.8240136786913035656134765751647115951249502774847121290259971221913233233973446e-72
-120,8714762788033.7259985384411850886321785523767960375768124786159967095222631270238,0.00081242243503299623431516848907614993982362589955198093358508009034598053908745514,8714762788033.7251861160061520923978633838877198876369888527164447285886780469335,10726885930568595.335382774884991351621235255312436091965846233785317439255720664,17429525576067.451997076882370177264357104753592075153624957231993419044526254048,3.6587856652321921831101683590619432541229053627437951229617578738052463641672535e-72,1.7653142215619095118994251327903589948508195830567095881875195095085931592672955e-72,8.1239249281221279646431563402096299608945666361405078410746933778427752902324473e-72,1.8496867935563183708842443158279652935519010358611890908506753385312294780353022e-78,187.34175561089709004301590687140511124434702519783823714326119327792763463132022,-1.0016626968113408502621742044208151201289839505673822741811814413231830352722563e-72,1.3757970679329998225296146792269151512335267487817144988468274215383984175276145e-72,2.556690402926011834456032812040129925577828241749744547211155577706837381783552e-72
-110,8153224485458.1893797897721496344356602842754670754398150122051535419257099826893,0.00085441792282242504295003817229898813816742127989184653619652544711621327341139241,8153224485458.1885253718493272093927102461031680873016475909252616953895134572422,9542431481920922.0173908775457902214274299725470263529068598909455970695228739074,16306448970916.378759579544299268871320568550934150879630024410307083851419965379,2.1433541942587417769176088422560230173510720371204581895086524557736518961853993e-72,1.0042171880298575281580540578118747247916942882517988516898689053907386108621471e-72,1.4423646309740859184577538690500641247608151000848619986361097977439553080959131e-72,4.1840052669303020956257867499964879821098078089188891939244453745236501630708183e-79,233.30361355954147621690901885513676472017664475036004928034791281757318051463798,5.8643274191475826114583016205112860394683677804289835876915966484744363159440188e-73,3.1090234505934253004070660521390853768474066978043215270305965004059811304895827e-72,4.9388713372533508630337149209527003385185846274527184669416435254113245591238642e-72
-100,7628129665784.0726296842041206892982649907389924115250816230710024425278917239219,0.00089858422830302265264701397539343868172530921732232955636556155434056258051074799,7628129665784.0717310999758176666456179767635989728433563138536801129715261623675,8489053586206163.7404227458321035443308276334680115422658615404234130286736733779,15256259331568.145259368408241378596529981477984823050163246142004885055783447844,4.5526298146397348610558440827378168832889306402956215539688028394103216173908997e-72,2.2486342911246956182931350665717826629547306736397551066117483313231438076936015e-72,1.1658058859743370619055410026329304041935643816299803778869731989597741661374228e-72,1.6305887763950766581210135153563729337304198819150698416638369724150770917246701e-78,289.73221722412670434350894062625505170722981415195053881119422674385336583270975,-1.2450423484927055100838340245599430613877021567424176300527627306406852407538475e-72,3.0598717389414072296100977138136841782162153654051220840572018755982115138567809e-72,5.4008705861779341427783802335577122484918242492332534760882691538661473664974312e-72
-90,7137096438685.9106317323589238804950057663676910872537970790348706732859164189663,0.00094503356470759927676386672035617222843433228396408485068814971495176931272115742,7137096438685.9096866987942162812182418996473349150253627467509065884352282692514,7552214762757324.5934362165740127394575652956828500853974852356164754257402349607,14274192877371.821263464717847760990011532735382174507594158069741346571832837933,1.7790357490021618739366898608484429415601489494229735527643968506559612747264199e-72,7.8213460519212837749811495645451818715812057300517182363467170477581851665340521e-73,1.7673961021912772358871357462380056340934754516274726887164641512052256331775772e-72,1.1190881344285500187580084608839369509541068021802387157583590033602111373729673e-78,357.68341523981313115229076639990188500629146657789732296609480497098680166969229,-4.8630394633084385361630735415040295693414012958269766984585830463130416710682705e-73,7.4213215944821964576609364183061081195988249408306412382933694282975823269855131e-73,1.4313811145397912612642406472744228441262984968416131419927680546855309563683519e-72
-80,6677899768122.871650025047165437773457899947583375468609230312576206939159839679,0.00099388394576048899852383243345707851723652515430866185339091209670383454526066294,6677899768122.8706561411014049487749340675141262969513727051582675450857689275823,6718993496784125.0464786861736978561391319180966893316929682309403679229603355052,13355799536245.743300050094330875546915799895166750937218460625152413878319679358,5.1368549564031740841007292536897914532251531617687019173002425494016007051287341e-73,1.2852810752218884539691265553111616188666261505969551274229864368684753760916551e-73,3.8976911831417629919501648118252407576671837867392708994747136601602266850378585e-72,1.3906026670757545601322106946517948775805084714027865659124262234202860278119566e-78,437.42188574745154477927918599676390281146331882870966224956512649234830662953463,1.4052677892656197825587307867354154246843598444469666428324977678712328162146833e-73,2.3577586006843818250349766281446592936166363519070285856834149742086050396687393e-72,3.5434925351947735114980900361408553684174273637091281169752732091812390702543679e-72
-70,6248461062631.0457746436802772645172379206727432672081599435004182534417038818131,0.0010452594855147533434349585442150447964558596190055728577805328593012498627043406,6248461062631.0447293841947625111738029621285282224117040838814126805839233489538,5977904194338786.2238570625246659581948959889681561087578846789383564709258621225,12496922125262.091549287360554529034475841345486534416319887000836506883407763626,8.0157445400338522702047822769890472383413979672921569642605886674572060874948849e-72,3.9324102622138146046126722299112595415111018379431452384194631855135069288355859e-72,3.3436270058754027665062972219108840790797937968393632424721449894877622947851778e-72,2.1511004139145782280377748020253089477003452105065463820613289655357694477335341e-78,527.92472777907462578276491726101371986845211087037088080218515489738412240019655,2.1927524822949312526239591548822498825584249089872094647489074124877792913951426e-72,2.0183152846840538367068353684384767072525834409242955943557007506517261885754835e-72,2.3528096887100131817405452981602159728739838847634844823797774599813905230219208e-72
