voltage,current,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3","current, barrier 4",solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_3 transport over barrier 2,solute_3 transport over barrier 3,solute_3 transport over barrier 4,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_2 transport over barrier 3,solute_2 transport over barrier 4,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3,solute_1 transport over barrier 4
-150,-2.0334068403001298e-07,-0.3981072627357207,-0.09010039349909427,-0.06759231779821759,-150,2.0436236531985331e+18,0.0020772920907606409,2.0436236531985331e+18,9.8379215050600835e+20,1.2346996291719299e+18,0.43602113906436113,0.5107440116161399,0.13635148205956213,1.624520187977175e-07,0.043201785664627623,-0.63048829682567065,0.49036272852718404,1.2137459566431894,-150,-1.8962809097391403e-07,-2.0334068403001298e-07,-2.2795927272550968e-07,-1.400328228854755e-07,-3.02484841683193e-07,-0.26371898198704,-0.3981072627357207,-0.39891628849556593,0.03687513647386572,0.0371048505687952,-0.037460495385943204,-0.09010039349909427,-0.16343737225670785,-0.2101257155637768,-0.5482045070020831,-0.18129216617307975,-0.06759231779821759,-0.04494068411351762,-0.10582854288753842,-0.10592207603044912
-140,6.499813194227042e-08,0.09768135281046852,0.061745167501888076,0.008377650853909471,-140,1.765306870209556e+18,0.0018841280973936306,1.765306870209556e+18,9.3693569596014015e+20,3.9145984248678703e+19,0.13071266011691235,0.1725679379476972,0.06558784444180424,4.269790726715232e-08,-0.10800747524209085,-1.2655680725702916,0.15083457264441832,0.35793871675506439,-140,6.899590914955583e-08,6.499813194227042e-08,6.243552749170768e-08,4.390627114557803e-08,8.660417841273035e-08,0.11482719924060802,0.09768135281046852,0.09779746882993168,-0.015885460876304328,-0.015845124025446466,-0.00370359668415432,0.061745167501888076,0.059587002576069664,0.08009162188736241,0.16886434126354288,0.0707141553875772,0.008377650853909471,0.005126310945772955,0.021855887081314113,0.021899196294683065
-130,2.216008913829105e-05,0.8310071653686464,45.55297442549045,0.002236649222277209,-130,1.5248934636727916e+18,0.0017089261077811464,1.5248934636727916e+18,8.9231094119844597e+20,8.4269366314084851e+17,5.545423686574736,138.18061162054337,34.71537813188678,5.146788103439566e-05,54.283166980423076,9.3033512839670607,162.38487703954326,339.27714463751573,-130,1.4768753039774334e-05,2.216008913829105e-05,2.22500380734083e-05,1.8162107485554538e-05,-2.921784296098736e-05,1.1571163912303746,0.8310071653686464,0.8352417342297733,-4.214843931169666,-4.388307295344362,7.521298141356965,45.55297442549045,45.61046534344761,5.88276699396647,-92.57014627709577,22.437114151660353,0.002236649222277209,0.12908235060374584,34.717614781109056,34.70117144655265
-120,-2.4762633473035635e-08,-0.019732574262889102,-0.036387091091710566,-0.0019822736174154518,-120,1.3172214527513042e+18,0.001550015864577325,1.3172214527513042e+18,8.4981159409648901e+20,3.1045792217461207e+18,0.023928318446847063,0.09161149576200867,0.026189000671687182,4.0719591946975955e-08,0.1085567338959449,-4.8527922855629857,0.09057896370285333,0.25136734813184769,-120,-2.4528002643069968e-08,-2.4762633473035635e-08,-1.1927826140481877e-08,-6.061219421208993e-09,1.595695847394032e-08,-0.03045291680768969,-0.019732574262889102,-0.019765562941478354,-0.006524598360842624,-0.006562631657146767,-0.00466398597331974,-0.036387091091710566,-0.011760293503404792,0.009361496002426861,0.0552244046702981,-0.026070279731811752,-0.0019822736174154518,0.00011872093987542933,-0.01762353950304071,-0.01764715611247425
-110,-1.8141532873343484e-09,-0.02067346070543863,0.011328413639020152,-0.0013208740578961632,-110,1.137831855894324e+18,0.0014058824249345919,1.137831855894324e+18,8.093364250906409e+20,1.3124290064899356e+18,0.014990497260998773,0.026267082998029295,0.034994454463216695,1.2943251478076046e-08,0.097315685045960443,-2.0448495212913445,0.051752689699604504,0.14319059195007769,-110,1.1129098190741698e-08,-1.8141532873343484e-09,3.776472652779591e-11,5.485175126470435e-09,3.6393190868347947e-09,-0.017992046545714402,-0.02067346070543863,-0.020724654339572712,-0.005734157078573939,-0.005757194200015192,0.0014777926783011708,0.011328413639020152,0.014305104501627725,-0.00792700327055229,-0.01196197849640157,0.033673580405320536,-0.0013208740578961632,-0.0004100899845097633,0.023162956359286217,0.0233725571658141
-100,1.8915388843029756e-08,0.0012759838718920946,0.03890322770907417,-0.0003960208624750744,-100,9.8287295084750374e+17,0.0012751517180625395,9.8287295084750374e+17,7.7078902606262174e+20,1.0923166187089682e+18,0.012607026350758055,0.08031119145828569,0.0356488291174486,2.143801536820689e-08,4.344421562437919,-0.14249000095329029,0.1345666547658339,0.33743967615530779,-100,2.2031559754953068e-08,1.8915388843029756e-08,2.2358608156481333e-08,9.205927882744411e-10,1.0835141537041672e-08,-0.011301677219762496,0.0012759838718920946,0.001305349130995559,-0.010100014421098544,-0.010091907909099973,0.05579804816119349,0.03890322770907417,0.04705224399929059,-0.0245131432970922,-0.003954044179408811,-0.0024218160842792713,-0.0003960208624750744,-0.0014001959449619287,0.03316199350265694,0.03322701303316933
-90,-2.0452298585141897e-06,-7.508587967022322,0.8145767308906144,-0.06442748802802166,-90,8.4901757329046464e+17,0.0011565774457657763,8.4901757329046464e+17,7.3407758070911153e+20,5.9841874865329459e+18,7.540845946087442,10.58335199323664,8.2093659826037,4.001048688779909e-06,-0.92463627111430613,-2.6879456677849385,12.370268034719263,32.04682276954145,-90,-1.8587257485477882e-06,-2.0452298585141897e-06,-2.2049554956270323e-06,1.7960931931528768e-06,-8.241801205029535e-07,-7.409140882200518,-7.508587967022322,-7.508311208168799,0.032257979065119874,0.027081999072379404,-0.47123690208306357,0.8145767308906144,0.5824046592613517,-4.3288957361801295,-9.768775262346026,1.5431532360598794,-0.06442748802802166,-0.16478623339732668,8.044579749206372,8.035822301451844
-80,-8.327945564689108e-07,-2.4493519552706857,-0.07638456279549644,-0.02353676471216717,-80,7.3339167839847296e+17,0.0010490292010793352,7.3339167839847296e+17,6.9911464584960449e+20,3.5160683746603899e+18,2.6451347696595633,2.1470012837939825,1.3471014214475083,8.61529098414472e-07,0.19797357131647172,-2.6035365761274676,2.7806927324467714,6.7318623686764498,-80,-1.646541215166023e-06,-8.327945564689108e-07,-7.850121167515511e-07,-1.1827027906708762e-06,-9.576206396721822e-07,-2.5617873630326358,-2.4493519552706857,-2.450544334609525,0.0829087961108854,0.08334740662692752,-2.13677628052244,-0.07638456279549644,0.010225003271542299,-1.5876819853638153,-1.1203557700064266,0.41862283888622187,-0.02353676471216717,-0.009928939897966227,-0.9284785825612866,-0.9277614766757409
-70,-7.591026548425768e-07,-1.6954640384356026,-0.43912362032939534,-0.010056523090932884,-70,6.3351263145437414e+17,0.00095148169173273664,6.3351263145437414e+17,6.6581694315177915e+20,1.8673786852011753e+18,1.6833468887213778,2.689374173142113,2.1487831920077416,5.605248659072738e-07,-0.50009771996750652,-2.233157571216096,2.6947809147627528,5.9538636166325434,-70,-1.2177901902792682e-06,-7.591026548425768e-07,-7.630951789233875e-07,-6.572653243719945e-07,-9.39969122357797e-07,-1.6914300655116676,-1.6954640384356026,-1.6953328837457158,-0.012117149714224633,-0.01276657719573393,0.516862688027885,-0.43912362032939534,-0.4481729557564771,-1.5851601883623516,-2.172511485114228,-1.923138171359824,-0.010056523090932884,-0.009401998407609982,0.22564502064791775,0.22519831194676243
-60,-1.6010792441122243e-07,-2.1001571738433995,1.076322380998728,-0.009359347107336415,-60,5.4723590253194886e+17,0.00086300496570650164,5.4723590253194886e+17,6.3410516077848114e+20,6.1603558427937198e+18,2.0964423264480114,2.811192106575618,1.1585889768851558,1.3521756047704747e-06,-1.7805870332268459,-1.7805870332268459,4.188396534052198,8.863241562566758,-60,-1.7201830039581045e-07,-1.6010792441122243e-07,-1.582790065248665e-07,9.3572060485574e-07,-4.1645499991473473e-07,-2.0842013313854295,-2.1001571738433995,-2.1001197422397526,-0.0037148473953880984,-0.005426474077154353,0.20235013320594675,1.076322380998728,1.0695692116119044,2.277673947002768,-0.53351815957285,0.8291933669606806,-0.009359347107336415,0.0011743566127109806,-0.3282131855353889,-0.32939560992447525
-50,-1.6275056475163018e-07,-1.918332427968835,0.9467301217395541,-0.006482212522773898,-50,4.7270902071793312e+17,0.00078275554569817382,4.7270902071793312e+17,6.0390376448409993e+20,7.9254027719015926e+18,1.9267695539205654,2.5278129480743043,1.0072574031092683,1.15906390091223e-06,-1.7365005373565454,-1.7365005373565454,3.1408922146682503,6.2107662572964912,-50,-3.45848134946995e-07,-1.6275056475163018e-07,-1.8934118735817783e-07,7.327748141550552e-07,-4.2628908675717483e-07,-1.9247851007692134,-1.918332427968835,-1.9185082740582917,0.001984453151352034,0.00028391818997874907,-0.4021284384019097,0.9467301217395541,0.926593493027454,0.8317888892597693,-1.5810828263347503,0.9657010795576753,-0.006482212522773898,-0.041556323551592944,0.6915964527405677,0.6939000253667018
-40,1.256787166989902e-06,0.6804313707325491,2.1600374226219947,0.00137946420112904,-40,4.0833179921144538e+17,0.0007099683879798446,4.0833179921144538e+17,5.7514081771065783e+20,7.1413489872223877e+18,0.735619206312208,4.494131875031478,3.2757869554359402,1.1493091981801932e-06,5.5957141624798021,5.1275294398454037,3.0817579298783846,6.8773174899144793,-40,1.454826179619394e-06,1.256787166989902e-06,1.25945267487927e-06,2.406096365170095e-06,1.3505843484351863e-06,0.7326649113215353,0.6804313707325491,0.6806200287041975,-0.0006377525268579977,-0.002954294990672679,-0.7385056996371233,2.1600374226219947,2.1632915979294935,3.7556261753943545,1.5637545282952487,3.2771664196370693,0.00137946420112904,0.003545725587870363,1.2512417003436824,1.2484196384758661
-30,1.432224261014898e-06,1.2830835327768,2.1230108487333093,0.001675578884692192,-30,3.5272197728325376e+17,0.00064394958898836079,3.5272197728325376e+17,5.4774781025542223e+20,7.1754265273658235e+18,1.4826454028318494,6.946818296689216,3.357905431183781,1.2998950611055662e-06,2.7507381537778741,-3.423749603972996,4.2874222243327829,7.4295820275529687,-30,1.4306144179569831e-06,1.432224261014898e-06,1.381586529820384e-06,2.68148159092595e-06,1.6019510623958835e-06,1.4796887121028703,1.2830835327768,1.2830079277371453,-0.0013833242026657288,-0.0029566907289790834,-1.3425270481974252,2.1230108487333093,2.019602162942732,5.604291248491791,3.36031436198391,3.332793703626521,0.001675578884692192,-0.0002289008257895797,-0.02392335835345432,-0.025111727557259655
-20,-3.8136326603985233e-07,-0.8168943951859546,-0.2480154730708427,-0.0009031740832823348,-20,3.0468554138416966e+17,0.0005840697701177802,3.0468554138416966e+17,5.2165949510232061e+20,5.8999942993826253e+18,0.8165524898710453,0.8673973604544472,0.4704304580502585,1.600811809295927e-07,-0.7042377081455492,-0.94572336863306172,1.0094836391735198,1.9198545711020683,-20,-3.875545345591844e-07,-3.8136326603985233e-07,-3.807334037797189e-07,-2.9118966505534625e-07,-4.5127084598493895e-07,-0.8106783071834798,-0.8168943951859546,-0.8164772979985351,-0.00034190531490929345,-0.000672324792674317,0.2005202648959994,-0.2480154730708427,-0.2518512513385929,-0.3341717907733255,-0.6668770955584478,-0.4664653438339883,-0.0009031740832823348,0.003965114216270216,-0.2714880481622744,-0.2716485663669914
-10,4.0506558163942424e-08,0.07193497876141919,0.036228883870639605,9.777232741224476e-05,-10,2.6319108815912013e+17,0.00052975807764915367,2.6319108815912013e+17,4.9681373302895706e+20,1.3911935555406043e+19,0.09667610652297753,0.5185612328980724,0.28584100041348753,1.0197821880319654e-07,2.3161326433538934,-1.5508910026711928,0.45542759736222421,0.98778375686307129,-10,6.159723200618226e-08,4.0506558163942424e-08,4.296737048872593e-08,1.4248477696713897e-07,5.6955602752372757e-08,0.09594723013742623,0.07193497876141919,0.07187418058931883,-0.000675113093331517,-0.0007288763855513025,-0.18183970053340914,0.036228883870639605,0.03854707519182199,0.3367215323646633,0.15875543630681932,0.24604223792448465,9.777232741224476e-05,0.0029404050992895003,-0.039798762489002895,-0.039760149693620406
0,-6.84121197330504e-09,-0.025433569462620653,0.002722511171344616,-1.5297262372150101e-06,0,2.2734767890829069e+17,0.00048049674061702199,2.2734767890829069e+17,4.7315134461962407e+20,3.3644092367744911e+18,0.025053531435204945,0.02144628057580436,0.02339458876191003,1.3273637502211001e-08,6.8012648080871001,-0.76320852909504611,0.065541042701009619,0.17255819350883977,0,-1.9916896403628897e-08,-6.84121197330504e-09,-7.681919108766898e-09,-6.643258901417895e-09,-8.49924639776616e-09,-0.012614890844908189,-0.025433569462620653,-0.025562344284580263,-0.0005208268863469477,-0.0005088128493753175,-0.01101553648128048,0.002722511171344616,0.0014511221660934992,-0.014819506497364188,-0.018723769404459745,-0.022016268297996078,-1.5297262372150101e-06,-0.00039357743032026465,0.0013438802655033192,0.0013783204639139512
10,-1.3247402255944996e-07,-0.4241724709936534,0.0071339407440500005,4.7133277697825006e-06,10,1.963857100025295e+17,0.00043581613473100489,1.963857100025295e+17,4.5061596933244106e+20,3.5583829631128019e+19,0.5280126038204571,0.4314279730526458,0.4491262842272485,1.2604782977632368e-07,11.171985966352944,-0.75614313478054973,0.66393463946972009,1.4880577860075008,10,-2.556567163016324e-07,-1.3247402255944996e-07,-1.2960888652530873e-07,-1.5227321222933735e-07,-2.0410336739658053e-07,0.10354061837051631,-0.4241724709936534,-0.4244719854499408,-0.00046005764257398105,-0.0004130236161472567,-0.15185872545413304,0.0071339407440500005,0.013306327883778835,-0.30988478618598947,-0.41812164516886696,-0.4491215708994787,4.7133277697825006e-06,-6.416080091165011e-06,-0.006648317768768456,-0.006287498880169551
20,4.454882572312898e-08,0.14145472698692174,-0.0016001630235872935,-8.802443497067658e-06,20,1.6964038851656499e+17,0.0003952903052952464,1.6964038851656499e+17,4.2915393128566319e+20,3.6583444766582538e+18,0.33946416415483327,0.11071032798615299,0.21472252768920547,4.509960065434823e-08,17.424630052218514,-0.74299652622900259,0.335183724229422,0.88733732692675193,20,6.845787208504732e-08,4.454882572312898e-08,3.1988453858333555e-08,2.335827143069909e-08,4.829994119533983e-08,-0.19800943716791153,0.14145472698692174,0.14098276959353484,-0.00040602810086681285,-0.00048418010965178837,0.07170132823589626,-0.0016001630235872935,-0.015454049345562382,0.0442389172806088,0.09525627864059061,0.2027474769110995,-8.802443497067658e-06,-0.011975050778105956,0.004634080709854818,0.005565761522689172
30,9.838503612470463e-10,0.0011982859068666585,0.0010863838488974625,0.00016188822077995975,30,1.4653745828092106e+17,0.0003396855868026927,1.4653745828092106e+17,4.3139145131299825e+20,1.4933296681250125e+18,0.35049702235301083,0.06827081127326551,0.38271780701263935,4.9359122269538104e-08,6.88120458252678,-0.46611010375674472,0.50342143519709914,0.88167702429938333,30,4.697367019635624e-08,9.838503612470463e-10,-1.271173193488444e-09,2.191144074687397e-08,-2.3854520731818637e-09,-0.3492987364461442,0.0011982859068666585,0.001013166470499982,-0.00038895349700072415,-0.0003817710185103351,-0.04622067089863435,0.0010863838488974625,0.0025712578694410126,0.022050140374631155,-0.028429295984096825,0.37682613355718786,0.00016188822077995975,-0.005891673455451496,0.02380100703966972,0.02372032253663292
