"{'distance': [0.041, 0.096, 0.359, 0.373, 0.391, 0.433, 0.555, 0.758, 0.853], 'solute_3': [13.4, -7.06, 4.34, -3.61, 10.78, -18.48, 18.6, -12.27, 7.43], 'solute_2': [10.74, -15.67, 10.07, -18.82, 14.66, -6.3, 5.92, -12.62, 8.38], 'solute_1': [10.73, -17.03, 19.45, -12.06, 16.98, -14.02, 15.69, -12.29, 7.25]}","{'solute_3i': '205.0 nM', 'solute_1e': '27.0 M', 'solute_2i': '295.0 uM', 'solute_3e': '215.0 M', 'solute_1i': '127.0 nM', 'solute_2e': '198.0 mM'}"
voltage,current,solute_3,solute_2,solute_1
-150,-0.000000011694519851741238552916680722872228706241173940448965648213907243217500520703336,-0.014439963923530358152405524945729460539134905677712466208357866053672923191776611,-0.0089204712018340264130651044880807889146205499081511409364596977130211048586886962,-0.0057860527487321658521025792625934840676303082827042026787608759691705682347590616
-140,-0.0000000089391601119618110663379310860632268994373736460415201643665740357968621732027404,-0.011516318952578797059514193854832848960629159449424683210397008886324776678297485,-0.0074873388723244728964182738852934322013923623774188038772673786872226733840907918,-0.0034351153922522325782653280451684385127619287135465961620355046584157110868882623
-130,-0.0000000066491930387544004881597222166432653683141709932543329291412760723415337692434369,-0.0089103293692078712584071724132189841048562856791096196632255979294023164091359647,-0.0058650261013444097728444726405453945116286312001136489924815152221742394535827794,-0.0020299458272036523662171715950019305368959990711248607975104912765745807219608813
-120,-0.000000004797441987643234432986365497592459705251896105248677328699391269831327542440371,-0.0066997061388075607570077169321971654135949951449027354711197089990008829906389397,-0.0043164642474221706084952536686969330224691012662137156179057542513007791316733296,-0.0011992580596300392602109193779759419727625070857345169296376364084049661270518838
-110,-0.000000003381685216836155069765592231412528306855868345025243954815364276087024574156366,-0.0049492966491796938155946286822486614709186345455604668331696442952000325109779918,-0.0030241782959667135761494006303955357910491145186179663915234401405067832554974064,-0.00071267266208360112056977437269415302608299771904973510545901363516007564050718399
-100,-0.0000000023571504362550621490282198103851151149631467403762816517360609341678380962742891,-0.0036444386913650688764949184630416366106142718033931448947407042907018763894090986,-0.0020470636658540315855859120488016895071811148916364153234518707243523469679280821,-0.00042790986627600198623228112191699550757081741905082485726042419291779669111231235
-90,-0.0000000016454002521277175676040330076360380226613293727515434409478217803647040591659456,-0.00271076613130275321402994102647367974867076180169890379652015081760104756202888,-0.0013564489837121386419017367569296758229692862248173603906122686907073605276315653,-0.00026001124029600842051766379093256697405568402195747536224244878064068037305164038
-80,-0.0000000011631176500441563825652435665718706328680776084146205577428792230606949427078676,-0.0020566295394828145671902767688607332420716575421511721307546538077784497778039964,-0.00088926186985258895212163752809371580478848359993099241392599775924469569014693269,-0.00015978837066730831432119721370653291487922740690110320641251782302232004144897766
-70,-0.00000000084013066120611156389686206822707477412896033318745640903631483173064810548957982,-0.0016003801633273294637517649843552314236954566490647546445860329564043580256803337,-0.00058201865128457907170483631706946883631320684417571420077048270202784333531762765,-0.000099148341799139671824121716678605132535585438570917753115533628936506498364237124
-60,-0.00000000062425861981100451670398899314943220699221635275362535240291856967190647586100717,-0.0012794698255813880528793370650509325405144786989499778073768927255740559647480408,-0.00038393556273368527076499465948940263501622643696593190744144082156244091379533192,-0.000061999700884142037406445799902148467247995477196206759501089769731726810475017823
-50,-0.00000000047922521525600226554183704448228314381824392559239604578739126270469704482867425,-0.0010496568445628638683630060219624984007474808334636974037049111517694620672664785,-0.00025836360692517011420578686961108438762216252971288876595218708348898452271082619,-0.000039004604181905829337148285618395561228798752843283456672045940010275225670505207
-40,-0.00000000038043254634356842675615956584766350715463055982256287148430110690829797857416841,-0.00088096788788630353197373210322390409602700247674913919810500839495142517654794269,-0.00017961403711996683130420039326958854662131308753873089731219837242568284865575416,-0.000024652369589972388278943305839270892917738683366388089233764681601867366949086361
-30,-0.0000000003108698716898760407109529108195176145545184220042327683676736597701000214579252,-0.0007535444113526944282249582952325659705401584052458569607689897510244897556988416,-0.00012883741193218701722588347410778851777562675313380507408184972370529625901912823,-0.00001563666691190944094016879381273699001605469099143868577650719318025972224361185
-20,-0.00000000025878511117011677520755902082796925794366452190352440915203433808884770830632837,-0.00065435750409305799297742012947156249542626087408972336983276809670274334467181911,-0.000092279184402390346307268734159535586423637690583219875505309543859113240735669175,-0.0000099450495940744989497895105566983050800903552082039751712046082311607744280806031
-10,-0.00000000021766717690524744339640023349737061483126501921351422038949764350954155279624519,-0.00057487335655042111751174123308827076701781900157763583617407760904337086104925012,-0.00006332025081380705588137500706282417709521114659206039591991713807807013525987776,-0.0000063379960994108519474483079972719358559196464085634118809114903901209339434819178
0,-0.00000000018500512306301348904213495211485012451065026674311489720739600685623071199816398,-0.00050947899370751252036336256568100554790125963895295303033954446312459086914728969,-0.000041248585122938135276427642916392011834885149930135532345196624523656734924257771,-0.0000040449094237253804722659531215410196406516448411118617676773844926237055796018716
10,-0.00000000015927901435799359056247126495242935803075310202976066393392217965496908837624289,-0.00045444909399579576440323083932885257790125087707095311961289533761858534887184227,-0.000025867387215149480622995585933925040852659180946752322741894464008699614534483131,-0.0000025835587726587485580808961939805440687245203908360069307214179744341112455568937
20,-0.00000000013887551713035148942798130420234695876178263341470576911671128477024553531139805,-0.00040727747926071910960019975933864492604635647661657892337156528987979709991121628,-0.000015793768174813708094535593595219497561151035487590550016714523477653535350875305,-0.0000016507028514390868887943723203555325119664129763487378479950405042206235431858806
30,-0.00000000012237376679946387302801893464722525479062889699820908350935066382714829388735884,-0.00036624758012345719545501167987400427839931714279176306081475367295808745208642683,-0.000009407189794687212935038974250492939337999103906626354013220450716914649667132227,-0.0000010548204589711173021283874567799056227473996749266866611069763879828048285723986
40,-0.00000000010871608839075766526621365203881282294067867902738272213879811035082206011863415,-0.00033015729545909243968045300026888747648203311496436736466248290493405994379922895,-0.0000054298755417405738006016233542096023462162202515797884450634015399307359048710667,-0.00000067435027112761788780230639208424728469122928667056229872007014823574209247224195
50,-0.000000000097159974826908417764754586240539074960322829617857943837702089415705797590569595,-0.00029814297343727240189926184646420714282677777002838175939210256185457539241758154,-0.000002970280211707167437265631446201642944960587128965478844737121933134275425035009,-0.00000043164683283370858556754223343975123649478549160910009530573891783664570295931418
60,-0.000000000087187518309739634463007025909573208765128954698097783310817458305534868271900452,-0.00026956654244262066229990957748245130287871298526619125695794777523531462903651016,-0.0000014260110530691644697927076242033956560868516606672181756268542348776374164246796,-0.00000027685642742184390189255985506138960333473628519483609734834065350312212745391573
70,-0.000000000078434008602239908261219497123459929058078638098907524961899903352853231986844861,-0.00024394242795393317933154949447539038655564821940644191652476656727395819775030911,-0.00000039389944700448880862556287446496674329268973085352049917631252961518861464081816,-0.00000017799960792626764632196712473240169643126962817689433455653055079547498090794505
80,-0.000000000070625443049676155959392460059208438665096025573821232638519236280618099502677855,-0.00022088969587265541258835764621985459881792051886367828371077520684505316208964894,0.00000042185044405407190265535942909597855215957267401861338183434990907014098608702147,-0.00000011470207134779920929014287523731229432532872215678303922347367269062275688576671
90,-0.000000000063478073432953219351847345599827010438078939582993391197943090465370892131460695,-0.00020010062270050999278485269189153788690079385943024835306140523400484497901832361,0.0000013935908204909422580747088736833601132569662976368755509149135730066090854772831,-0.000000074060898954989088373240389371868103632620623496575248197582014421259782859298861
100,-0.00000000005637707532877549150584083342517766006992565282001122851990711926198639786990629,-0.00018131997244067156774532677885026959907823210942876497999043791467274502577306154,0.0000036222845506692595609174287132581338294045273509185389788161800214378830995685819,-0.000000047911181514711379696584799767903797369912465451388795740102911036962231707027517
"{'distance': [0.041, 0.096, 0.359, 0.373, 0.391, 0.433, 0.555, 0.758, 0.853], 'solute_3': [13.4, -7.06, 4.34, -3.61, 10.78, -18.48, 18.6, -12.27, 7.43], 'solute_2': [10.74, -15.67, 10.07, -18.82, 14.66, -6.3, 5.92, -12.62, 8.38], 'solute_1': [10.73, -17.03, 19.45, -12.06, 16.98, -14.02, 15.69, -12.29, 7.25]}","{'solute_3i': '205.0 nM', 'solute_1e': '27.0 M', 'solute_2i': '295.0 uM', 'solute_3e': '215.0 M', 'solute_1i': '127.0 nM', 'solute_2e': '198.0 mM'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,2043623653198533931.248018213588090265042054501604985875202768975806077778019406,0.0020772920907606408439882355822250704465627515945190812974838219141976377486567842,2043623653198533931.2459409214973296241980662660227608047562062242115586967219222,983792150506008733503.6867373459858346877296292564608849147197210620993383949294,4087247306397067862.496036427176180530084109003209971750405537951612155556038812,1.8142700972382001248174921999273651911508535140600906753381827055690111998987317e-75,1.8783666607330417060215315301590869067177300792648912012426555047616687171878279e-76,2.4559104328549826903442438109838636280361126036365675188661156743291932940243152e-77,6.6083112111858017799321228539502665783917785140994726393582662880835031188669073e-82,820575.55709415423454281390558219055558431573962188097793963285701125448651156153,6.1951637882877940446662087427314649880293241307885069380449300116022975376301024e-76,7.8217754654093684389282710167777928300740721872743594834440253151926624076344597e-76,1.3778636237870600404920771448622603516752655060637851225467932410829275548456188e-75
-140,1765306870209556052.340061407148268072349784397620393698177621522332690995280488,0.0018841280973936306124143298270796040902541856578920106946679959743933670523910054,1765306870209556052.33817727905087444173737006779331409408736733667479898458582,936935695960140166916.91270964954363256429980148542019064456475720789507932763528,3530613740419112104.6801228142965361446995687952407873963552430446653819905609759,1.7582699417637595854497525745670188501818981991969491632321696283796367374251004e-75,9.1185795329766733681325426113865156409088081972934642905152619061975404859172033e-77,3.0361530076503906886123893267657654742204688781221301744223957512311455557992908e-77,5.5501825845728417067539035014553561495467377327422596826305269573466624540831749e-82,1303366.8272404383473502278349134447616059218680433981512778189206835963683611486,-7.8082987009283103241135397566572566023397312648988793588165375101732847333528677e-76,7.7130594593911838692617801441271817355945589220600435284438166552248445982579618e-76,9.6033047802303350314561829682330157310975649761314305865941564697810028913250786e-76
-130,1524893463672791578.3705660789555213279759453437708318149552436876959206040989031,0.0017089261077811462794104905211078426574356253139726141895466811798580645442856409,1524893463672791578.3688571528477401816965348532497239722978080623819479899093564,892310941198445982062.65627390406353949790789023055792655683783630990148252518936,3049786927345583156.7411321579110426559518906875416636299104873753918412081978062,5.9022814468723594986624848512326480818845914990694210590771373403933469604738212e-76,4.9030497570211975853658296083570706002578105194030044394505666498214966119985435e-76,6.8603419004309775073218497817227469130291371883021702685303230871910155899387529e-77,3.6652297194254519419811107430023915139704640340457850340393760554178127750908498e-82,2169772.5799789532893414843402453955544849167488398018123268720705457045859163519,1.0688028883533180686850511112202958314892341035811620354284889553343440284233158e-76,2.3767681466638569138178943873260279806944769530488985657815511095676487559431903e-76,5.4095986459130657124477373511971262244883233959432543483598435253853723499765567e-76
-120,1317221452751304536.8232917201772786974362628296094349328359902206773776651382847,0.0015500158645773249378972970085734665268264495364801559017526109064897961438054464,1317221452751304536.8217417043127013724983655326008614663091637711408975092365321,849811594096489267310.5783650045236551470590787844798843309433714113439131854913,2634442905502609073.6465834403545573948725256592188698656719804413547553302765695,6.7362114729736668078013544529843116654704802842602994803184887067315016064666931e-76,1.5839856664789011235971204265655446915702491357510465983825621701883598267477701e-76,3.5624195289764584079718701434051648230853501503299660713222776814445441188045012e-77,2.1235586853914744833952015333000866850695966040522006947782568915990489924517595e-82,3737875.4325337110329343656924996479385233050205302395119017455758749485977126572,-3.5837772086953443120758312884785944730681134919666708325483285338809923367714053e-79,1.5491763195138432889504027078715584461677654218597922776472147758809290914488225e-76,3.0780005224065336455497927015012198503651769356177203528422793198636573964536719e-76
-110,1137831855894323947.1828289413014854105342009323546100240733639907349148516897463,0.0014058824249345918396582937735576079795559203979407564779157392407360749433223907,1137831855894323947.1814230588765508186945426385810524160938080703369740952118305,809336425090640957294.51977129514022668802586875958785554245647024132940867183267,2275663711788647894.3656578826029708210684018647092200481467279814698297033794925,1.1496899388969479407545580917353031929048175485155799593812805244661937837959981e-76,2.5196896185390880307573063659803777731479406505899074428655554683670285126100891e-76,8.3932763144824133702973607166591383331783628541865109710699118100701001586984838e-77,1.3198003526858404121648163462159066329646521781216930166370749659814482484898442e-82,6433033.4034854547192606406560292853769197219623711543213995105740137540799709684,-4.1926998638806564855839906088006894467930785280432445003023321282111976677114806e-77,1.4113794798520765757160251524690472295196791718971381075186116364666188409912007e-76,3.2519876864549932049773381756578402340659270827574803913715529778512751634476851e-76
-100,982872950847503840.84946773908747329739333927122881582294981978215501200495900265,0.0012751517180625393730887760405393488488034927715788515229378551988652449931657811,982872950847503840.84819258736941075802025049518827647410101628938343315343606479,770789026062621968232.1779255393564291710173826084317372875003885288557553201819,1965745901695007681.6989354781749465947866785424576316458996395643100240099180053,7.4405989707485574475594287767939692554896290639846336807844845210171273754121286e-76,7.0048425722250168168310553328949834303624651629591959052097604602383184188744163e-76,1.1048838062881770821770131396620492439742891369244195326447061707395951385114209e-77,5.7038345394898154259025562795464830646379121997662536543179550240318990987707061e-82,10456056.839484474923483521085190222651999788865631953726612762206763160163362065,3.6755996807150759168075025145198259100216216950897863960247862692199760940955468e-76,4.3345774674706185099888784902071644599973693759597686994542904565242310109252352e-76,7.8115184765454804950497172970809627907023003567443934760676923599018991700354666e-76
-90,849017573290464693.50983536841537357458836404334583944515224191267601288508501122,0.0011565774457657763846228727153058766724108363523692151455835485597842323718583029,849017573290464693.50867879096960779820374117063053356847983107632364366993942767,734077580709111457488.00846164329587546806703569513644306345902533000670811290923,1698035146580929387.0196707368307471491767280866916788903044838253520257701700224,7.9290822546460869716828443040336168562308778345980608466248877485485383492785033e-76,3.3621599368468513888021446307272395420148917239104939019010004950195898098532396e-76,4.3180842775472223126931759314001997855580001822181406925118517350842959015812135e-77,4.1192755245782461583400252562888457577038329498615106738960109784899736710484759e-82,15341360.189722027173940861680328586448438870273550580934065169570711179542095248,1.822949826484639683690795410859038377542697465975895196595419191295929633088734e-76,1.8875215491337993468801541099781338949050945352382542078488358866957666429809797e-76,3.0476858831805908140442553644438376398765597497432091054833703092868232040725651e-76
-80,733391678398473099.85787772296824935161521888120954732673549194496521208533684354,0.0010490292010793352401192554331386642712592547296803125428881946869517139432727753,733391678398473099.85682869376717001637509962577640866246423269023553177279395534,699114645849604592235.28432440059641566778946461286663568869893358020224969627111,1466783356796946199.7157554459364987032304377624190946534709838899304241706736871,5.2572676079137431657039416964797432389168652218505862931331794874651302601751275e-76,4.3808581246438741891864102764814262159275031382057471697346507149473968813913021e-77,1.402022020273088756473034978111457227450004082747828114554773737595422748936591e-76,1.6583744220751537821599996868109980611337529308506825038275595098267411171490641e-82,20445117.577911835487324864892510204500968644059660979729793399963273783425451036,-1.9038857392535205329995524032264988864398737443394168187239060473056774704203543e-76,2.182935695760515400924014939716151172458541208414511708206671157109854410901165e-76,3.816725157950328941781187135992684266974273751130610640399566819044547346991669e-76
-70,633512631454374279.67163555170743053538420333969783207999454494235654488266191079,0.00095148169173273663328549147476277063843090098125112519270484071289174975574351186,633512631454374279.67068407001569779875091784822306930935611404137529375746920595,665816943151779275132.85522239750621356082876348257316688818835533623363001549499,1267025262908748559.3432711034148610707684066793956641599890898847130897653238216,3.0658398370585278420121549112941418477461801293748798916834147319098500901226616e-76,5.7640521474407208781448263482723955926554984854238051880805177116081289725306258e-76,1.3844857714885781540072495330051890562445338084236913595366124625614023734444766e-76,2.5255385568876386365729043335080612995806088105884779475572265527264393407099125e-82,25697634.68115802215967895820548128699456706263057984092446979782777389263510482,-1.146789187244130917098608429406508426737227354453962624725704439983816370968436e-76,1.291043805534520608670533381504056686595011327542291295807507336028547449922327e-76,2.0298866155342813497939902552168847836878373780185094579467393288618367500775662e-76
