voltage,current,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.011898336598336537141161029884427141737946840730461692737220816432328093142148212,-33560.419232049627877818131322970308709170585378592907322181018461184860893115884,-7150.9259465276101377474120000515655914261287822163516659762671788629755589841313,0.00018803335260182960799001709007444092654478141080628434698327691557553327451588051,-150,50374429049.281482981432000467041662962792568095311314604860620604479257209987653,0.077442896949789401718388762195173235029623817147684570447093267350114077604944416,50374429049.204040084482211065323274200597394860281690787712936034032163942637539,650471909411.42176949244958010926866354345728228975646389181512400611828288764082,100748858098.56296596286400093408332592558513619062262920972124120895851441997531,0.0,8.6361685550944446253863518628003995711160003644362813850237034701685918031624271e-78,8.4162566587802272811571868036262114636747006153186083224497766338143632401052524e-83,0.0,1870942.8817775725463409743928318443929607092042564227325958821784536462263262657,2.4706904605348945577360286401909876844210087856767790543511311912437940076270167e-77,3.0374458163074312354520312112452698305946767511102531932176432160972598509508097e-77,3.8240584545378323701336191803363747777414017294279773668234164414837809066070045e-77,-150,-0.011898336598336537141161029884427141737946840730461692737220816432328093142148212,-0.011898336598336537141161029884427141737946840730461692737220816432328093142148212,-33560.419232049627877818131322970308709170585378592907322181018461184860893115884,-33560.419232049627877818131322970308709170585378592907322181018461184860893115884,-7150.9259465276101377474120000515655914261287822163516659762671788629755589841313,-7150.9259465276101377474120000515655914261287822163516659762671788629755589841313,0.00018803335260182960799001709007444092654478141080628434698327691557553327451588042,0.00018803335260182960799001709007444092654478141080628434698327691557553327451588051
-140,-0.0066289592138559437899605229960749990104227542398240106435599526814083565355623995,-18528.111121943508254871599258698605931790728009142946534508196549265902083927074,-4323.0492160350396943614715365481756408955527937078379137256194896677996077363133,0.000231034860421081517546353538412178696117445366976129751383145367678216969560434,-140,42073838438.32054916356406679650499799772570986016540120929091137236045096681365,0.063481987834872824749628426014130693720970500317745335235264016138468729788948978,42073838438.257067175729193971755369571711579166444430708973166037125186950675182,662768131139.20721109977188310541442535487436328840948467076489746025731498482722,84147676876.641098327128133593009995995451419720330802418581822744720901933627301,0.0,0.0,4.4011617389951647250088041083182940681601645419556025172443786066735660980366916e-83,0.0,1533519.5655244823678678297699850558562178552167737336070262378615978118944900784,-8.0666795884324666022902228878355322262052947974824885429770137020570998299587094e-78,9.0099457301682536236472052224550974493581005040552695760801240726633063448688021e-78,1.4698107942447958292246145192672162266838215385530821270904281493286145819629652e-77,-140,-0.0066289592138559437899605229960749990104227542398240106435599526814083565355623995,-0.0066289592138559437899605229960749990104227542398240106435599526814083565355623995,-18528.111121943508254871599258698605931790728009142946534508196549265902083927074,-18528.111121943508254871599258698605931790728009142946534508196549265902083927074,-4323.0492160350396943614715365481756408955527937078379137256194896677996077363133,-4323.0492160350396943614715365481756408955527937078379137256194896677996077363133,0.00023103486042108151754635353841217869611744536697612975138314536767821696956043404,0.000231034860421081517546353538412178696117445366976129751383145367678216969560434
-130,-0.00368820798661499108292945260233341657999656858557836733145003918849832521537071,-10209.106785157158724213083836680412240709068030875280302514720289469918524874254,-2604.3087604638722201777436246384256994979364928533940227713002064513217661298306,0.00028331983369407516901163158997798523260161686860770820449043420286097828033731765,-130,35211832610.413241966455381394415018282481799083425645456933328702080241008923939,0.052068833792147295647792721188100869430533445807285593792532619906407591856109811,35211832610.361173132663234098767225561293698213995112011126043108287708389017532,676255449679.83661810685924827111573823807786443200563813621422079425937991833743,70423665220.826483932910762788830036564963598166851290913866657404160482017847879,0.0,4.3180842775472223126931759314001997855580001822181406925118517350842959015812135e-78,9.7803594199892549444640091295962090403559212043457833716541746814968135511926481e-84,0.0,1257762.4476983326460319096917885910065882243377250974958699144831528218688151216,-1.1576526288138473716036513010460682934384012589808572413825584251559498687558738e-77,8.4913614991359937283061988039835737550832642707316148460219650946563448418353686e-78,1.2045763075431848306256631388481737081613007248024031526869196392635784264000117e-77,-130,-0.00368820798661499108292945260233341657999656858557836733145003918849832521537071,-0.00368820798661499108292945260233341657999656858557836733145003918849832521537071,-10209.106785157158724213083836680412240709068030875280302514720289469918524874254,-10209.106785157158724213083836680412240709068030875280302514720289469918524874254,-2604.3087604638722201777436246384256994979364928533940227713002064513217661298306,-2604.3087604638722201777436246384256994979364928533940227713002064513217661298306,0.00028331983369407516901163158997798523260161686860770820449043420286097828033731764,0.00028331983369407516901163158997798523260161686860770820449043420286097828033731765
-120,-0.0020505225576490877880089028519551993726799199060181756746429355905355369855116682,-5617.7901287745954438626725978701330240513038889405238481323517282950135553571992,-1564.1867138741128309064308544480960119508810416891670794098121142183431285414782,0.00034698166468191031972499259312165274892949857880217169279813495747638526912536636,-120,29536804498.828214003663542260286868057057058897699656320267532569342075946058402,0.042745384875576366372724975865875625966635314844730200057574192105627915709456151,29536804498.785468618787965893914143081191183271733021005422802369284501753952774,690994000517.34703904711628474924131561403896704542116183177203139936253142539078,59073608997.656428007327084520573736114114117795399312640535065138684151892116803,8.6361685550944446253863518628003995711160003644362813850237034701685918031624271e-78,0.0,5.9196912278882332558597949994924423138996365184198162512643688861691239915113396e-83,4.1180460715744231345111617387773511748867036649876982617491261816828688636600623e-84,1032528.1753556601415136258601108743760982120932226177530376199388339642381436519,-6.1931552248287222921359268337081257903569566836729055889586467966715020019887656e-81,8.127437982320819188361075535539711721652952166386943787572161883600383205529134e-78,1.2397982177110510883238380400897607566478380611080840076231695794702997206799378e-77,-120,-0.0020505225576490877880089028519551993726799199060181756746429355905355369855116682,-0.0020505225576490877880089028519551993726799199060181756746429355905355369855116682,-5617.7901287745954438626725978701330240513038889405238481323517282950135553571991,-5617.7901287745954438626725978701330240513038889405238481323517282950135553571992,-1564.1867138741128309064308544480960119508810416891670794098121142183431285414782,-1564.1867138741128309064308544480960119508810416891670794098121142183431285414782,0.00034698166468191031972499259312165274892949857880217169279813495747638526912536642,0.00034698166468191031972499259312165274892949857880217169279813495747638526912536636
-110,-0.0011396448678014863717972554196706345795884101928496296051794545862625077093601277,-3088.440568277512139754834184810888701163389437982967503908261704781195977576791,-937.00777626974619913175355960100411044621970037523599933214501953953554084995216,0.00042457253995407091349693994090192606138702207262987943869575607325067929240087216,-110,24842520767.115461003102948881574888602981078417390344755336212681778289095308276,0.035137458343288518870578554270552883872078395760387528648166550342403410692338164,24842520767.080323544759660362704310048710525533518266359575825153130122544965872,707009611350.00655697676859100801352868259772142195834119552077113925275808427287,49685041534.230922006205897763149777205962156834780689510672425363556578190616552,0.0,0.0,9.7803594199892549444640091295962090403559212043457833716541746814968135511926481e-84,0.0,848749.23450130426818159418244816055170875171865655216164871074863729028020490678,1.515694471550669013924325863264608713040010911409848765497917365439855593441322e-78,1.2726256132409336129032673356005950616513818245126925303580769695106798436285739e-78,1.5102978564252035257843482352662620448495879256111647749805786699743906471592061e-78,-110,-0.0011396448678014863717972554196706345795884101928496296051794545862625077093601277,-0.0011396448678014863717972554196706345795884101928496296051794545862625077093601277,-3088.440568277512139754834184810888701163389437982967503908261704781195977576791,-3088.440568277512139754834184810888701163389437982967503908261704781195977576791,-937.00777626974619913175355960100411044621970037523599933214501953953554084995216,-937.00777626974619913175355960100411044621970037523599933214501953953554084995216,0.00042457253995407091349693994090192606138702207262987943869575607325067929240087215,0.00042457253995407091349693994090192606138702207262987943869575607325067929240087216
-100,-0.00063334764209837265336439838821706437161670049973224134905405736298049006194940174,-1696.7204811818588539834286371239346848448941857048480072228246846374084712575912,-560.04098802095555420664561231595803175370303378483124055631390761252492745085516,0.00051920490627723748910690574946116856425002275508291510742605302482139223212462896,-100,20960060375.299339505515812711818245135376704187251584080989928301464677184887805,0.028939721390301111934974858855221443203641382179918159055469092735328554183885059,20960060375.270399784125511599883270276521482744047942698810010142409208092152477,724266142462.72307758115861323793102034819199814646808633800217596464230379848881,41920120750.598679011031625423636490270753408374503168161979856602929354369775611,2.1590421387736111563465879657000998927790000911090703462559258675421479507906068e-78,1.0795210693868055781732939828500499463895000455545351731279629337710739753953034e-78,1.0295115178936057836277904346943377937216759162469245654372815454207172159150156e-84,1.0295115178936057836277904346943377937216759162469245654372815454207172159150156e-84,699039.59597139893669037618496967067367902513265628712494852525651525672031442473,-8.2953649819021732550074639770941854803246906687584178966975970517414037451299118e-79,1.3622516635481609867402350565242493172324907215984727532723460596975140920184373e-78,1.7961030596744181040744857130172303025676586301427146891129434072204825186225727e-78,-100,-0.00063334764209837265336439838821706437161670049973224134905405736298049006194940173,-0.00063334764209837265336439838821706437161670049973224134905405736298049006194940174,-1696.7204811818588539834286371239346848448941857048480072228246846374084712575912,-1696.7204811818588539834286371239346848448941857048480072228246846374084712575912,-560.04098802095555420664561231595803175370303378483124055631390761252492745085516,-560.04098802095555420664561231595803175370303378483124055631390761252492745085516,0.00051920490627723748910690574946116856425002275508291510742605302482139223212462896,0.00051920490627723748910690574946116856425002275508291510742605302482139223212462896
-90,-0.00035200100357607687149171327769633375038978849707598799431052187041313079336224904,-931.55660198543950512637563259821758233502120336178066757672354116162497870778237,-334.14776310911452601676069507215927299654906267129935405285040187827879337914947,0.00063467583668922846794534438330690350781827540883712089002195604403334286617079751,-90,17751230118.274525210298128118366422929823107568842020206188417274393086382416127,0.023903437070960340696060312114898371826686123127067523961448494826865710146228104,17751230118.250621773227167777670362617708209197015334083061349750431637887589261,742622496738.76521745205136166254706790535761500753091858990689916039818990234355,35502460236.549050420596256236732845859646215137684040412376834548786172764832254,1.0795210693868055781732939828500499463895000455545351731279629337710739753953034e-78,0.0,1.4413161250510480970789066085720729112103462827456943916121941635890041022810218e-83,5.1475575894680289181389521734716889686083795812346228271864077271035860795750779e-85,577387.08150693383011021461694322361801007316005889416076496590166542595285022389,5.4305407072808417068919524649941649658908987924283102911438601020953103966101582e-79,5.1785458797744030599172608312270260343642577682706774681775344058522782631920493e-79,8.4542580719376054717015495438944016369070476449805119590900678398753526713504097e-79,-90,-0.00035200100357607687149171327769633375038978849707598799431052187041313079336224904,-0.00035200100357607687149171327769633375038978849707598799431052187041313079336224904,-931.55660198543950512637563259821758233502120336178066757672354116162497870778237,-931.55660198543950512637563259821758233502120336178066757672354116162497870778237,-334.14776310911452601676069507215927299654906267129935405285040187827879337914947,-334.14776310911452601676069507215927299654906267129935405285040187827879337914947,0.00063467583668922846794534438330690350781827540883712089002195604403334286617079753,0.00063467583668922846794534438330690350781827540883712089002195604403334286617079751
-80,-0.00019565201607100148855394924403166558146727560982291366140633863004440150362049274,-511.0605459628025772365204046016080718417833078589948329730367912579090098280319,-199.17893665969584994357933548147200008403174948896514962700223176146053903710921,0.00077561911274177743477564754791775226845884297511868537881938511179395774360928163,-80,15103194829.794425612158608172512278754085303629806173867580816337039289080352838,0.019826481611937407640779947708894095838033806409856151450356528651486701170445297,15103194829.774599130546670764871498806376409533968140061170960185588932551701351,761768786081.58499915994323071520718166644943008959066682215146825961173747045635,30206389659.588851224317216345024557508170607259612347735161632674078578160705675,0.0,0.0,0.0,0.0,478907.94827592854499967304321637243892143050057750421064165884249871567088227748,2.5538468083028955675948272965511404206566170688313232996784846945314820665391643e-79,2.5637955739260745634845100382306040764492885516609089849780715593352239596809362e-79,2.6127840446564379417594342372592688357793456847990110924787705739018278983853811e-79,-80,-0.00019565201607100148855394924403166558146727560982291366140633863004440150362049274,-0.00019565201607100148855394924403166558146727560982291366140633863004440150362049274,-511.0605459628025772365204046016080718417833078589948329730367912579090098280319,-511.0605459628025772365204046016080718417833078589948329730367912579090098280319,-199.17893665969584994357933548147200008403174948896514962700223176146053903710921,-199.17893665969584994357933548147200008403174948896514962700223176146053903710921,0.00077561911274177743477564754791775226845884297511868537881938511179395774360928163,0.00077561911274177743477564754791775226845884297511868537881938511179395774360928163
-70,-0.00010873971628216839935686455547967456771999436018210781996151922399579361038490203,-280.00662069357579694235811907392396413008007422990474307443481346715699763892158,-118.76341231055213655875561576879751335448031727156793462722654251987394376511372,0.00094769102288628139066845909793898786719327546728312611367903541832792677605355946,-70,12924108508.579399331908817133162607131361070477691993394760760476707628863269725,0.016545232475500172065828000270652638348697411532662685580169876272873406747853404,12924108508.562854099433316961096779131090417839343295983228097791127458986996852,781137921616.82490737907502686689272489425050868372568051322262096086750340478674,25848217017.15879866381763426632521426272214095538398678952152095341525772653945,0.0,1.3494013367335069727166174785625624329868750569431689664099536672138424692441292e-79,1.7501695804191298321672437389803742493268490576197717612433786272152192670555265e-83,0.0,399649.36804603524647695353700518369942076164242920253062338857500517808779282631,-3.1231254972373438217096502953197214470729549834792227073826838978873218582515313e-79,4.343238216057165638072576258987974968679781981327861184884425194795553987565128e-79,5.99840330408043541257543762936939268968428903170289590439374482434901021704083e-79,-70,-0.00010873971628216839935686455547967456771999436018210781996151922399579361038490203,-0.00010873971628216839935686455547967456771999436018210781996151922399579361038490203,-280.00662069357579694235811907392396413008007422990474307443481346715699763892158,-280.00662069357579694235811907392396413008007422990474307443481346715699763892158,-118.76341231055213655875561576879751335448031727156793462722654251987394376511372,-118.76341231055213655875561576879751335448031727156793462722654251987394376511372,0.00094769102288628139066845909793898786719327546728312611367903541832792677605355944,0.00094769102288628139066845909793898786719327546728312611367903541832792677605355946
-60,-0.000060393964450584901269340736792419090236779476859996992602472036386667665851381049,-153.00953211864459346305559330510196208092280360322580339039122926129668896988637,-70.97429037464282009498930150687185455664017435632104659409260287675042383239466,0.0011577972740424568502023324347207916877939573155943953885605179059572033835405539,-60,11139572625.600870115599618407871648037024664847035351990082844244395762406083214,0.013928001612556252121276688491849056188710323507893837418582984460923964809622247,11139572625.58694211398706215575037134853281579084664166657495040697717942162229,799796908090.41969752493059885626257557060559018450174069081070103253443734552682,22279145251.201740231199236815743296074049329694070703980165688488791524812166427,2.6988026734670139454332349571251248659737501138863379328199073344276849384882585e-79,0.0,2.0590230357872115672555808693886755874433518324938491308745630908414344318300312e-84,1.2868893973670072295347380433679222421520948953086557067966019317758965198937695e-85,336430.226861445764645017622115573013009231871311358216496777384816921751941896,1.027205412093524106672464184120622477063739362194531454410702034758974809351366e-79,1.8395095477899005590276850274253883485586069854926491606175933344269306604224575e-79,2.4034112895844894063130553434002449039757886393028670248724888332174011651423958e-79,-60,-0.000060393964450584901269340736792419090236779476859996992602472036386667665851381049,-0.000060393964450584901269340736792419090236779476859996992602472036386667665851381049,-153.00953211864459346305559330510196208092280360322580339039122926129668896988637,-153.00953211864459346305559330510196208092280360322580339039122926129668896988637,-70.97429037464282009498930150687185455664017435632104659409260287675042383239466,-70.97429037464282009498930150687185455664017435632104659409260287675042383239466,0.0011577972740424568502023324347207916877939573155943953885605179059572033835405539,0.0011577972740424568502023324347207916877939573155943953885605179059572033835405539
