voltage,current,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.4124751644084569,-611209.9678630002,-129911.46692787997,-611209.9678630001,-150,92034289.377961874,437091.23965534702,91597198.138306528,210.56081895059779,5.2807561984103149e+17,4.656612873077393e-10,1.6007106751203537e-10,5.820766091346741e-10,3.3306690738754696e-16,-1.4019860101839867e-10,-584985.66204657219,1.6708742005759062e-09,2.7939677238464355e-09,-150,-0.4124751644084572,-0.4124751644084569,-611209.9678630007,-611209.9678630002,-129911.46692788013,-129911.46692787997,-611209.9678630007,-611209.9678630001
-140,-0.33888778448863394,-499804.8179189433,-116185.12588124188,-499804.81791894377,-140,76353821.703835368,399649.3087426264,75954172.395092741,191.05205497304419,2.8284791414771984e+17,1.1641532182693481e-10,1.6007106751203537e-10,3.4924596548080444e-10,5.551115123125783e-17,-3.6562636812708139e-10,-528662.68646707549,3.6928620947436197e-10,6.1118043959140778e-10,-140,-0.3388877844886339,-0.33888778448863394,-499804.8179189434,-499804.8179189433,-116185.12588124172,-116185.12588124188,-499804.8179189434,-499804.81791894377
-130,-0.2783404456943216,-408458.5902517192,-103621.60462559233,-408458.5902517193,-130,63472513.236923993,366207.20243857335,63106306.034485422,173.32404391355658,1.0687821627773083e+18,1.7462298274040222e-10,0.0,2.9103830456733704e-10,2.220446049250313e-16,2.1434513787553513e-10,-478128.31750085839,6.5354140163648464e-10,1.0622898116707802e-09,-130,-0.27834044569432137,-0.2783404456943216,-408458.590251719,-408458.5902517192,-103621.60462559233,-103621.60462559233,-408458.590251719,-408458.5902517193
-120,-0.22846380294371876,-333505.2400066817,-92095.16321745989,-333505.2400066819,-120,52895582.386853844,336430.22090301686,52559152.165950827,157.22601330188502,4.0016194334622451e+17,2.3283064365386963e-10,1.4551915228366852e-11,4.0745362639427185e-10,2.220446049250313e-16,1.7443551117297698e-10,-432854.27948993479,8.41624204821492e-10,1.3533281162381172e-09,-120,-0.22846380294371854,-0.22846380294371876,-333505.2400066815,-333505.2400066817,-92095.16321745988,-92095.16321745989,-333505.2400066815,-333505.2400066819
-110,-0.18731175865224708,-271936.6260594349,-81490.44115706126,-271936.6260594349,-110,44218298.330516912,310020.34609636012,43908277.984420553,142.63031084022157,7.3756511093647987e+17,2.3283064365386963e-10,1.1641532182693481e-10,2.3283064365386963e-10,1.6653345369377348e-16,-1.9315444143714631e-10,-392365.7495076895,5.8207660913467407e-10,1.0477378964424133e-09,-110,-0.18731175865224692,-0.18731175865224708,-271936.62605943467,-271936.6260594349,-81490.44115706114,-81490.44115706126,-271936.62605943467,-271936.6260594349
-100,-0.1532839157391619,-221281.78375020958,-71701.30282164545,-221281.78375020952,-100,37109935.49324318,286713.25911487255,36823222.234128311,129.43222649628132,1.1691624639392937e+18,1.7462298274040222e-10,1.1641532182693481e-10,2.3283064365386963e-10,1.3877787807814457e-16,2.158103615611676e-10,-356239.38816650811,6.0788002372153051e-10,1.0331859812140465e-09,-100,-0.15328391573916203,-0.1532839157391619,-221281.78375020975,-221281.78375020958,-71701.30282164557,-71701.30282164545,-221281.78375020975,-221281.78375020952
-90,-0.12506186028947278,-179507.75639592143,-62629.775224508965,-179507.7563959214,-90,31300675.759342808,266275.69479826093,31034400.064544547,117.5498792071774,3.8947192292814355e+17,5.820766091346741e-11,5.093170329928398e-11,2.9103830456733704e-11,2.7755575615628914e-17,-4.9624740001880287e-11,-324103.59734637657,1.1365409119617333e-10,1.8917489796876907e-10,-90,-0.12506186028947275,-0.12506186028947278,-179507.75639592137,-179507.75639592143,-62629.775224508914,-62629.775224508965,-179507.75639592137,-179507.7563959214
-80,-0.10155672179710212,-144938.0056002844,-54185.06746841369,-144938.0056002844,-80,26570934.507090572,248503.10713354201,26322431.399957031,106.92395283738539,3.2160280435185469e+18,5.820766091346741e-11,5.093170329928398e-11,5.820766091346741e-11,5.551115123125783e-17,1.3155867610365943e-10,-295641.61652075697,1.2347709524675985e-10,1.7462298274040222e-10,-80,-0.10155672179710207,-0.10155672179710212,-144938.00560028435,-144938.0056002844,-54185.06746841364,-54185.06746841369,-144938.00560028435,-144938.0056002844
-70,-0.08186591112987926,-116185.12588124172,-46282.6620797724,-116185.1258812418,-70,22742683.633582231,233217.62208979434,22509466.011492435,97.517003345595199,1.7163543807521313e+18,2.9103830456733704e-11,1.4551915228366852e-11,4.3655745685100555e-11,1.3877787807814457e-17,1.1644583210033749e-10,-270597.94821044122,5.2467676512081956e-11,1.0186340659856796e-10,-70,-0.08186591112987925,-0.08186591112987926,-116185.12588124175,-116185.12588124172,-46282.66207977239,-46282.6620797724,-116185.12588124175,-116185.1258812418
-60,-0.06523730434427266,-92095.16321745992,-38843.469129365425,-92095.16321745995,-60,19672424.690381758,220266.25739507109,19452158.432986688,89.312021382817434,6.7169595934468736e+17,5.820766091346741e-11,2.1827872842550278e-11,2.9103830456733704e-11,2.7755575615628914e-17,-4.3062845981232467e-11,-248787.98331224531,7.9704122254794655e-11,1.4551915228366852e-10,-60,-0.06523730434427269,-0.06523730434427266,-92095.16321745998,-92095.16321745992,-38843.46912936545,-38843.469129365425,-92095.16321745998,-92095.16321745995
-50,-0.05103943900284452,-71701.3028216455,-31793.03467374601,-71701.30282164543,-50,17245531.298489302,209519.39143840355,17036011.9070509,82.309953174712732,2.3411917177321146e+17,4.3655745685100555e-11,7.275957614183426e-12,1.1641532182693481e-10,4.163336342344337e-17,-9.8400262572617227e-11,-230109.19193966815,1.788169280545045e-10,2.7648638933897018e-10,-50,-0.051039439002844564,-0.05103943900284452,-71701.30282164554,-71701.3028216455,-31793.034673746002,-31793.03467374601,-71701.30282164554,-71701.30282164543
-40,-0.03873653068810242,-54185.06746841372,-25060.79559514938,-54185.06746841366,-40,15371734.799839003,200869.46597315092,15170865.333865851,76.525990276161011,7.7703824046887803e+18,7.275957614183426e-11,1.8189894035458565e-11,0.0,2.0816681711721685e-17,-2.4025607458054596e-11,-214549.63359480837,9.5423289520869735e-11,1.6007106751203537e-10,-40,-0.0387365306881024,-0.03873653068810242,-54185.06746841365,-54185.06746841372,-25060.79559514936,-25060.79559514938,-54185.06746841366,-54185.06746841366
-30,-0.027867310633908713,-38843.46912936543,-18579.373382093298,-38843.46912936543,-30,13981572.829493221,194229.90963791663,13787342.919855304,71.984653936964023,2.4429363761832326e+17,1.4551915228366852e-11,1.4551915228366852e-11,1.4551915228366852e-11,3.469446951953614e-18,-1.0345925505195197e-12,-202186.44011151604,1.6269535826721329e-11,2.1827872842550278e-11,-30,-0.02786731063390871,-0.027867310633908713,-38843.46912936542,-38843.46912936543,-18579.373382093312,-18579.373382093298,-38843.46912936542,-38843.46912936543
-20,-0.018026838562542363,-25060.79559514938,-12283.899782588276,-25060.79559514938,-20,13023658.991564168,189534.27152126568,12834124.720042901,68.714005583433064,7.0237191519457843e+17,1.8189894035458565e-11,1.0913936421275139e-11,1.8189894035458565e-11,1.3877787807814457e-17,-3.9802319426462951e-12,-193165.65161029674,5.0409313045933295e-11,8.7311491370201111e-11,-20,-0.01802683856254235,-0.018026838562542363,-25060.79559514936,-25060.79559514938,-12283.899782588265,-12283.899782588276,-25060.79559514936,-25060.79559514938
-10,-0.008850564067137728,-12283.899782588269,-6111.367580868686,-12283.899782588276,-10,12462664.63629506,186735.5560986682,12275929.080196392,66.739644536201666,1.4538663405365932e+18,0.0,1.0913936421275139e-11,1.0913936421275139e-11,5.204170427930421e-18,-6.1051928269828526e-11,-187659.09316413751,2.1827872842550278e-11,3.637978807091713e-11,-10,-0.008850564067137722,-0.008850564067137728,-12283.899782588269,-12283.899782588269,-6111.367580868675,-6111.367580868686,-12283.899782588265,-12283.899782588276
0,6.993650458753109e-18,7.275957614183426e-12,7.275957614183426e-12,1.0913936421275139e-11,0,12277932.181231933,185805.75288549409,12092126.428346438,66.079397384420133,3.3772510508889997e+17,1.4551915228366852e-11,1.4551915228366852e-11,2.1827872842550278e-11,1.3987300917506218e-17,7.8426154459521058e-12,-185805.75288549406,4.1797194328232062e-11,8.0035533756017685e-11,0,-6.993650458753109e-18,6.993650458753109e-18,-7.275957614183426e-12,7.275957614183426e-12,-7.275957614183426e-12,7.275957614183426e-12,-1.0913936421275139e-11,1.0913936421275139e-11
10,0.008850564067137722,12283.899782588269,6111.367580868675,12283.899782588265,10,12462664.636295062,186735.5560986682,12275929.080196394,66.739644536201666,4.5245628812935744e+17,0.0,1.0913936421275139e-11,1.0913936421275139e-11,5.204170427930421e-18,-9.0012331355887598e-11,-187659.09316413751,2.1827872842550278e-11,3.637978807091713e-11,10,0.008850564067137728,0.008850564067137722,12283.899782588269,12283.899782588269,6111.367580868686,6111.367580868675,12283.899782588276,12283.899782588265
20,0.01802683856254235,25060.79559514936,12283.899782588265,25060.79559514936,20,13023658.991564166,189534.27152126568,12834124.720042899,68.71400558343305,4.5768468143341792e+17,1.8189894035458565e-11,1.0913936421275139e-11,1.8189894035458565e-11,1.3877787807814457e-17,3.8935598668798921e-11,-193165.65161029674,7.7001497587904762e-11,1.1641532182693481e-10,20,0.018026838562542363,0.01802683856254235,25060.79559514938,25060.79559514936,12283.899782588276,12283.899782588265,25060.79559514938,25060.79559514936
30,0.02786731063390871,38843.46912936542,18579.373382093312,38843.46912936542,30,13981572.829493221,194229.90963791663,13787342.919855304,71.984653936964023,2.4429363761832326e+17,1.4551915228366852e-11,1.4551915228366852e-11,1.4551915228366852e-11,3.469446951953614e-18,-1.0345925505195197e-12,-202186.44011151604,1.6269535826721329e-11,2.1827872842550278e-11,30,0.027867310633908713,0.02786731063390871,38843.46912936543,38843.46912936542,18579.373382093298,18579.373382093312,38843.46912936543,38843.46912936542
40,0.0387365306881024,54185.06746841366,25060.79559514936,54185.067468413676,40,15371734.799839005,200869.46597315092,15170865.333865855,76.525990276161025,2.6692991012343622e+17,5.820766091346741e-11,1.4551915228366852e-11,1.4551915228366852e-11,1.3877787807814457e-17,-8.116424207574153e-11,-214549.63359480837,6.1738547623379937e-11,8.7311491370201111e-11,40,0.038736530688102414,0.0387365306881024,54185.06746841372,54185.06746841366,25060.795595149375,25060.79559514936,54185.06746841366,54185.067468413676
50,0.051039439002844564,71701.30282164554,31793.034673746002,71701.30282164554,50,17245531.298489302,209519.39143840355,17036011.9070509,82.309953174712732,2.3411917177321146e+17,4.3655745685100555e-11,7.275957614183426e-12,1.1641532182693481e-10,4.163336342344337e-17,-9.8400262572617227e-11,-230109.19193966815,1.788169280545045e-10,2.7648638933897018e-10,50,0.05103943900284452,0.051039439002844564,71701.3028216455,71701.30282164554,31793.03467374601,31793.034673746002,71701.30282164543,71701.30282164554
60,0.06523730434427269,92095.16321745998,38843.46912936545,92095.16321745998,60,19672424.690381758,220266.25739507109,19452158.432986688,89.312021382817434,6.7169595934468736e+17,5.820766091346741e-11,2.1827872842550278e-11,2.9103830456733704e-11,2.7755575615628914e-17,-4.3062845981232467e-11,-248787.98331224531,7.9704122254794655e-11,1.4551915228366852e-10,60,0.06523730434427266,0.06523730434427269,92095.16321745992,92095.16321745998,38843.469129365425,38843.46912936545,92095.16321745995,92095.16321745998
70,0.08186591112987925,116185.12588124175,46282.66207977239,116185.12588124175,70,22742683.633582231,233217.62208979434,22509466.011492435,97.517003345595199,1.7163543807521313e+18,2.9103830456733704e-11,1.4551915228366852e-11,4.3655745685100555e-11,1.3877787807814457e-17,1.1644583210033749e-10,-270597.94821044122,5.2467676512081956e-11,1.0186340659856796e-10,70,0.08186591112987926,0.08186591112987925,116185.12588124172,116185.12588124175,46282.6620797724,46282.66207977239,116185.1258812418,116185.12588124175
80,0.10155672179710211,144938.0056002844,54185.067468413654,144938.0056002844,80,26570934.507090576,248503.10713354201,26322431.399957035,106.9239528373854,3.680191743739232e+17,0.0,3.637978807091713e-11,0.0,1.3877787807814457e-17,4.1059540082920182e-11,-295641.61652075703,3.2539071653442658e-11,4.3655745685100555e-11,80,0.10155672179710212,0.10155672179710211,144938.0056002844,144938.0056002844,54185.06746841369,54185.067468413654,144938.0056002844,144938.0056002844
90,0.12506186028947278,179507.75639592143,62629.77522450892,179507.75639592143,90,31300675.759342805,266275.69479826093,31034400.064544544,117.54987920717738,5.4880957446119635e+17,2.9103830456733704e-11,6.548361852765083e-11,0.0,0.0,-4.3392004794459608e-11,-324103.59734637663,1.0593954196200529e-10,1.8917489796876907e-10,90,0.12506186028947278,0.12506186028947278,179507.7563959214,179507.75639592143,62629.77522450899,62629.77522450892,179507.75639592143,179507.75639592143
100,0.15328391573916203,221281.78375020975,71701.30282164557,221281.78375020975,100,37109935.49324318,286713.25911487255,36823222.234128311,129.43222649628132,1.1691624639392937e+18,1.7462298274040222e-10,1.1641532182693481e-10,2.3283064365386963e-10,1.3877787807814457e-16,2.158103615611676e-10,-356239.38816650811,6.0788002372153051e-10,1.0331859812140465e-09,100,0.1532839157391619,0.15328391573916203,221281.78375020958,221281.78375020975,71701.30282164545,71701.30282164557,221281.78375020952,221281.78375020975
