voltage,current,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.41247516440845680173137909396447795884456421867566662888367718596089752731677283,-611209.96786300007310431877285283735027907212217508668190962792356197787498102403,-129911.4669278799983290315438571322963100420308181768569718980112748103258816859,-611209.96786300007310431877285283735027907212217508668190962792356197787498102403,-150,92034289.377961861159583909248495337437008130635697482180302692806576304915624355,437091.23965534698955174527213075313153411766885706490480639900045433784001549928,91597198.138306514170032163976364584305474012966840417275496293806121967075608855,210.56081895059777746485460827284850895055722236554652837208354548381435672524867,184068578.75592372231916781849699067487401626127139496436060538561315260983124871,1.1054295750520889120494530384384511451028480466478440172830340441815797508047907e-75,2.7635739376302222801236325960961278627571201166196100432075851104539493770119767e-76,0.0,5.2710989716152616121742870256350095038549806911842537750388815125540721454848798e-82,471609.45591392349657740051004202793165796676801495342667404912548903002060993506,-1.8537726365963498555085653054557045796989320440259365809159576368851279487067226e-75,9.4304264068437041048167658765142104411284125516102039497640176872325525990257582e-76,1.333561659011911869639437292633788576086860471618409538594509150840581794739518e-75,-150,-0.41247516440845680173137909396447795884456421867566662888367718596089752731677283,-0.41247516440845680173137909396447795884456421867566662888367718596089752731677283,-611209.96786300007310431877285283735027907212217508668190962792356197787498102403,-611209.96786300007310431877285283735027907212217508668190962792356197787498102403,-129911.4669278799983290315438571322963100420308181768569718980112748103258816859,-129911.4669278799983290315438571322963100420308181768569718980112748103258816859,-611209.96786300007310431877285283735027907212217508668190962792356197787498102403,-611209.96786300007310431877285283735027907212217508668190962792356197787498102403
-140,-0.33888778448863394772753060132092071682600162678349206775178598228550862123764629,-499804.81791894356305148710564000857257980007337166659192131617790364005031308362,-116185.12588124175812276537314014759360539329433882548519080074073684836789565008,-499804.81791894356305148710564000857257980007337166659192131617790364005031308362,-140,76353821.703835346674246337731396954771207087140303350642942723789090843352777082,399649.30874262632899964555543741409807738455375072510347316641938179619386243714,75954172.395092720345246692175959540673129702586552625539469557369709047158914645,191.05205497304416811795423043534413917036222761340417097612386380274077007786537,152707643.40767069334849267546279390954241417428060670128588544757818168670555416,5.5271478752604445602472651921922557255142402332392200864151702209078987540239533e-76,0.0,5.5271478752604445602472651921922557255142402332392200864151702209078987540239533e-76,5.2710989716152616121742870256350095038549806911842537750388815125540721454848798e-82,424623.54443213899307699251113500317984608312311431723877722390563123126848827783,9.2688631787993587361000530312906242575489129331353744948266571373366834652619493e-76,6.7937050196713035099711626832031469314242364420318690296035916033710968834384589e-76,1.1698128428142512802297294360766639708283895846721273774410879319142672629936799e-75,-140,-0.33888778448863394772753060132092071682600162678349206775178598228550862123764629,-0.33888778448863394772753060132092071682600162678349206775178598228550862123764629,-499804.81791894356305148710564000857257980007337166659192131617790364005031308362,-499804.81791894356305148710564000857257980007337166659192131617790364005031308362,-116185.12588124175812276537314014759360539329433882548519080074073684836789565008,-116185.12588124175812276537314014759360539329433882548519080074073684836789565008,-499804.81791894356305148710564000857257980007337166659192131617790364005031308362,-499804.81791894356305148710564000857257980007337166659192131617790364005031308362
-130,-0.27834044569432147803951554530936897315885905864174028900791000720975614252140959,-408458.59025171909791707603761241037459460875756133831351737673818487152980840405,-103621.60462559234807344813104861122071250475268979751937764237598065209900131619,-408458.59025171909791707603761241037459460875756133831351737673818487152980840405,-130,63472513.236923986133083960877629575439732862194540643322925907717304106918056753,366207.20243857326905541539895282444929174216444115083502963387947076774807787621,63106306.034485412864028545478676750990441120030099492487896273837833339169978876,173.32404391355660336797818323740222409527436948208513692608451787242417785246122,126945026.47384797226616792175525915087946572438908128664585181543460821383611351,0.0,1.3817869688151111400618162980480639313785600583098050216037925552269746885059883e-76,0.0,0.0,382335.4828603840126302796408890535038637392441385536449744348464839081156148604,-4.6344315871476229226577638639595205528805925428015211806231810817742883520231557e-76,4.8985400598127917225007665881105626775330453009212824985947523347122844485952338e-76,8.784815235000367456250690512000995207776375653341004148577078414887145518997685e-76,-130,-0.27834044569432147803951554530936897315885905864174028900791000720975614252140959,-0.27834044569432147803951554530936897315885905864174028900791000720975614252140959,-408458.59025171909791707603761241037459460875756133831351737673818487152980840405,-408458.59025171909791707603761241037459460875756133831351737673818487152980840405,-103621.60462559234807344813104861122071250475268979751937764237598065209900131619,-103621.60462559234807344813104861122071250475268979751937764237598065209900131619,-408458.59025171909791707603761241037459460875756133831351737673818487152980840405,-408458.59025171909791707603761241037459460875756133831351737673818487152980840405
-120,-0.22846380294371865781623763691186871938836397382421801475302642054268105242285652,-333505.2400066816278062143292998480043258865948892625778914857733341609042118392,-92095.16321745993922847253643471533460087430793961614177781843917627591445431446,-333505.2400066816278062143292998480043258865948892625778914857733341609042118392,-120,52895582.386853844349606360132488650846628120786836716623500713308221802556596863,336430.22090301683600728743082366357137988099047680579410208987312327354615572773,52559152.165950827513599072701664987275248239796359910829398623435098529010441136,157.22601330188503066014240104347930720334040675701209488221721823373217387517152,105791164.77370768869921272026497730169325624157367343324700142661644360511319373,0.0,1.3817869688151111400618162980480639313785600583098050216037925552269746885059883e-76,0.0,0.0,344306.00252133805443918452434510614406507564012603729399820550570261496080222142,4.6344315922951805121257927820984727263522815114099007618578039089606960791267418e-76,2.0289987327058692909331446433417740384336369068888089114784359421176921593781397e-76,3.0770483604142097083253758574734964010453203876194307742281261996712827287161084e-76,-120,-0.22846380294371865781623763691186871938836397382421801475302642054268105242285652,-0.22846380294371865781623763691186871938836397382421801475302642054268105242285652,-333505.2400066816278062143292998480043258865948892625778914857733341609042118392,-333505.2400066816278062143292998480043258865948892625778914857733341609042118392,-92095.16321745993922847253643471533460087430793961614177781843917627591445431446,-92095.16321745993922847253643471533460087430793961614177781843917627591445431446,-333505.2400066816278062143292998480043258865948892625778914857733341609042118392,-333505.2400066816278062143292998480043258865948892625778914857733341609042118392
-110,-0.18731175865224710712258959635348363330286721480925233426768308917799967827856686,-271936.6260594349398955458421269263238611386768965115590872591334003240312142048,-81490.441157061217878381977796451350757562554069760860645043870298674878263447534,-271936.6260594349398955458421269263238611386768965115590872591334003240312142048,-110,44218298.330516908221885961057636690450416488242581619072406521027205760570632883,310020.34609636011422818980436512286386615936375976221344402332267279195522637565,43908277.984420548107657771253271567586550328878821856858962497704532968615406507,142.63031084022154848159544384718159287109337917429218331288844752216482434552181,88436596.661033816443771922115273380900832976485163238144813042054411521141265766,5.5271478752604445602472651921922557255142402332392200864151702209078987540239533e-76,1.3817869688151111400618162980480639313785600583098050216037925552269746885059883e-76,5.5271478752604445602472651921922557255142402332392200864151702209078987540239533e-76,2.6355494858076308060871435128175047519274903455921268875194407562770360727424399e-82,310141.32711485063968932850586042576266339294590311356052299638862504951302022165,-3.2172234934175180738368451084198056053802372382716392669915048294397412997344237e-86,3.7865600419901360792081826586156224292290513586949074907851556748380751564832128e-76,6.2611306864487907709645014680931862470564959409071129635098233624232060250798047e-76,-110,-0.18731175865224710712258959635348363330286721480925233426768308917799967827856686,-0.18731175865224710712258959635348363330286721480925233426768308917799967827856686,-271936.6260594349398955458421269263238611386768965115590872591334003240312142048,-271936.6260594349398955458421269263238611386768965115590872591334003240312142048,-81490.441157061217878381977796451350757562554069760860645043870298674878263447534,-81490.441157061217878381977796451350757562554069760860645043870298674878263447534,-271936.6260594349398955458421269263238611386768965115590872591334003240312142048,-271936.6260594349398955458421269263238611386768965115590872591334003240312142048
-100,-0.15328391573916185224176688182648493937831686388698776610353825388165092419263886,-221281.78375020950745977606296478569681774461947729006778483835235175254276699257,-71701.302821645490689102411379415075025918156367711909345238727706931080582219799,-221281.78375020950745977606296478569681774461947729006778483835235175254276699257,-100,37109935.493243182070639973074151896081811503522008678895118637154423165189459692,286713.2591148724982327918860351315427858199867007267426544826098023888661861693,36823222.234128309572407181188116764539025683535307952152464154544620776323273523,129.43222649628135565638272040736393279837078532493798872004580619047687534923133,74219870.986486364141279946148303792163623007044017357790237274308846330378919385,2.7635739376302222801236325960961278627571201166196100432075851104539493770119767e-76,0.0,2.7635739376302222801236325960961278627571201166196100432075851104539493770119767e-76,2.6355494858076308060871435128175047519274903455921268875194407562770360727424399e-82,279493.0940639905535874836614570634212520660429611849585174608091750653276678858,4.6344315910082911147587855525637346829843592692578058665491482021640941473508453e-76,3.0665962397717031165551217012318960132408331794816076197571090513678232228092706e-76,4.4569404386614095769398131301717457088424232584804834508700629407420950914827746e-76,-100,-0.15328391573916185224176688182648493937831686388698776610353825388165092419263886,-0.15328391573916185224176688182648493937831686388698776610353825388165092419263886,-221281.78375020950745977606296478569681774461947729006778483835235175254276699257,-221281.78375020950745977606296478569681774461947729006778483835235175254276699257,-71701.302821645490689102411379415075025918156367711909345238727706931080582219799,-71701.302821645490689102411379415075025918156367711909345238727706931080582219799,-221281.78375020950745977606296478569681774461947729006778483835235175254276699257,-221281.78375020950745977606296478569681774461947729006778483835235175254276699257
-90,-0.12506186028947276977930673473704735026847868634667870790688881074298903974219344,-179507.75639592141880975817126271546059919723221619596145627260902985687572038072,-62629.775224508932125745531661826987148294751993080907827430138820392193508313217,-179507.75639592141880975817126271546059919723221619596145627260902985687572038073,-90,31300675.759342805453908404804410049800855924435177691385650781449288818323863794,266275.6947982608785463607657285339986322645940419046998047789686974649608163056,31034400.064544544575362044038681515802223659841135786685846002480591353363047489,117.54987920717741366573389404029488426087692398277753447513635272823337044871807,62601351.518685610907816809608820099601711848870355382771301562898577636647727589,5.5271478752604445602472651921922557255142402332392200864151702209078987540239533e-76,6.9089348440755557003090814902403196568928002915490251080189627761348734425299416e-77,0.0,0.0,252060.73946301503083173265632518084297380175070668009504505845160452824453172198,9.2688631816948598801758192977437848551267379779775880092711324776290378117577164e-76,4.7395785731769408972019789620520621294137235122103610327769201067059508124676727e-76,6.5967749217386031985111059058161859284254820814563478853223387588756878342822965e-76,-90,-0.12506186028947276977930673473704735026847868634667870790688881074298903974219344,-0.12506186028947276977930673473704735026847868634667870790688881074298903974219344,-179507.75639592141880975817126271546059919723221619596145627260902985687572038073,-179507.75639592141880975817126271546059919723221619596145627260902985687572038072,-62629.775224508932125745531661826987148294751993080907827430138820392193508313217,-62629.775224508932125745531661826987148294751993080907827430138820392193508313217,-179507.75639592141880975817126271546059919723221619596145627260902985687572038073,-179507.75639592141880975817126271546059919723221619596145627260902985687572038073
-80,-0.10155672179710213077767716179287021944002950549766558735220399793782583613137508,-144938.00560028443558558140154187541613533069276934933930503698725082566023976784,-54185.067468413667834179896272797832100142436660654915486016603117323144580076947,-144938.00560028443558558140154187541613533069276934933930503698725082566023976784,-80,26570934.507090571437109324193218928456911045391250680963822745111953045336392229,248503.10713354198894913833981435742386635027169084244072333411229612013728617793,26322431.399957029448160185853404571033044695119559838523099410999656925199106051,106.92395283738538572437654060789770436150039572640695297754387646578152669633073,53141869.014181142874218648386437856913822090782501361927645490223906090672784457,0.0,0.0,2.7635739376302222801236325960961278627571201166196100432075851104539493770119767e-76,0.0,227596.7447481238064313341879523227848106572035909762389546985673781097264263186,-4.6344315893996793680500265156453121287744564665676872474133285686683417326309746e-76,4.8080899836057905149485471203852977860650953745239563994879529466883249279673685e-76,7.7163684178108980895687351990608186626685302741460728154323729287150028246601514e-76,-80,-0.10155672179710213077767716179287021944002950549766558735220399793782583613137508,-0.10155672179710213077767716179287021944002950549766558735220399793782583613137508,-144938.00560028443558558140154187541613533069276934933930503698725082566023976784,-144938.00560028443558558140154187541613533069276934933930503698725082566023976784,-54185.067468413667834179896272797832100142436660654915486016603117323144580076947,-54185.067468413667834179896272797832100142436660654915486016603117323144580076947,-144938.00560028443558558140154187541613533069276934933930503698725082566023976784,-144938.00560028443558558140154187541613533069276934933930503698725082566023976784
-70,-0.08186591112987925298424087278937214808563219103848693825446386785307875212335787,-116185.12588124175812276537314014759360539329433882548519080074073684836789565008,-46282.662079772400228547662171036722720298749153585367613768209880394367901902052,-116185.12588124175812276537314014759360539329433882548519080074073684836789565008,-70,22742683.633582229235290724477502649153789125313336430577575718453254623365056265,233217.62208979431881750512470528239010890905198236971858815710083260303016546545,22509466.0114924349164732193527973667636802162613540608589875613524220203348908,97.517003345595198405498857850801467485873146529985100114026114084283095093480925,45485367.26716445847058144895500529830757825062667286115515143690650924673011253,1.3817869688151111400618162980480639313785600583098050216037925552269746885059883e-76,0.0,1.3817869688151111400618162980480639313785600583098050216037925552269746885059883e-76,2.6355494858076308060871435128175047519274903455921268875194407562770360727424399e-82,205914.65425557486778804296437304410462618702862771511700881275881109203413262715,3.2172234934175180738368451084198056053802372382716392669915048294397412997344237e-86,2.6359026372900972920847151500201486218096405269661560189324678173682400295032442e-76,4.508726191142801275427655858675454432466292670626554322073616705530058892704274e-76,-70,-0.08186591112987925298424087278937214808563219103848693825446386785307875212335787,-0.08186591112987925298424087278937214808563219103848693825446386785307875212335787,-116185.12588124175812276537314014759360539329433882548519080074073684836789565008,-116185.12588124175812276537314014759360539329433882548519080074073684836789565008,-46282.662079772400228547662171036722720298749153585367613768209880394367901902052,-46282.662079772400228547662171036722720298749153585367613768209880394367901902052,-116185.12588124175812276537314014759360539329433882548519080074073684836789565008,-116185.12588124175812276537314014759360539329433882548519080074073684836789565008
-60,-0.065237304344272666621549707960868494212680856189961127327759715469743430132294304,-92095.16321745993922847253643471533460087430793961614177781843917627591445431446,-38843.469129365423601672633153469844413950287097521074904185714727230484322410922,-92095.16321745993922847253643471533460087430793961614177781843917627591445431446,-60,19672424.690381761085410437761498487895900361747720789883592220660132013251196817,220266.25739507108354886393758276206489842566600044049692698253276427457631327329,19452158.432986690001861573823915725831001936081720349386665238127367738674883544,89.312021382817450898806720604321001946051862326746298378843762756120204539587376,39344849.380763522170820875522996975791800723495441579767184441320264026502393634,4.145360906445333420185448894144191794135680174929415064811377665680924065517965e-76,6.9089348440755557003090814902403196568928002915490251080189627761348734425299416e-77,0.0,2.6355494858076308060871435128175047519274903455921268875194407562770360727424399e-82,186898.67691946531221037173005901137747143472282297704494283468116116272775703193,-6.9516473861907143227964265214619175136345583433486850759965583765469907380822938e-76,4.6689156878312123398284243469927442867979338865232307524804369443908047569205639e-76,7.3012741332431227948894021556873098976169872568937235101849239951509114252916391e-76,-60,-0.065237304344272666621549707960868494212680856189961127327759715469743430132294304,-0.065237304344272666621549707960868494212680856189961127327759715469743430132294304,-92095.16321745993922847253643471533460087430793961614177781843917627591445431446,-92095.16321745993922847253643471533460087430793961614177781843917627591445431446,-38843.469129365423601672633153469844413950287097521074904185714727230484322410922,-38843.469129365423601672633153469844413950287097521074904185714727230484322410922,-92095.16321745993922847253643471533460087430793961614177781843917627591445431446,-92095.16321745993922847253643471533460087430793961614177781843917627591445431446
