voltage,current,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.00030450828285074022538202286885184220813828762578173213740071373815749008741853638,-169.72276470538134486468792029755716383996329101453072067044119265718468732992542,-0.0000041721404115156590347737447863709784996873912576932767898157499379364139938195575,-1391.6324685702688390283192334114104339332424669087477244298825558434289877133083,-150,138253533201.0912219319418592006108371287055752911734772549195436854125915162049,3.0059783008388628223298167143469127306475623476479397017806627895380132860715583,138253533198.08524363110299637828102041435866256052591490727160398363192872666689,45992858019.80324450327374762363489848349321751261608093354652948623894393665777,276507066402.1824438638837184012216742574111505823469545098390873708251830324098,2.9794781515075833957582913926661378520350201257305170778331776972081641720910373e-76,3.6837208999630581945431876491406774181603716378210269607052730297085037881959151e-84,2.1806325601613472679100538453571008917067900920201610497184851262175694302985128e-76,1.0809870937882860728091799564290546834077597120592707937091456226917530767107664e-82,3.0059800404437770842902314480420761471183306143834541136598151552033313377943323,2.9831962940976263213517265279025880662227825433067499273254275697075197209912061e-76,3.1078973539455446426465078653788306984725043045227276351509058006302088340112367e-76,4.2336133080597926699814419462292963974283983859295412072763726653228573826172883e-76,-150,-0.00030450828285074022538202286885184220813828762578173213740071373815749008741853649,-0.00030450828285074022538202286885184220813828762578173213740071373815749008741853638,-169.72276470538134486468792029755716383996329101453072067044119265718468732992571,-169.72276470538134486468792029755716383996329101453072067044119265718468732992542,-0.0000041721404115156590347737447863709784996873912576932767898157499379364139938195612,-0.0000041721404115156590347737447863709784996873912576932767898157499379364139938195575,-1391.6324685702688390283192334114104339332424669087477244298825558434289877133081,-1391.6324685702688390283192334114104339332424669087477244298825558434289877133083
-140,-0.0002592151067094973298734789771437103882400181867895938798445350393915140965569309,-116.25191716909892044278331268546691536416941204212642981482911793704660329589313,-0.0000038010336152690626491863283654214820888514225901494785614901126603483689353263617,-1269.3160718420899723217479738212246975179808716159262075555166482059306006378523,-140,114515598804.15240373743907945986394391664916282151876239160011037746046218772401,3.0479617413855117821873792655721496941436204868677847649445258359902655956407448,114515598801.10444199605356767767656465107701312737514190473232561251593635173375,37571206111.03768481017937643194034334719453650963164994324499683707368196110188,229031197608.30480747487815891972788783329832564303752478320022075492092437544802,2.4289224061203125508899114614126123793763751024977041395379166009849164446394326e-77,6.1529399311610033162129662698528782202897037181945100981212529863035052357420853e-84,6.9089348440755557003090814902403196568928002915490251080189627761348734425299416e-77,2.2649253393659327239811389563275431461876870157432340439620193999255778750130343e-83,3.0479635023534103419669837400348079951733039532323439859249826186049732680738716,-2.4332518056990588087187731480367279397229846737799382639985572049747907515356262e-77,1.0989979942524792158483079243699708430763493471674928108493396503158594395407364e-76,1.7590274329124381719398106259276934759005451024912516705046322365821951749308965e-76,-140,-0.00025921510670949732987347897714371038824001818678959387984453503939151409655693088,-0.0002592151067094973298734789771437103882400181867895938798445350393915140965569309,-116.2519171690989204427833126854669153641694120421264298148291179370466032958931,-116.25191716909892044278331268546691536416941204212642981482911793704660329589313,-0.0000038010336152690626491863283654214820888514225901494785614901126603483689353263678,-0.0000038010336152690626491863283654214820888514225901494785614901126603483689353263617,-1269.3160718420899723217479738212246975179808716159262075555166482059306006378522,-1269.3160718420899723217479738212246975179808716159262075555166482059306006378523
-130,-0.00022351332077560783797524975437302528898839632924777687893658955504218129324362388,-79.154610835366475858223624167835484208138734149664590406606845549073637962589838,-0.0000034626699169603208641529609983249270893857044132352830803279859021784123414220063,-1157.7504010824656565651136037060421715743021179119424566702617836082740433574262,-130,94864910160.341075287991196732625622179586438126701418314668265143664021306363636,3.0905719095389360818710363977330748694724877460413565121396814269675018964573453,94864910157.250503378452260650754585781853363257228930568626908631524339879396134,30694937033.351022472507311915056939334373602752989447758198590961401683494170879,189729820320.68215057598239346525124435917287625340283662933653028732804261272727,1.1307983201826788431365254470354273188430012977183755938515411731251999892265803e-76,1.9222910373169670491175149522808338492146917498673044620274241355902454265913182e-84,1.9647283462839861522753950487870909024288900829092540150928925394633546352194522e-76,8.5706833864642681487013553688303621327329520027556470072653688656274708224925047e-83,3.090573692451567900210545270833154133981055174133215917100830722167951954107128,1.1317123777572247073457205063564287700137516134196003579469608132399529932121515e-76,1.2790830722715159110512217010757056443264810845168893104179290083299366996319165e-76,1.9777327428144342368109729314928552907103058735122131323599739950055308497857606e-76,-130,-0.00022351332077560783797524975437302528898839632924777687893658955504218129324362397,-0.00022351332077560783797524975437302528898839632924777687893658955504218129324362388,-79.154610835366475858223624167835484208138734149664590406606845549073637962589951,-79.154610835366475858223624167835484208138734149664590406606845549073637962589838,-0.0000034626699169603208641529609983249270893857044132352830803279859021784123414220044,-0.0000034626699169603208641529609983249270893857044132352830803279859021784123414220063,-1157.7504010824656565651136037060421715743021179119424566702617836082740433574264,-1157.7504010824656565651136037060421715743021179119424566702617836082740433574262
-120,-0.00019482968388430890746693839155149482056721991133822608498608937995681796822469875,-53.391586795262311388599988556032038585855109277099177298353422763598700509931667,-0.0000031539098939775019456842615835907845722989450984547058166554264129330370838744452,-1055.9905540901965295359616215266671318098635614098947708586092055768150856375554,-120,78592911358.304948028288826086061371442670242781926436040363003780256918326214507,3.1338145801845982787726133862322293879369094507771398563329772236582047461864461,78592911355.171133448104227807288758056438013393989526589585863923923941102556303,25078992182.643878451168907243775152680331091436339752783429694820740623590187345,157185822716.60989605657765217212274288534048556385287208072600756051383665242901,9.4458093571345488090163223499379370309081253986021827648696756704968972847089046e-78,4.0416370136057570802575366674523807917589230305787468291580779419836750077913698e-84,1.7272337110188889250772703725600799142232000728872562770047406940337183606324854e-76,3.2172234934175180738368451084198056053802372382716392669915048294397412997344237e-83,3.1338163856070384527054536979265245792132594593622219248595346176684099824374617,9.4149824143498688647486953825083576730472043233530447326085732887078883954433591e-78,7.8884223859798977469109580602391595956394262478452406376649349530494647624905564e-77,1.2020586681986949641668554106232800095599593304799583186299651414062207084742467e-76,-120,-0.00019482968388430890746693839155149482056721991133822608498608937995681796822469878,-0.00019482968388430890746693839155149482056721991133822608498608937995681796822469875,-53.391586795262311388599988556032038585855109277099177298353422763598700509931677,-53.391586795262311388599988556032038585855109277099177298353422763598700509931667,-0.0000031539098939775019456842615835907845722989450984547058166554264129330370838744412,-0.0000031539098939775019456842615835907845722989450984547058166554264129330370838744452,-1055.9905540901965295359616215266671318098635614098947708586092055768150856375556,-1055.9905540901965295359616215266671318098635614098947708586092055768150856375554
-110,-0.00017131066482744398957180921035690817852093153308699439550684742279976713064447569,-35.393429516949055539003803196086065013652474335737095113871946009032768724035048,-0.0000028718507822318038980918613963288621466576972655947267753210491154606237298978912,-963.17467004698992439002903797735846665056066160410704269119385056583637008490792,-110,65115991849.405518201117072326565501211196306118920622630347350374920688632399033,3.177695878671784012828032454332399948855489093873232289336655019865148162180165,65115991846.227822322445288313737468756863906170065133536474118085584033612533885,20491574504.172738852493583512582981349031850230436619403618463923638183416859086,130231983698.81103640223414465313100242239261223784124526069470074984137726479807,9.3311102435122007163354098642601192241042410187620134027248296087837206748231536e-77,2.5617142066336987662925879175792702132840139009737927663419857204413940099135349e-84,1.1874731763254861359906233811350549410284500501099886904407592271481813729348337e-77,4.2982105872058041466460250648488602887879969503309100607006504521314943764451901e-83,3.1776977071545122414015636992344441636666270845901391176795968003604086204380948,9.3413063418641964904233157052493531440306568812092492300738376742719675672823197e-77,1.800773806747371120661058368770761403979539468332050361750891146851256988397486e-76,3.1111828435640783845745248946193661031722848551247570105908323676500812992192914e-76,-110,-0.00017131066482744398957180921035690817852093153308699439550684742279976713064447573,-0.00017131066482744398957180921035690817852093153308699439550684742279976713064447569,-35.393429516949055539003803196086065013652474335737095113871946009032768724035141,-35.393429516949055539003803196086065013652474335737095113871946009032768724035048,-0.0000028718507822318038980918613963288621466576972655947267753210491154606237298978938,-0.0000028718507822318038980918613963288621466576972655947267753210491154606237298978912,-963.17467004698992439002903797735846665056066160410704269119385056583637008490791,-963.17467004698992439002903797735846665056066160410704269119385056583637008490792
-100,-0.0001515689758605404954110728173177082849967254067664822904651973818140681840066351,-22.535604313028768616339700745282022579815003216524952755789599889723940542937398,-0.0000026137816643543402484023520701388669912261438919125169929084890675521270100383581,-878.51662926948223251037606884480821117411399030174235606155720369681473967238134,-100,53952572605.837342873502330980230257269013687593877238150620373326956457652831859,3.222222262106770281751014493739308939345828683814762592885364728364148560693845,53952572602.61512061139556069847924277527437865453140946680561073407109292446771,16743901635.935501391003121617842039409620388569819597863143036870451760062287534,107905145211.67468574700466196046051453802737518775447630124074665391291530566372,1.1058343954531089641412680236820199138327441091649269679729570302817439035455639e-76,7.3996140348602915698247437493655528923745456480247703140804611077114049893891745e-84,1.3709917581212430842800833582195634319146650578542596698725129258892639487520353e-76,3.1400101295754976400647608258177302708511115445531199245837087135331875085407975e-83,3.2222241141875843984511809488932055991324229033920185061735434696596033955212588,1.107117090029459362050872146162234066427246002720468285728887280224497292275024e-76,1.9658086597557621757872056609632357617085072069292011481968388492013338171761448e-76,3.404315810244630517732082820585348538584496820879782048160585388268741996346287e-76,-100,-0.00015156897586054049541107281731770828499672540676648229046519738181406818400663513,-0.0001515689758605404954110728173177082849967254067664822904651973818140681840066351,-22.535604313028768616339700745282022579815003216524952755789599889723940542937509,-22.535604313028768616339700745282022579815003216524952755789599889723940542937398,-0.0000026137816643543402484023520701388669912261438919125169929084890675521270100383507,-0.0000026137816643543402484023520701388669912261438919125169929084890675521270100383581,-878.5166292694822325103760688448082111741139903017423560615572036968147396723812,-878.51662926948223251037606884480821117411399030174235606155720369681473967238134
-90,-0.00013447080040141426163427909635821350418678176697040655881684956611144262764334931,-12.697955264328271118249886780205853437024103929214752979213330589161853764420211,-0.0000023771356987544552288715262982048986518029179682328831070297577575889881149182187,-801.29939276255282181225821491273353580934037808861585709089377409986146336411782,-90,44704770760.001545096900856522994977327083910371341284841300482612664067316062668,3.2674005024607788273114814125823809032695208209066568150754291045488435818011198,44704770756.734144594440077695683495914501529468071764020393825797588638211513824,13682060318.694638367919240593154444160387507156170853328960873203202300552663784,89409541520.003090193801713045989954654167820742682569682600965225328134632125335,1.1130874276380515641196198426292936869100485625959965011674105312430183068177511e-76,1.6769777459438812959874555127638236718044486604490919679193218923454651524865684e-84,3.2385632081604167345198819485501498391685001366636055193838888013132219261859101e-78,5.3019843171520697856831207386758396376666309686716615120019999589166936619623303e-83,3.2674023786665680130491995247600715869664803703583791209350330256074277704519608,-1.1140804559292140388181448633208208535956337693997351509605555465038224092732e-76,1.1735034646875103152044199280494576223194064525614852591705668476460670391549531e-76,1.6395793391313008921904644327029419815271696190340175040993228931547699187686858e-76,-90,-0.00013447080040141426163427909635821350418678176697040655881684956611144262764334926,-0.00013447080040141426163427909635821350418678176697040655881684956611144262764334931,-12.697955264328271118249886780205853437024103929214752979213330589161853764420099,-12.697955264328271118249886780205853437024103929214752979213330589161853764420211,-0.0000023771356987544552288715262982048986518029179682328831070297577575889881149182204,-0.0000023771356987544552288715262982048986518029179682328831070297577575889881149182187,-801.29939276255282181225821491273353580934037808861585709089377409986146336411782,-801.29939276255282181225821491273353580934037808861585709089377409986146336411782
-80,-0.0001189203022421416839722115024397013529405231246895358088512659676459727803615242,-3.8183524008024191500488392476549500172615434553474152609384170404258098253047519,-0.0000021594368475855361076208692702390766599144548654093788023788534667560133043896308,-730.86892467149977686994563091189606292699832191526405478977057776879307176089462,-80,37043579029.110266062116626925062088119829733556369147212284977878263828470533034,3.3132376713356088814984058621727760504937628098509167250769543562936120432785061,37043579025.797028390781018043563682257656957505875384402434061153186874114239422,11180477437.399630041431088763071408527968101870486603588593367845009064114413442,74087158058.220532124233253850124176239659467112738294424569955756527656941066067,2.4478140248345816485079441061124882534381913532949085050676559523259102392088504e-76,5.1354930013677132253620640043151146975882036915911041799351895839931870497010738e-84,1.0039545945297291877011634040505464501422350423657177110090055284070987971176321e-76,1.0153557345225687041029083162172906490580028723985293526625189241711823541961841e-82,3.3132395721840115435507987361992339590860868179040224770290479174390584318425581,-2.4505186679953886538950025948485248613698461660398755748971802071175507348893569e-76,2.469333809190028058370443948807056604026810880567297709724487672243047571849225e-76,2.9078358654536599769622630316087119719058671961545546855056404196602938442274318e-76,-80,-0.0001189203022421416839722115024397013529405231246895358088512659676459727803615241,-0.0001189203022421416839722115024397013529405231246895358088512659676459727803615242,-3.8183524008024191500488392476549500172615434553474152609384170404258098253045071,-3.8183524008024191500488392476549500172615434553474152609384170404258098253047519,-0.0000021594368475855361076208692702390766599144548654093788023788534667560133043896359,-0.0000021594368475855361076208692702390766599144548654093788023788534667560133043896308,-730.86892467149977686994563091189606292699832191526405478977057776879307176089472,-730.86892467149977686994563091189606292699832191526405478977057776879307176089462
-70,-0.00010359046475498017620250457534706744937817242617958591737629256357961901441991104,6.6655110161191395829411626919120943804642648766179550019444325378520727779568045,-0.0000019582378316999203450634509307993558503406334601567146358182974931158903900672858,-666.62864566552646354279837192205464721727594751830750535501764665675894291824121,-70,30696799471.879431546703771712223308438942044847326669377892261805079419154309971,3.3597411262436861970358084997902944788794110450251379451043777577634657908269847,30696799468.519690420460085515187499939151750368447258332867123859975041396546505,9136656164.3990646416183396473396297798162816860569923708098259506041066302243483,61393598943.758863093407543424446616877884089694653338755784523610158838308619941,1.0717620117005879130801734323483152123998255139771119515711057001845943811971496e-76,3.6394840769285673210279310288999050910863933757947919207841398383037073453245668e-84,2.0942708746104028216561903267290968959956300883757982358682480915158835122668886e-76,1.7887762623401400490532858802814119165914119044790314324472766851684961626523396e-83,3.3597430522446589358280327708795601782389951437388431568046053839556870119448946,1.0740735346614800844503179172966990257836390971033402500356741209158716682129584e-76,1.5943188573902257516867786934158427482659955528761403725978645200361416424719663e-76,2.7407342073984122414456307165991452524609422774173361964467407727510343550625134e-76,-70,-0.00010359046475498017620250457534706744937817242617958591737629256357961901441991106,-0.00010359046475498017620250457534706744937817242617958591737629256357961901441991104,6.6655110161191395829411626919120943804642648766179550019444325378520727779566973,6.6655110161191395829411626919120943804642648766179550019444325378520727779568045,-0.0000019582378316999203450634509307993558503406334601567146358182974931158903900672822,-0.0000019582378316999203450634509307993558503406334601567146358182974931158903900672858,-666.628645665526463542798371922054647217275947518307505355017646656758942918241,-666.62864566552646354279837192205464721727594751830750535501764665675894291824121
-60,-0.000086533397006335755531810148407945537073578578875755567198135350734718113719770089,22.625279493090842643950204274782345829832140699647424506171280349254515715696773,-0.0000017710450219562887103748212607387802767113947509149669436272532444479693858700511,-608.03436983142201598822100962584325268925110697083209646038084251147935546735866,-60,25439170511.241171461693060303555069773780131098859739206833258912240825933183302,3.4069184982718917504655284040655842415419796551067842618519213097590147441405923,25439170507.834252963421168553089541369714546857317759551726474650388904623424288,7466914903.9358613086155476637631945072355704660140599033663771658099266436569118,50878341022.482342923386120607110139547560262197719478413666517824481651866366605,1.6793299635648494275458304520711089478521660083657737786971873388476269529743188e-76,1.1119528699124296842698595905975953123595444954776353216539388566751105867207102e-84,1.5221247078353958652243445158185704244091950642318945941104277366172143053073778e-76,5.6237066664938215930668052495178201982046546924988254387011504418606677919357726e-83,3.4069204499292185918044438681807783373728433046920023834961237371599270061869464,-1.6807238399892287647112249725338996052611839693392460408922282006440050875767959e-76,2.2992661872986854075661358781621503222231857799420366888541294420128769310379826e-76,3.9007126339095839051249791997721719171914099791131644489308413452097478987252026e-76,-60,-0.000086533397006335755531810148407945537073578578875755567198135350734718113719770033,-0.000086533397006335755531810148407945537073578578875755567198135350734718113719770089,22.625279493090842643950204274782345829832140699647424506171280349254515715696941,22.625279493090842643950204274782345829832140699647424506171280349254515715696773,-0.00000177104502195628871037482126073878027671139475091496694362725324444796938587005,-0.0000017710450219562887103748212607387802767113947509149669436272532444479693858700511,-608.03436983142201598822100962584325268925110697083209646038084251147935546735881,-608.03436983142201598822100962584325268925110697083209646038084251147935546735866
