voltage,current,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.4124751644084569,-611209.9678630002,-129911.46692787996,-611209.9678630002,-150,92034289.377961874,437091.23965534702,91597198.138306528,210.56081895059779,5.2807561984103149e+17,2.3283064365386963e-10,8.731149137020111e-11,2.3283064365386963e-10,1.6653345369377348e-16,570447.58411110751,2.0717273744692017e-10,7.7713222259298721e-10,1.2514647096395493e-09,-150,-0.41247516440845705,-0.4124751644084569,-611209.9678630005,-611209.9678630002,-129911.46692788004,-129911.46692787996,-611209.9678630005,-611209.9678630002
-140,-0.338887784488634,-499804.81791894377,-116185.12588124184,-499804.8179189435,-140,76353821.703835368,399649.3087426264,75954172.395092741,191.05205497304419,2.8284791414771984e+17,2.9103830456733704e-10,1.0186340659856796e-10,0.0,1.1102230246251565e-16,516675.12639391492,3.200735769710051e-10,2.8066717673188992e-10,4.9476511776447296e-10,-140,-0.3388877844886339,-0.338887784488634,-499804.8179189435,-499804.81791894377,-116185.12588124174,-116185.12588124184,-499804.8179189435,-499804.8179189435
-130,-0.2783404456943215,-408458.5902517192,-103621.60462559236,-408458.5902517191,-130,63472513.236923993,366207.20243857335,63106306.034485422,173.32404391355658,1.0687821627773083e+18,1.1641532182693481e-10,2.9103830456733704e-11,5.820766091346741e-11,0.0,468386.74360467197,7.022661162549997e-11,2.6832405877337113e-10,4.3655745685100555e-10,-130,-0.2783404456943215,-0.2783404456943215,-408458.59025171906,-408458.5902517192,-103621.60462559233,-103621.60462559236,-408458.59025171906,-408458.5902517191
-120,-0.22846380294371874,-333505.2400066817,-92095.16321745989,-333505.2400066818,-120,52895582.386853844,336430.22090301686,52559152.165950827,157.22601330188502,4.0016194334622451e+17,5.820766091346741e-11,8.731149137020111e-11,5.820766091346741e-11,2.7755575615628914e-17,425078.72503109387,1.5587262676272383e-10,2.2212534564421724e-10,3.637978807091713e-10,-120,-0.22846380294371876,-0.22846380294371874,-333505.24000668176,-333505.2400066817,-92095.16321745998,-92095.16321745989,-333505.24000668176,-333505.2400066818
-110,-0.18731175865224706,-271936.6260594349,-81490.44115706126,-271936.62605943484,-110,44218298.330516912,310020.34609636012,43908277.984420553,142.63031084022157,7.3756511093647987e+17,0.0,5.820766091346741e-11,5.820766091346741e-11,2.7755575615628914e-17,386297.09225383727,7.0490324649230579e-11,1.0081862609186659e-10,1.7462298274040222e-10,-110,-0.18731175865224708,-0.18731175865224706,-271936.6260594349,-271936.6260594349,-81490.4411570612,-81490.44115706126,-271936.6260594349,-271936.62605943484
-100,-0.1532839157391619,-221281.78375020958,-71701.30282164548,-221281.78375020955,-100,37109935.49324318,286713.25911487255,36823222.234128311,129.43222649628132,1.1691624639392937e+18,5.820766091346741e-11,0.0,2.9103830456733704e-11,5.551115123125783e-17,351635.65183283144,3.7210468039024836e-11,1.5740302953624587e-10,2.7648638933897018e-10,-100,-0.15328391573916184,-0.1532839157391619,-221281.78375020952,-221281.78375020958,-71701.30282164548,-71701.30282164548,-221281.78375020952,-221281.78375020955
-90,-0.1250618602894728,-179507.75639592146,-62629.77522450896,-179507.7563959215,-90,31300675.759342808,266275.69479826093,31034400.064544547,117.5498792071774,3.8947192292814355e+17,5.820766091346741e-11,2.9103830456733704e-11,8.731149137020111e-11,5.551115123125783e-17,320736.47095829301,9.3941643187835255e-11,1.8861437852051634e-10,3.4924596548080444e-10,-90,-0.12506186028947275,-0.1250618602894728,-179507.7563959214,-179507.75639592146,-62629.77522450893,-62629.77522450896,-179507.7563959214,-179507.7563959215
-80,-0.10155672179710212,-144938.0056002844,-54185.06746841369,-144938.00560028444,-80,26570934.507090572,248503.10713354201,26322431.399957031,106.92395283738539,3.2160280435185469e+18,0.0,2.1827872842550278e-11,2.9103830456733704e-11,0.0,293293.63529863756,9.6304323230829426e-12,4.3655745685100555e-11,7.2759576141834259e-11,-80,-0.10155672179710212,-0.10155672179710212,-144938.0056002844,-144938.0056002844,-54185.06746841367,-54185.06746841369,-144938.0056002844,-144938.00560028444
-70,-0.08186591112987927,-116185.12588124177,-46282.66207977241,-116185.1258812418,-70,22742683.633582231,233217.62208979434,22509466.011492435,97.517003345595199,1.7163543807521313e+18,1.4551915228366852e-11,7.275957614183426e-12,1.4551915228366852e-11,1.3877787807814457e-17,269061.10020084551,1.5405192680007564e-11,4.3655745685100555e-11,7.2759576141834259e-11,-70,-0.08186591112987926,-0.08186591112987927,-116185.12588124178,-116185.12588124177,-46282.6620797724,-46282.66207977241,-116185.12588124178,-116185.1258812418
-60,-0.06523730434427266,-92095.16321745992,-38843.46912936545,-92095.16321745995,-60,19672424.690381758,220266.25739507109,19452158.432986688,89.312021382817434,6.7169595934468736e+17,2.9103830456733704e-11,2.1827872842550278e-11,0.0,0.0,247864.77703076834,3.3973477581228969e-11,3.2539071653442658e-11,4.3655745685100555e-11,-60,-0.06523730434427266,-0.06523730434427266,-92095.16321745995,-92095.16321745992,-38843.469129365425,-38843.46912936545,-92095.16321745995,-92095.16321745995
