voltage,current,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.011898336600874342,-33560.4192392077,-7150.925948052977,0.00018803336911893398,-150,50374429049.281479,0.077442896949789397,50374429049.204033,650471909411.42175,1.1922374551083635e+18,4.3655745685100555e-11,1.5188561519607902e-10,1.6517841050023643e-11,3.469446951953614e-18,1.6435506705603231e-09,-4.2936785589313491,1.8054292769839135e-10,2.984612001988296e-10,-150,-0.011898336600874339,-0.011898336600874342,-33560.419239207746,-33560.4192392077,-7150.925948052825,-7150.925948052977,0.00018803335260109293,0.00018803336911893398
-140,-0.006628959219847861,-18528.111138690925,-4323.049219943047,0.0002310349177996815,-140,42073838438.320557,0.063481987834872827,42073838438.257072,662768131139.20728,1.237931000460265e+18,9.094947017729282e-11,4.411049303598702e-10,5.738117424790301e-11,2.3418766925686896e-17,9.3712371196374988e-11,-5.2132152586414371,5.3929700446456846e-10,8.8047387436507307e-10,-140,-0.006628959219847837,-0.006628959219847861,-18528.111138691016,-18528.111138690925,-4323.049219942606,-4323.049219943047,0.00023103486041850725,0.0002310349177996815
-130,-0.003688207990240054,-10209.106795191465,-2604.308763023719,0.00028331988486888365,-130,35211832610.413239,0.052068833792147294,35211832610.361168,676255449679.83655,1.2545268327295905e+18,3.8198777474462986e-11,1.496118784416467e-10,5.1177113653648465e-11,1.9949319973733282e-17,-2.5128124199469415e-09,-6.3419818468523834,2.158671693534606e-10,3.8223317566643544e-10,-130,-0.003688207990240034,-0.003688207990240054,-10209.106795191426,-10209.106795191465,-2604.3087630235696,-2604.308763023719,0.00028331983369177,0.00028331988486888365
-120,-0.00205052255407399,-5617.790118979884,-1564.1867111469237,0.00034698159015815466,-120,29536804498.828217,0.042745384875576366,29536804498.785473,690994000517.34717,6.8551986323619494e+17,2.3646862246096134e-11,1.0459189070388675e-11,7.452712167017872e-11,1.431146867680866e-17,3.3149181316582954e-10,-7.7252799072216574,8.8428375022395602e-11,1.4842356510502697e-10,-120,-0.002050522554073976,-0.00205052255407399,-5617.790118979908,-5617.790118979884,-1564.1867111469342,-1564.1867111469237,0.00034698166468527633,0.00034698159015815466
-110,-0.0011396448646225287,-3088.4405596624797,-937.0077736559342,0.0004245724419444513,-110,24842520767.115459,0.035137458343288512,24842520767.080322,707009611350.00659,1.1089794150237966e+18,8.185452315956354e-12,8.753886504564434e-11,9.80140543922238e-11,2.0166160408230382e-17,-6.9108180831591037e-10,-9.4186245678816611,1.3302305755957884e-10,2.1397462968142378e-10,-110,-0.0011396448646225086,-0.0011396448646225287,-3088.4405596624715,-3088.4405596624797,-937.0077736560218,-937.0077736559342,0.0004245725399585057,0.0004245724419444513
-100,-0.0006333476410218568,-1696.7204782978813,-560.0409870689878,0.0005192048570896932,-100,20960060375.299343,0.028939721390301112,20960060375.270405,724266142462.72314,1.6719863198765908e+18,7.503331289626658e-12,5.4569682106375694e-11,4.9189772697785794e-11,4.662069341687669e-18,-3.8186190320921298e-10,-11.489970344831411,7.495594020659066e-11,1.2399571300281131e-10,-100,-0.0006333476410218522,-0.0006333476410218568,-1696.7204782978888,-1696.7204782978813,-560.0409870690423,-560.0409870689878,0.0005192049062794659,0.0005192048570896932
-90,-0.00035200100393166284,-931.5566029265057,-334.14776344666825,0.0006346758608353834,-90,17751230118.274525,0.023903437070960341,17751230118.250622,742622496738.76514,9.3251453642962483e+17,7.958078640513122e-12,2.7284841053187847e-12,2.414724973795468e-11,5.637851296924623e-18,-4.7504405790987914e-11,-14.022434325326012,3.1641444702843327e-11,5.3421610884951676e-11,-90,-0.0003520010039316685,-0.00035200100393166284,-931.5566029264977,-931.5566029265057,-334.147763446671,-334.14776344666825,0.0006346758366881336,0.0006346758608353834
-80,-0.00019565201571605055,-511.0605450356142,-199.17893629832682,0.0007756190767731,-80,15103194829.794424,0.019826481611937403,15103194829.774597,761768786081.58508,1.6633325774118656e+18,6.650680006714538e-12,8.981260180007666e-12,3.59703090880778e-11,1.2224379494774062e-17,1.2315809898061532e-10,-17.117624709622319,5.0587369937795563e-11,8.5395662763332325e-11,-80,-0.00019565201571603832,-0.00019565201571605055,-511.06054503560756,-511.0605450356142,-199.1789362983358,-199.17893629832682,0.0007756191127434091,0.0007756190767731
-70,-0.00010873971643748387,-280.0066210935239,-118.76341248021302,0.000947691046517431,-70,12924108508.579399,0.016545232475500174,12924108508.562855,781137921616.82483,3.4425738116367149e+17,3.581135388230905e-12,3.282707439211663e-11,2.3632222264161062e-11,1.179069862577986e-18,-1.722763088597961e-10,-20.899706513097854,4.2551569415145928e-11,7.2801775025110871e-11,-70,-0.00010873971643748505,-0.00010873971643748387,-280.0066210935203,-280.0066210935239,-118.7634124801802,-118.76341248021302,0.0009476910228852088,0.000947691046517431
-60,-6.0393964443778755e-05,-153.00953210139292,-70.97429036665771,0.0011577972724722916,-60,11139572625.60087,0.013928001612556251,11139572625.586943,799796908090.4198,4.1239377430750605e+17,1.5347723092418164e-12,2.1501023184100632e-11,1.5702365623038173e-12,3.4558944247975454e-18,1.1206527047481762e-10,-25.520365866024235,3.0544959615919141e-11,4.6163899092288574e-11,-60,-6.03939644437753e-05,-6.0393964443778755e-05,-153.00953210139446,-153.00953210139292,-70.97429036663621,-70.97429036665771,0.0011577972740425282,0.0011577972724722916
