"{'distance': [0.352, 0.732, 0.846], 'solute_3': [10.78, -9.69, 15.77], 'solute_2': [10.14, -8.9, 8.52], 'solute_1': [17.69, -4.86, 18.74]}","{'solute_3i': '462.0 M', 'solute_1e': '42.0 uM', 'solute_2i': '223.0 M', 'solute_3e': '356.0 mM', 'solute_1i': '399.0 M', 'solute_2e': '190.0 M'}"
voltage,current,solute_3,solute_2,solute_1
-150,-0.029068378020134539188930923898251854699463039345848862376060399758324607244845271,46.919370109126164873159071726499815280820307623849171532010560204228070711152561,-181497.90765531574372292440167851500778178113100136767856594180686607208446141526,0.4388461645410410443191329443900513493484982094939282706690374990213187444022135
-140,-0.027545224116986554572854010387840100525242861999752582953323391047437153493518411,64.105071894793848176416657185135650944324282084876500607321656422540666656341671,-172007.43311240484850199279142682858216707718896278907348000887295802180406657589,0.60571225439944177790589794034725525707424557456643175088138311605002035612593668
-130,-0.025764530095662973006534943280098202197699559686327643156310362318525668708857115,81.609297636080071380428246045427164912287202817743788701913160194687567079865274,-160909.71035292078796311501512929098008966817967381683899558071263386318506614057,0.8220561400492859007407086995369327574217095724773755984162415553200204660899517
-120,-0.023766169777212687697000308815870982808546970091373569515981181171305423131148971,99.19789974796856440574666997454248828101706700306635717045213243935615083091896,-148453.41338082712759453840266109775475850069799665968655773596364331630402010073,1.0957731347838857859261416137137504514651702384504699292261784133102937257869495
-110,-0.02160079704672897016717744099540875287208033552768379970418935976479550608952104,116.59352109726660197509742536820089519355086709977916940839191241703013393073706,-134954.46271465885688107467221132308123953535934947133181636065472354261324875881,1.4331965018445932993425414488445870377193616033981849157364414580936162617192675
-100,-0.019325366653276199673202506447075360318415304895397474853295114219102265103264101,133.49356630772154483844295736118414211848533894083543678292608663640884154994635,-120768.08215216748450226711957372279805869329153747877964572971337063380065392723,1.8379411893469156574439145826051631365411039667007724697944290023314357905281894
-90,-0.01699817144256728854509636661577923127051074114895717117468582726448366764601061,149.59501742086708078686948899151073916959538522324088324500530926844773796035742,-106257.84395544613445886087868482969000142192530889322123467881948464122028821187,2.3098458449340187048068882061072927152349710634545699456485534742596229894320566
-80,-0.014673951730029172855889824724275719033497222808102661954564216860051161044921562,164.62294286059001197021137694379402440741151858727752898787294265142829284345574,-91765.168406842597506863016150625518652787780219870506868485118919477075816929398,2.8442777824219923951875367022484104935364286118343645843638216852696699086324522
-70,-0.012399634303325994317358068993512322940858648041195319356812786243292765953733011,178.35830664111872413563135025190891850736892057658754299930523021356644161673422,-77582.753547509455321453027902961291538788080277470082821075305868803919983195019,3.4320490706153487150253904432505368787381840849227276708354816108132168865575519
-60,-0.010211166012497374098756823749832035369198253801741915902950479447134012203487428,190.66056754298303820466038818629049201082448201553038027306161546432597887264881,-63934.833093365724128489236030060664998651403529896412572820847873206454559971342,4.060088261101796768086434742849029619055443567607615048902751203760632665383878
