voltage,current,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.4124751644084568,-611209.967863,-129911.46692788001,-611209.9678630001,-150,92034289.377961874,437091.23965534702,91597198.138306528,210.56081895059779,5.2807561984103149e+17,0.0,2.9103830456733704e-11,1.1641532182693481e-10,5.551115123125783e-17,471609.45591392351,-1.1641532182693481e-10,2.6193447411060333e-10,3.7834979593753815e-10,-150,-0.4124751644084567,-0.4124751644084568,-611209.967863,-611209.967863,-129911.46692787998,-129911.46692788001,-611209.967863,-611209.9678630001
-140,-0.338887784488634,-499804.8179189438,-116185.12588124175,-499804.8179189435,-140,76353821.703835368,399649.3087426264,75954172.395092741,191.05205497304419,2.8284791414771984e+17,3.4924596548080444e-10,1.4551915228366852e-11,0.0,1.1102230246251565e-16,424623.54443213902,-8.149072527885437e-10,3.024558782755998e-10,4.0745362639427185e-10,-140,-0.3388877844886339,-0.338887784488634,-499804.8179189435,-499804.8179189438,-116185.12588124174,-116185.12588124175,-499804.8179189435,-499804.8179189435
-130,-0.2783404456943215,-408458.5902517192,-103621.60462559233,-408458.5902517192,-130,63472513.236923993,366207.20243857335,63106306.034485422,173.32404391355658,1.0687821627773083e+18,5.820766091346741e-11,4.3655745685100555e-11,5.820766091346741e-11,0.0,382335.48286038404,0.0,1.0186340659856795e-10,1.8917489796876907e-10,-130,-0.2783404456943215,-0.2783404456943215,-408458.5902517191,-408458.5902517192,-103621.60462559237,-103621.60462559233,-408458.5902517191,-408458.5902517192
-120,-0.2284638029437187,-333505.2400066818,-92095.16321745994,-333505.24000668165,-120,52895582.386853844,336430.22090301686,52559152.165950827,157.22601330188502,4.0016194334622451e+17,1.1641532182693481e-10,1.4551915228366852e-11,5.820766091346741e-11,0.0,344306.00252133812,-1.4551915228366852e-10,1.3096723705530167e-10,1.8917489796876907e-10,-120,-0.2284638029437187,-0.2284638029437187,-333505.2400066817,-333505.2400066818,-92095.16321745995,-92095.16321745994,-333505.2400066817,-333505.24000668165
-110,-0.1873117586522471,-271936.6260594351,-81490.44115706123,-271936.6260594348,-110,44218298.330516912,310020.34609636012,43908277.984420553,142.63031084022157,7.3756511093647987e+17,2.3283064365386963e-10,2.9103830456733704e-11,5.820766091346741e-11,8.326672684688674e-17,310141.32711485063,-3.7834979593753815e-10,2.6713765329165936e-10,4.220055416226387e-10,-110,-0.18731175865224703,-0.1873117586522471,-271936.62605943484,-271936.6260594351,-81490.4411570612,-81490.44115706123,-271936.62605943484,-271936.6260594348
-100,-0.15328391573916184,-221281.78375020946,-71701.3028216455,-221281.78375020952,-100,37109935.49324318,286713.25911487255,36823222.234128311,129.43222649628132,1.1691624639392937e+18,8.731149137020111e-11,0.0,2.9103830456733704e-11,5.551115123125783e-17,279493.09406399057,5.8207660913467407e-11,6.6685253040571695e-11,1.0186340659856796e-10,-100,-0.1532839157391619,-0.15328391573916184,-221281.78375020955,-221281.78375020946,-71701.3028216455,-71701.3028216455,-221281.78375020955,-221281.78375020952
-90,-0.1250618602894728,-179507.75639592152,-62629.77522450893,-179507.7563959214,-90,31300675.759342808,266275.69479826093,31034400.064544547,117.5498792071774,3.8947192292814355e+17,1.1641532182693481e-10,7.275957614183426e-12,0.0,5.551115123125783e-17,252060.73946301502,-2.3283064365386963e-10,1.5672892352841168e-10,2.0372681319713593e-10,-90,-0.12506186028947275,-0.1250618602894728,-179507.7563959214,-179507.75639592152,-62629.775224508936,-62629.77522450893,-179507.7563959214,-179507.7563959214
-80,-0.10155672179710214,-144938.0056002845,-54185.06746841366,-144938.0056002844,-80,26570934.507090572,248503.10713354201,26322431.399957031,106.92395283738539,3.2160280435185469e+18,8.731149137020111e-11,1.4551915228366852e-11,0.0,1.3877787807814457e-17,227596.74474812381,-5.8207660913467407e-11,1.0593954196200529e-10,1.6007106751203537e-10,-80,-0.10155672179710212,-0.10155672179710214,-144938.0056002844,-144938.0056002845,-54185.067468413676,-54185.06746841366,-144938.0056002844,-144938.0056002844
-70,-0.08186591112987927,-116185.12588124172,-46282.662079772395,-116185.12588124185,-70,22742683.633582231,233217.62208979434,22509466.011492435,97.517003345595199,1.7163543807521313e+18,1.1641532182693481e-10,2.9103830456733704e-11,2.9103830456733704e-11,2.7755575615628914e-17,205914.65425557492,1.7462298274040222e-10,1.3015628661377063e-10,2.3283064365386963e-10,-70,-0.0818659111298793,-0.08186591112987927,-116185.12588124184,-116185.12588124172,-46282.662079772424,-46282.662079772395,-116185.12588124182,-116185.12588124185
-60,-0.06523730434427266,-92095.16321745992,-38843.46912936543,-92095.16321745994,-60,19672424.690381758,220266.25739507109,19452158.432986688,89.312021382817434,6.7169595934468736e+17,2.9103830456733704e-11,0.0,1.4551915228366852e-11,0.0,186898.6769194653,4.3655745685100555e-11,8.1021635019424465e-11,1.3096723705530167e-10,-60,-0.06523730434427266,-0.06523730434427266,-92095.16321745995,-92095.16321745992,-38843.46912936543,-38843.46912936543,-92095.16321745995,-92095.16321745994
