voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_2 transport over barrier 3,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3
-150,-0.06654708707210862,-76476.39504534114,-169461.82455007793,-150,286685067.63369465,20729.433698919936,286664338.19999576,13829.855257870926,1.2245074822305907e+17,7.021299097687006e-08,7.342896424233913e-08,1.226796442210798e-14,352166.01154999784,-6.3388142734766006e-08,3.4423551722044048e-08,5.5821349320694935e-08,-150,-0.06654708707211336,-0.06654708707210862,-0.06654708707210537,-0.0665470870721011,-76476.39504531746,-76476.39504534114,-76476.39504536401,-76476.39504538768,-169461.8245501046,-169461.82455007793,-169461.82455005636,-169461.82455003116
-140,-0.059911169310758156,-71098.51561184098,-151439.41045487276,-140,262199849.52186611,22909.567272223612,262176939.9545939,11444.99354380066,1.9080749551067494e+17,8.731149137020111e-09,4.627509042620659e-09,2.005340338229189e-15,350606.2575313042,-8.440110832452774e-09,9.6488914266036598e-09,2.0152953084107139e-08,-140,-0.05991116931075818,-0.059911169310758156,-0.05991116931076016,-0.05991116931075985,-71098.5156118387,-71098.51561184098,-71098.51561184422,-71098.51561184743,-151439.41045487399,-151439.41045487276,-151439.4104548774,-151439.41045487483
-130,-0.053810818132475825,-65824.63038031403,-135036.55538561023,-130,240307877.52858543,25318.987494959183,240282558.54109049,9491.2119837504906,1.4935517637143572e+18,4.743924364447594e-09,3.346940502524376e-09,5.204170427930421e-16,351266.84095239535,-4.0745362639427185e-09,3.4344158995941643e-09,1.0717826626205351e-08,-130,-0.053810818132476346,-0.053810818132475825,-0.05381081813247584,-0.053810818132476096,-65824.63038031253,-65824.63038031403,-65824.63038031603,-65824.63038031728,-135036.55538561262,-135036.55538561023,-135036.55538560927,-135036.55538560945
-120,-0.0481712973921752,-60653.0997881497,-120020.8202438003,-120,220791558.30912921,27981.808654549885,220763576.50047466,7890.5392083448533,4.013091593632944e+17,4.0810846257954836e-08,3.7922291085124016e-08,5.613565168260948e-15,354322.28142467851,-3.5099219530820847e-08,1.7403145188392737e-08,2.972351609287216e-08,-120,-0.04817129739217723,-0.0481712973921752,-0.04817129739217395,-0.048171297392171616,-60653.099788136016,-60653.0997881497,-60653.099788163185,-60653.09978817683,-120020.82024381349,-120020.8202438003,-120020.82024378968,-120020.82024377557
-110,-0.04292438612398297,-55582.53013911235,-106179.97751466034,-110,203457001.26180288,30924.681160165994,203426076.58064273,6579.1139513469052,7.677213922042848e+17,2.6702764444053173e-08,1.792795956134796e-08,1.547373340571312e-15,359973.9470420549,2.3690517991781235e-08,1.2489117288103695e-08,2.4288112854264909e-08,-110,-0.04292438612398196,-0.04292438612398297,-0.042924386123981875,-0.04292438612398342,-55582.53013912092,-55582.53013911235,-55582.53013910337,-55582.53013909422,-106179.97751465288,-106179.97751466034,-106179.97751466143,-106179.97751467081
-100,-0.03800915523516116,-50609.116576804,-93325.76391871771,-100,188132081.5945797,34177.058268977336,188097904.53631073,5504.6306242614219,3.7882982756749786e+17,4.289904609322548e-08,3.453169483691454e-08,4.191091917959966e-15,368460.66458296293,3.8184225559234619e-08,1.7251543050288595e-08,3.1219698826134845e-08,-100,-0.03800915523515893,-0.03800915523516116,-0.038009155235161074,-0.03800915523516312,-50609.11657681814,-50609.116576804,-50609.116576789515,-50609.11657677524,-93325.7639187037,-93325.76391871771,-93325.76391872471,-93325.76391873823
-90,-0.033372833842255645,-45723.67001123526,-81298.07086908787,-90,174664721.05624309,37771.490864250583,174626949.56537884,4624.247469711534,5.7142459506573434e+17,1.1059455573558807e-08,1.3940734788775444e-08,2.6922908347160046e-15,380075.95806758222,1.0535586625337601e-08,7.864139164489778e-09,1.7429869103580131e-08,-90,-0.03337283384225534,-0.033372833842255645,-0.033372833842257234,-0.03337283384225803,-45723.67001123875,-45723.67001123526,-45723.67001123144,-45723.67001122769,-81298.07086908518,-81298.07086908787,-81298.07086909475,-81298.07086909912
-80,-0.02897178942271865,-40908.52882451036,-69969.54776851465,-80,162921369.13354927,41743.953235529756,162879625.18031374,3902.8735063568711,1.2331065152656026e+18,2.5669578462839127e-08,1.7040292732417583e-08,1.4398204850607499e-15,395192.87932296674,-2.2526364773511887e-08,1.1988440724523736e-08,2.3276456317944394e-08,-80,-0.02897178942271975,-0.02897178942271865,-0.02897178942271984,-0.0289717894227184,-40908.528824501846,-40908.52882451036,-40908.528824518784,-40908.528824527515,-69969.54776852233,-69969.54776851465,-69969.54776851415,-69969.54776850529
-70,-0.024772594627481343,-36134.73712435631,-59250.342509860995,-70,152785669.52183977,46134.203121417318,152739535.31871834,3311.7656572442374,2.2012396268840689e+18,2.2992026060819626e-09,4.765752237290144e-09,1.2628786905111156e-15,414294.09611759387,3.0850060284137726e-09,4.5251613876810805e-09,1.1833009239126113e-08,-70,-0.02477259462748162,-0.024772594627481343,-0.024772594627482505,-0.024772594627482606,-36134.737124356965,-36134.73712435631,-36134.73712435472,-36134.737124354666,-59250.34250986154,-59250.342509860995,-59250.342509865426,-59250.34250986576
-60,-0.02075296606085681,-31360.247217426735,-49091.93026412313,-60,144157298.53041929,50986.179618385198,144106312.3508009,2827.3798823404559,4.2481134210988678e+17,2.0096194930374622e-08,2.0125298760831356e-08,3.226585665316861e-15,437996.3121647446,-1.9441358745098114e-08,1.098592364354851e-08,2.2371295926859602e-08,-60,-0.020752966060857293,-0.02075296606085681,-0.020752966060855013,-0.020752966060854066,-31360.247217420765,-31360.247217426735,-31360.247217433753,-31360.24721744086,-49091.930264127615,-49091.93026412313,-49091.93026411401,-49091.93026410749
