voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_2 transport over barrier 3,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3
-150,-0.00000000013448292006591977722983197689011325336013709036549209245195994254314909795347408,-0.00019293082737112266501263688907514843789987484814726924999377768769007753118889888,-0.00021551269563267983226570512115836694770032346277648104536734205017826404415448981,-150,28128417781.912746544732854696437630035263026038243740401362258762302703335889505,0.00048727100418469167204310797795203154461566142453783915330457576342596665026517157,28128417781.912259273728670004765586927285074006699124739937720923149398760126079,57726434654115.299681113568672829763070156522941061448638673636636095840781087864,56256835563.82549308946570939287526007052605207648748080272451752460540667177901,3.1791727477161704040739619739535028805242840964071529350529429035209915914342047e-79,1.1838229402876425673241926873698026969470304759813435947015448017007376779740854e-78,5.9632255596478400247053036147664561049291050271062126199527346148952509596207373e-85,58237.955010422696514429346211628039070405880403054946440518224500082744498826673,2.0996208975435915537964965570878781276446545754328405980162930285274619513140161e-79,3.7178328609702648478762623877049396463985988897346817150005518097866054319103991e-79,7.0904242655850621674192647900089832522893866115846110803339395316375289383959474e-79,-150,-0.00000000013448292006591977722983197689011325336013709036549209245195994254314909795287776,-0.00000000013448292006591977722983197689011325336013709036549209245195994254314909795347408,-0.00000000013448292006591977722983197689011325336013709036549209245195994254314909795342711,-0.00000000013448292006591977722983197689011325336013709036549209245195994254314909795342702,-0.00019293082737112266501263688907514843789987484814726924999377768769007753118872799,-0.00019293082737112266501263688907514843789987484814726924999377768769007753118889888,-0.0001929308273711226650126368890751484378998748481472692499937776876900775311890459,-0.00019293082737112266501263688907514843789987484814726924999377768769007753118904591,-0.00021551269563267983226570512115836694770032346277648104536734205017826404415330599,-0.00021551269563267983226570512115836694770032346277648104536734205017826404415448981,-0.00021551269563267983226570512115836694770032346277648104536734205017826404415434307,-0.00021551269563267983226570512115836694770032346277648104536734205017826404415434288
-140,-0.000000000074425157739242121765336876780214855123569485484945778996165496814508137141127547,-0.00017721499819993165820453360232087841522458250566086926833148482631514571569887411,-0.000095787172342099607463370335824895144787574130008263590807576883548120711349282737,-140,28234224710.822385395322615442937751757064950893960719760502201928322218633620473,0.00045724549967670730916580914114945415705764815977561666429456260617941662906473619,28234224710.821928149822938735628585947923801439803662112342426311657924071014294,61748502130223.752456794913676209388099951994586980164275765100804132484307540399,56468449421.644770790645230885875503514129901787921439521004403856644437267240946,4.96957563825458235026537976312173185082977624883385450831361049353125248728769e-79,4.9561508080612497308468733758533176859996455948859946119803083421789663347921582e-79,3.1530076417979585127957993154766301336944784441526339672302806554378167758974089e-85,75931.743683974258133871216521903042145344743943257862358153498279054230578760225,1.0831275527937504153026795324402502353245892511468583937089659082485897045942459e-79,5.4997624647286753716594150554946807982795795249109500915822710503933010525361953e-79,1.0238139110482665909498342520388413744619161774696897735629284296715924455786008e-78,-140,-0.000000000074425157739242121765336876780214855123569485484945778996165496814508137141442848,-0.000000000074425157739242121765336876780214855123569485484945778996165496814508137141127547,-0.000000000074425157739242121765336876780214855123569485484945778996165496814508137141132461,-0.000000000074425157739242121765336876780214855123569485484945778996165496814508137141132524,-0.00017721499819993165820453360232087841522458250566086926833148482631514571569935543,-0.00017721499819993165820453360232087841522458250566086926833148482631514571569887411,-0.00017721499819993165820453360232087841522458250566086926833148482631514571569885853,-0.00017721499819993165820453360232087841522458250566086926833148482631514571569885848,-0.000095787172342099607463370335824895144787574130008263590807576883548120711349778353,-0.000095787172342099607463370335824895144787574130008263590807576883548120711349282737,-0.000095787172342099607463370335824895144787574130008263590807576883548120711349298155,-0.000095787172342099607463370335824895144787574130008263590807576883548120711349298304
-130,-0.00000000004211628186497100138078050527606248404980728576000781037176986373418521541828234,-0.00016064207048395124658532821595574853070585184828662048908450991394720233991731393,-0.000034085356166129864552858348876735929188529747899341044887806099519255300870301469,-130,28341875420.495550021785036369256094782934672282393042591124309663984958308967985,0.000429070158452022389928105326872832084021775810923126517497076639090530955238083,28341875420.495120951626584346866166677607799450309020815313386537467461232328895,66054175202363.022137939298937915028124929086805169755432855261970473394345953651,56683750840.991100043570072738512189565869344564786085182248619327969916617935971,5.926918398743846368460862088343996565211562683351869661713738602617977426367063e-79,8.5017884756868280496609836329406170475770974504404028153463059846079164264034719e-79,3.136467065003320985390962248845798251199928827385206134351832929631094473129781e-85,121695.95191028570831158416197223692738010208551448770928916962765588173820100981,6.9816213446319343751373299320552258921952930571225985449478717090407792646133224e-79,7.7698649663501786557301621349771292005032202347001131595400015295790936038305401e-79,1.5161718404621527569344595856573432551515538272301222676051388967926538787385492e-78,-130,-0.000000000042116281864971001380780505276062484049807285760007810371769863734185215417972465,-0.00000000004211628186497100138078050527606248404980728576000781037176986373418521541828234,-0.000000000042116281864971001380780505276062484049807285760007810371769863734185215418286105,-0.000000000042116281864971001380780505276062484049807285760007810371769863734185215418286111,-0.00016064207048395124658532821595574853070585184828662048908450991394720233991789473,-0.00016064207048395124658532821595574853070585184828662048908450991394720233991731393,-0.00016064207048395124658532821595574853070585184828662048908450991394720233991730205,-0.00016064207048395124658532821595574853070585184828662048908450991394720233991730204,-0.0000340853561661298645528583488767359291885297478993410448878060995192553008694631,-0.000034085356166129864552858348876735929188529747899341044887806099519255300870301469,-0.000034085356166129864552858348876735929188529747899341044887806099519255300870313263,-0.000034085356166129864552858348876735929188529747899341044887806099519255300870313279
-120,-0.000000000028108406625401019254527354664877621255313712540347118567761638805915795374925004,-0.00014276706382110506540531222679683819350338455691644462648545777689924591264254,-0.000010897051604785661483002802873449689760071881536859696004429345245997248774653231,-120,28451358053.098547853450591370564715586217186242797242318284352937085343406656311,0.00040263097396084001299221965237227509485978339240901601563993531395738147049328326,28451358053.098145222476630530551723366564813967702382534891943921069703471342353,70663609839082.40973202403965269058896377565043084740781150394492447398484922399,56902716106.197095706901182741129431172434372485594484636568705874170686813312621,1.3079815145898524780268123998987224877009677306427645738309982374377034638548284e-79,3.8828232799660920850678841802583888757771751516436009370380160941851433941677996e-79,1.6565671466795446220760673080094277962352050697225791002193380406865723601301962e-85,211362.43970756333079412450664241446532459474516503725072179057938293764327786567,-1.280074513702075571874833146217011988928498207778686806919297176670935787885607e-79,2.3995832643887823036663242754401768331131875554031678837313272429456738873478981e-79,3.3176719302687429209117199496349050748647738977239175548732802967318024869229468e-79,-120,-0.000000000028108406625401019254527354664877621255313712540347118567761638805915795375088249,-0.000000000028108406625401019254527354664877621255313712540347118567761638805915795374925004,-0.000000000028108406625401019254527354664877621255313712540347118567761638805915795374922611,-0.000000000028108406625401019254527354664877621255313712540347118567761638805915795374922593,-0.0001427670638211050654053122267968381935033845569164446264854577768992459126424167,-0.00014276706382110506540531222679683819350338455691644462648545777689924591264254,-0.0001427670638211050654053122267968381935033845569164446264854577768992459126425475,-0.00014276706382110506540531222679683819350338455691644462648545777689924591264254748,-0.000010897051604785661483002802873449689760071881536859696004429345245997248775034002,-0.000010897051604785661483002802873449689760071881536859696004429345245997248774653231,-0.000010897051604785661483002802873449689760071881536859696004429345245997248774645753,-0.00001089705160478566148300280287344968976007188153685969600442934524599724877464572
-110,-0.000000000021550654864855039018790115013474998495395207285235431019772115964580264694721268,-0.00012451568981592662730950475807191639597937851780432334973310524241680929233308802,-0.0000033359162637195054612153416593120093950728884813448446672675956126838885790616481,-110,28562661115.947083324902090309075348185306133578688029573713824736525589989412116,0.00037782096470542957953487644073272688017517038628475780020919999479835611630767405,28562661115.946705503937384879495813308865400851807854403327539978725380789417318,75598401846801.000953998501799434985254426777708016054939668041870581661330460992,57125322231.894166649804180618150696370612267157376059147427649473051179978824232,5.2255122016029327480752484651867442263489848816128399552813186857228427871641629e-79,3.5118696898386680491111187308293250819433808855015090776196548077391505669293012e-80,9.9086737958945534508814817265328358117395716849330452343320168634767618270510897e-86,364160.99857161418267912381241488261299779319022581956059150277831459502463401289,2.687934309384491387454663211420706861549009697327456898641392888903587156424645e-79,3.5799883613318128881467734695011482958700729396158230602565818054709392434802268e-79,4.679502616365905815779929547360980161120669600472496372632948389735356927803048e-79,-110,-0.000000000021550654864855039018790115013474998495395207285235431019772115964580264694820355,-0.000000000021550654864855039018790115013474998495395207285235431019772115964580264694721268,-0.000000000021550654864855039018790115013474998495395207285235431019772115964580264694724278,-0.000000000021550654864855039018790115013474998495395207285235431019772115964580264694724277,-0.00012451568981592662730950475807191639597937851780432334973310524241680929233360118,-0.00012451568981592662730950475807191639597937851780432334973310524241680929233308802,-0.00012451568981592662730950475807191639597937851780432334973310524241680929233307864,-0.00012451568981592662730950475807191639597937851780432334973310524241680929233307863,-0.0000033359162637195054612153416593120093950728884813448446672675956126838885790967668,-0.0000033359162637195054612153416593120093950728884813448446672675956126838885790616481,-0.0000033359162637195054612153416593120093950728884813448446672675956126838885790710373,-0.0000033359162637195054612153416593120093950728884813448446672675956126838885790710373
-100,-0.0000000000175337002864732187275770719894491610846199692012056962281472888525610363163271,-0.00010644553383575342242291570147331418987354896381506410019593050132331636645240375,-0.0000010010939783302565856575890223367088029226353555236739763663954438030052478514784,-100,28675773475.402704397110257210158699813102674702631367676700114149666449130629607,0.00035453974135836165379300777723884813269106722972491349255480733176666821517459661,28675773475.402349857368898848504906805325435854498676609470389236173894323297841,80881690062547.341299948400806588064167051416899598182340949687421047753192452116,57351546950.805408794220514420317399626205349405262735353400228299332898261259215,3.4447082190794813088089302870839965880477052050102456449376469495216983034525652e-79,1.2324488283007933556965004851812856596200926728575183357762784836540489935161835e-79,4.0472714256305525459088523397137162896281478341832180723964347224829265078474766e-87,565474.40104408796614173493825699988213594946181024520153195788286819598832950744,-3.7520870500055317075583803187967127444530894313329198391119331475608871708031451e-80,1.2197609114324182958895579463979075013340947693766777064431866833342968095980057e-79,1.9245364815233967245074148468845832347020003882521916746917109684277033295932263e-79,-100,-0.000000000017533700286473218727577071989449161084619969201205696228147288852561036316331147,-0.0000000000175337002864732187275770719894491610846199692012056962281472888525610363163271,-0.000000000017533700286473218727577071989449161084619969201205696228147288852561036316328974,-0.000000000017533700286473218727577071989449161084619969201205696228147288852561036316328978,-0.00010644553383575342242291570147331418987354896381506410019593050132331636645205928,-0.00010644553383575342242291570147331418987354896381506410019593050132331636645240375,-0.00010644553383575342242291570147331418987354896381506410019593050132331636645239788,-0.00010644553383575342242291570147331418987354896381506410019593050132331636645239788,-0.0000010010939783302565856575890223367088029226353555236739763663954438030052479747233,-0.0000010010939783302565856575890223367088029226353555236739763663954438030052478514784,-0.0000010010939783302565856575890223367088029226353555236739763663954438030052478573342,-0.0000010010939783302565856575890223367088029226353555236739763663954438030052478573425
-90,-0.000000000014347464966744770774688785167384394089047119356155083564138355335642375007127942,-0.00008867450428505219426189248157106858423330136270335923472406018094056874461688869,-0.00000029506737469706610743475567193520981573872169767451724225279886872675887000862417,-90,28790684350.890381126391751590616487057893343292347224179835523033298597228578856,0.00033269310055479722647181480759307011744235821896524017646726546405471817596579927,28790684350.890048433291196793390015243085750222229781821616557793122129963114801,86538266957983.771332873633170934481170591816688893144038944442166870196515775371,57581368701.780762252783503181232974115786686584694448359671046066597194457157711,1.4428578185490937717398892247480276820564444924302741611489364927032716263118546e-79,1.638652892800894453684681479094283579510917122371904892315212290215247178227612e-79,5.5639082380835428647759299214894793517248489311826652061338440697740984988266929e-86,722510.14865375198146123461785961717363044823484157643107474546296833367070608992,3.0565539213715021994152428046240096009675943916079411909583766291058611203407375e-79,5.9668299868084660664547175083796811348308223262138930626566382099559887919525691e-79,9.5121437994311723146205821219108886640446493275666127276646882821668498756078045e-79,-90,-0.000000000014347464966744770774688785167384394089047119356155083564138355335642375007072303,-0.000000000014347464966744770774688785167384394089047119356155083564138355335642375007127942,-0.000000000014347464966744770774688785167384394089047119356155083564138355335642375007126721,-0.000000000014347464966744770774688785167384394089047119356155083564138355335642375007126718,-0.000088674504285052194261892481571068584233301362703359234724060180940568744617032976,-0.00008867450428505219426189248157106858423330136270335923472406018094056874461688869,-0.00008867450428505219426189248157106858423330136270335923472406018094056874461689252,-0.000088674504285052194261892481571068584233301362703359234724060180940568744616892518,-0.00000029506737469706610743475567193520981573872169767451724225279886872675886984475888,-0.00000029506737469706610743475567193520981573872169767451724225279886872675887000862417,-0.00000029506737469706610743475567193520981573872169767451724225279886872675887000480674,-0.00000029506737469706610743475567193520981573872169767451724225279886872675887000480262
-80,-0.000000000011426539214558749255630729487840558707639118483549924971217938140366350967022637,-0.000071075364125299746152878714434714695729699849719656343727587987028216072923153118,-0.000000083782525355244480254690053008249604089423594381220014238941608095278602820571856,-80,28907383309.034938136462472748524134291555279562055532792185502816681187360470265,0.00031219264371518381206420438456809006793826110433416527360514119183375907676189697,28907383309.034625943818757564712070087170711471987594531081168651407582219278431,92594697187699.934443466589229941161770367181883343567278686480304973045699803376,57814766618.069876272924945497048268583110559124111065584371005633362374720940531,7.1508197076673280621387928434412324852992811419147479062854740562411709151981121e-80,5.5321830925530800389022946798734935683427977035444738448337761124727660314409277e-80,3.791869701731606699825853434040611566457808528126043584459549990224870873089011e-86,778044.75242892439340115898480457104336079703617822679664991623157476912075713847,-6.366170208999099504501396339074156069809798329738885533555440205427859219675106e-80,4.6646690301687099430757694926591593386041284778705020459818324433200661955975783e-79,7.8030981166167911957878367176326708028653640616904673784748114781733664343594759e-79,-80,-0.000000000011426539214558749255630729487840558707639118483549924971217938140366350966984978,-0.000000000011426539214558749255630729487840558707639118483549924971217938140366350967022637,-0.000000000011426539214558749255630729487840558707639118483549924971217938140366350967022893,-0.000000000011426539214558749255630729487840558707639118483549924971217938140366350967022897,-0.00007107536412529974615287871443471469572969984971965634372758798702821607292308161,-0.000071075364125299746152878714434714695729699849719656343727587987028216072923153118,-0.000071075364125299746152878714434714695729699849719656343727587987028216072923152343,-0.00007107536412529974615287871443471469572969984971965634372758798702821607292315234,-0.000000083782525355244480254690053008249604089423594381220014238941608095278602766048926,-0.000000083782525355244480254690053008249604089423594381220014238941608095278602820571856,-0.000000083782525355244480254690053008249604089423594381220014238941608095278602821362521,-0.000000083782525355244480254690053008249604089423594381220014238941608095278602821370757
-70,-0.0000000000085624672285795485487719637522605422375050857033167284583732064054368833558239863,-0.000053385071001969138752846559193007753086434783046398533096489130285567772550406511,-0.000000021179471627326160519916160382211114321725489736863918197451286542741375904462288,-70,29025860257.914113411423409941121519200504352971085332474890331808166753274336999,0.0002929554193559915700109870403924470961908728969876876835235456942696195145435059,29025860257.91382045600405394955150821346396052398914160199334412048322972864273,99079444653122.004046430738523465270897126277455753547875578993791836144237208244,58051720515.828226822846819882243038401008705942170664949780663616333506548673999,4.8781556589103288401828467398898963387084125035185752612306332905988586864626966e-79,3.5123329700217201717137512365249375339505556396638201936741015844345898896764629e-79,2.4690678311192139516919432709359872248395284437356981543693745208821920847043248e-85,774072.67051945052889908115079804714541344228337515612402077877974671496398444903,1.8504600619881476536423817621022748194571493364136549769162639452236562685942698e-79,5.3780756431912500718019865255626542529132773791391467437048622252346884390215105e-79,9.1993546970303354302733755334292129472106161590875186393266545514612226917012828e-79,-70,-0.000000000008562467228579548548771963752260542237505085703316728458373206405436883356070804,-0.0000000000085624672285795485487719637522605422375050857033167284583732064054368833558239863,-0.0000000000085624672285795485487719637522605422375050857033167284583732064054368833558238973,-0.0000000000085624672285795485487719637522605422375050857033167284583732064054368833558239001,-0.000053385071001969138752846559193007753086434783046398533096489130285567772550894327,-0.000053385071001969138752846559193007753086434783046398533096489130285567772550406511,-0.000053385071001969138752846559193007753086434783046398533096489130285567772550406786,-0.000053385071001969138752846559193007753086434783046398533096489130285567772550406788,-0.000000021179471627326160519916160382211114321725489736863918197451286542741376255418647,-0.000000021179471627326160519916160382211114321725489736863918197451286542741375904462288,-0.00000002117947162732616051991616038221111432172548973686391819745128654274137590418535,-0.000000021179471627326160519916160382211114321725489736863918197451286542741375904190497
-60,-0.0000000000056477439319800066623609368807265210069024614781547719199516728762376021104614099,-0.0000352454252528977116783774525220311243661599290440046468821312179478193302701552,-0.0000000029688024673190529316328243844447447279657452221050986696485197508705054464259588,-60,29146105441.426054046576129215797592594941874396460509070344631062442980217547729,0.0002749035874411630020906891991255634391144510306714226130746957682842147836533569,29146105441.425779142988688052795501905742748833021394619313959639829905521779444,106023008694508.68693182760917007137150835864626004519857042473882374350503642935,58292210882.852108093152258431595185189883748792921018140689262124885960435095457,4.2830047020865155892218426001284249195747277970479429848691418037056303831661253e-79,3.3445122974898834929245851177654135301959852485564090202621703197155587763101562e-79,2.2933604839450821890258559114230032937783626292839244962803095867284618287480506e-85,750866.24203418393878319165614344566759788001444452735453940885286657097927663034,-1.1286189110793066707941773707563807226132355796064333417646227017633035600871184e-79,5.4513048559118581265964259650663126567901500387630529882577652867192728439085558e-79,9.2159896099331388263648274471829735811980466312060316700818890971950605743774951e-79,-60,-0.0000000000056477439319800066623609368807265210069024614781547719199516728762376021102320739,-0.0000000000056477439319800066623609368807265210069024614781547719199516728762376021104614099,-0.0000000000056477439319800066623609368807265210069024614781547719199516728762376021104613799,-0.0000000000056477439319800066623609368807265210069024614781547719199516728762376021104613774,-0.000035245425252897711678377452522031124366159929044004646882131217947819330269726993,-0.0000352454252528977116783774525220311243661599290440046468821312179478193302701552,-0.000035245425252897711678377452522031124366159929044004646882131217947819330270155291,-0.000035245425252897711678377452522031124366159929044004646882131217947819330270155294,-0.0000000029688024673190529316328243844447447279657452221050986696485197508705051119747291,-0.0000000029688024673190529316328243844447447279657452221050986696485197508705054464259588,-0.0000000029688024673190529316328243844447447279657452221050986696485197508705054463331741,-0.0000000029688024673190529316328243844447447279657452221050986696485197508705054463271257
