voltage,current,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1","current, barrier 2","current, barrier 3",solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_2 transport over barrier 2,solute_2 transport over barrier 3,solute_1 transport over barrier 0,solute_1 transport over barrier 1,solute_1 transport over barrier 2,solute_1 transport over barrier 3
-150,-1.3448307583423725e-10,-0.0001929313703816809,-0.00021551283874134824,-150,28128417781.912739,0.00048727100418469161,28128417781.912251,57726434654115.289,2.5076317173416544e+24,1.615841341805202e-09,1.0992193856529386e-09,2.694270537759954e-16,58237.681372753119,8.631104719825089e-10,1.0024994274087771e-09,1.6223105817622488e-09,-150,-1.3448306425234478e-10,-1.3448307583423725e-10,-1.3448333311955315e-10,-1.3448333367939856e-10,-0.00019293218144866842,-0.0001929313703816809,-0.0001929305673688837,-0.0001929305656073266,-0.00021551254428686661,-0.00021551283874134824,-0.0002155136417541781,-0.00021551364350625227
-140,-7.442510788852295e-11,-0.00017721531603469097,-9.578696267117243e-05,-140,28234224710.822384,0.00045724549967670724,28234224710.821926,61748502130223.758,5.6741225484317902e+23,9.322044355246448e-10,6.386390860591007e-10,1.5759079419114474e-16,75931.533206286462,4.8248693929053843e-10,5.7821381553942438e-10,9.3660444392916186e-10,-140,-7.442509918812447e-11,-7.442510788852295e-11,-7.442525677891867e-11,-7.442525662447836e-11,-0.0001772157835375765,-0.00017721531603469097,-0.00017721485133314097,-0.00017721485181555166,-9.578678873367608e-05,-9.578696267117243e-05,-9.578742737276214e-05,-9.578742689060962e-05
-130,-4.211627037356283e-11,-0.0001606420989893904,-3.4085322753771297e-05,-130,28341875420.495548,0.00042907015845202232,28341875420.495121,66054175202363.031,2.9595442345787031e+23,8.227697939188622e-11,8.399680950788024e-11,2.7188094553779154e-17,121695.92105072709,4.3655745685100555e-11,5.9709806928274334e-11,9.1753040653787081e-11,-130,-4.211625659760329e-11,-4.211627037356283e-11,-4.2116283785697846e-11,-4.211628363188587e-11,-0.00016064213940580885,-0.0001606420989893904,-0.00016064205712882946,-0.0001606420576122428,-3.408528061754623e-05,-3.4085322753771297e-05,-3.408536461435574e-05,-3.408536413317641e-05
-120,-2.810831318681256e-11,-0.0001427672457118624,-1.0896796553833132e-05,-120,28451358053.098545,0.00040263097396084,28451358053.098141,70663609839082.406,1.2902857524641181e+24,5.496314653408163e-10,2.744312745800448e-10,8.792791796187077e-17,211362.08983510931,2.7807800506707281e-10,4.2813863679817966e-10,6.5248338239269433e-10,-120,-2.8108380542573738e-11,-2.810831318681256e-11,-2.810840095340697e-11,-2.810840111473052e-11,-0.000142767520912912,-0.0001427672457118624,-0.00014276697178359582,-0.00014276697128144666,-1.0896844969465747e-05,-1.0896796553833132e-05,-1.0897070482053517e-05,-1.0897070985107712e-05
-110,-2.155063499140026e-11,-0.00012451572428598612,-3.3358634223580597e-06,-110,28562661115.947083,0.00037782096470542954,28562661115.946705,75598401846801.0,9.4854135634026296e+23,1.0796401771727415e-10,6.365677950037618e-11,1.730048551330747e-17,364160.88925944141,5.3887561080045998e-11,6.9969964762989727e-11,1.1073150057337756e-10,-110,-2.1550638994273186e-11,-2.155063499140026e-11,-2.1550652291885773e-11,-2.1550652276956772e-11,-0.0001245157782534534,-0.00012451572428598612,-0.00012451567028943567,-0.00012451567033578532,-3.335853762109764e-06,-3.3358634223580597e-06,-3.3359174188892643e-06,-3.3359173723761237e-06
-100,-1.7533693013733646e-11,-0.0001064455455509671,-1.0010749406340336e-06,-100,28675773475.402706,0.0003545397413583616,28675773475.402351,80881690062547.359,2.2448656846205812e+24,3.906525406979777e-11,3.139329768364618e-11,8.82936516239481e-18,565474.35708396905,1.9326762412674725e-11,2.3349492652376294e-11,4.279732214508511e-11,-100,-1.7533690589340267e-11,-1.7533693013733646e-11,-1.7533699186737493e-11,-1.753369941870543e-11,-0.00010644556462580113,-0.0001064455455509671,-0.00010644552628440606,-0.00010644552556054706,-1.0010635378421284e-06,-1.0010749406340336e-06,-1.001094207190266e-06,-1.001094931139812e-06
-90,-1.4347455241146696e-11,-8.867451872397938e-05,-2.9504232535414177e-07,-90,28790684350.890385,0.00033269310055479719,28790684350.890053,86538266957983.797,8.9768216968742659e+23,5.118678690543138e-11,2.8066844855179074e-11,8.073266782589337e-18,722510.11329811334,2.5977442419389263e-11,3.5147187745073328e-11,5.3408504466048927e-11,-90,-1.4347458025611104e-11,-1.4347455241146696e-11,-1.4347463286259469e-11,-1.4347463314413479e-11,-8.867454471328529e-05,-8.867451872397938e-05,-8.867449361437015e-05,-8.867449352649838e-05,-2.9503945597753045e-07,-2.9504232535414177e-07,-2.950674349508353e-07,-2.9506752282238563e-07
-80,-1.142653611853629e-11,-7.107536838086068e-05,-8.377466484063567e-08,-80,28907383309.034939,0.00031219264371518379,28907383309.034626,92594697187699.937,1.4105111078876071e+24,1.5775193868208803e-11,7.858707283016353e-12,2.5179315581386022e-18,778044.74840306118,7.8728135122219101e-12,1.538927478878935e-11,2.9103553717878311e-11,-80,-1.1426538220268867e-11,-1.142653611853629e-11,-1.1426538636467849e-11,-1.1426538614069951e-11,-7.107537629735816e-05,-7.107536838086068e-05,-7.10753605221643e-05,-7.107536059206107e-05,-8.377639915124746e-08,-8.377466484063567e-08,-8.378252354791869e-08,-8.37824536449594e-08
-70,-8.562451738448682e-12,-5.33850906361223e-05,-2.1140696092152023e-08,-70,29025860257.914116,0.00029295541935599152,29025860257.913822,99079444653122.031,7.3891582067226963e+23,7.875609517836446e-11,4.7493776272888866e-11,1.2720805520670079e-17,774072.664909365,3.9023007047944702e-11,4.9967255058400472e-11,7.8925441086452889e-11,-70,-8.562454250471773e-12,-8.562451738448682e-12,-8.56246416267729e-12,-8.562464459254203e-12,-5.3385129689331734e-05,-5.33850906361223e-05,-5.338505185888983e-05,-5.3385050933236556e-05,-2.113290520355804e-08,-2.1140696092152023e-08,-2.1179473331546777e-08,-2.1180398979830928e-08
-60,-5.647701735858488e-12,-3.5245474363951865e-05,-2.8646332779838635e-09,-60,29146105441.426052,0.00027490358744116294,29146105441.425777,106023008694508.7,3.1180636474518267e+24,2.0750615949919476e-10,1.0426339739494361e-10,3.34059905703289e-17,750866.23809946491,1.0331291377951857e-10,1.7364326354827988e-10,2.7339480770558487e-10,-60,-5.647733596862281e-12,-5.647701735858488e-12,-5.647735106963418e-12,-5.647735141849058e-12,-3.524557760670177e-05,-3.5245474363951865e-05,-3.5245370209414874e-05,-3.524537010054227e-05,-2.896513251471333e-09,-2.8646332779838635e-09,-2.9687877968286426e-09,-2.968896675378807e-09
