voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.0001153214499458620125437022164073237621731950176367652906705483735013167962349868,-239.95307937133169375874935454521370174723267871414817756286915379113638390776088,-150,2710.4139751387246326551688986962161827921504266870538028186051955400528494268808,2710.4139751387246326551688986962161827921504266870538028186051955400528494268808,0.0,1.0,5420.8279502774492653103377973924323655843008533741076056372103910801056988537616,5.3976053469340278908664699142502497319475002277726758656398146688553698769765169e-79,2.573778794734014459069476086735844484304189790617311413593203863551793039787539e-85,2727.5985540111063721856338633190193921877711303468713661623862821581120292221806,6.2836396355810899879625881023824328230082758559992954433427828699994947260437963e-89,3.5226090852367822710251671066322330609312303025973764399068720031213925395303016e-79,4.981721543280539477490640321722255445420903486041830655696708283928681798396888e-79,-150,-0.0001153214499458620125437022164073237621731950176367652906705483735013167962349868,-0.0001153214499458620125437022164073237621731950176367652906705483735013167962349868,-239.95307937133169375874935454521370174723267871414817756286915379113638390776088,-239.95307937133169375874935454521370174723267871414817756286915379113638390776088
-140,-0.000077870520005550687359762657859308426718231261051947307099450175729028181471695923,-162.02771536735473784111786500976643808118350994624852217716534132524659208050229,-140,2665.2593858211500438687103529650519891116392854698147453780624718465734862552643,2665.2593858211500438687103529650519891116392854698147453780624718465734862552643,0.0,1.0,5330.5187716423000877374207059301039782232785709396294907561249436931469725105286,2.6988026734670139454332349571251248659737501138863379328199073344276849384882585e-79,1.2868893973670072295347380433679222421520948953086557067966019317758965198937695e-85,2674.0948764694166461178155211381455366337755118126226828342861751602720527919081,-6.2836396355810899879625881023824328230082758559992954433427828699994947260437963e-89,1.1437951424880984094126438236184110448672734719735292769701235262423506467502311e-79,1.6175706030831354986877209336637602544072335511163296514731495432361165795608815e-79,-140,-0.000077870520005550687359762657859308426718231261051947307099450175729028181471695923,-0.000077870520005550687359762657859308426718231261051947307099450175729028181471695923,-162.02771536735473784111786500976643808118350994624852217716534132524659208050229,-162.02771536735473784111786500976643808118350994624852217716534132524659208050229
-130,-0.000052077876084620384562922898634911363600033690072976338215396270398131996792727653,-108.36012502001744554022115033494119394661562405563459490175992412431207279738857,-130,2620.857061643572489381113037420563066164396002531421537431426543004328473816053,2620.857061643572489381113037420563066164396002531421537431426543004328473816053,0.0,1.0,5241.7141232871449787622260748411261323287920050628430748628530860086569476321061,1.3494013367335069727166174785625624329868750569431689664099536672138424692441292e-79,6.4344469868350361476736902168396112107604744765432785339830096588794825994688474e-86,2625.7689961428208193435123339028649799907431285104779912232177338725249248635457,0.0,1.5066636306263307351555381408417761701929883154876202394552265172734454437877619e-79,2.1307441403660442207506525977334116224405101747338987402955589690454313059983244e-79,-130,-0.000052077876084620384562922898634911363600033690072976338215396270398131996792727653,-0.000052077876084620384562922898634911363600033690072976338215396270398131996792727653,-108.36012502001744554022115033494119394661562405563459490175992412431207279738857,-108.36012502001744554022115033494119394661562405563459490175992412431207279738857
-120,-0.000034593748712501871281405358018785064193565419160971229117328338013455714460702128,-71.98033439971259077079351526486463238876489869956049670009071499827468380683683,-120,2577.1944747197906856962881161474819691325493045021554693077342310940484347433986,2577.1944747197906856962881161474819691325493045021554693077342310940484347433986,0.0,1.0,5154.3889494395813713925762322949639382650986090043109386154684621880968694867973,1.3494013367335069727166174785625624329868750569431689664099536672138424692441292e-79,6.4344469868350361476736902168396112107604744765432785339830096588794825994688474e-86,2580.2180852310978599856634384645501509541443722922356525671549728426517954923038,0.0,2.4505179753967215307109731431056899482202301482089403476276625733615387093245879e-80,3.4655557556451020426889129890898075117739973337378489966918837810060918215384472e-80,-120,-0.000034593748712501871281405358018785064193565419160971229117328338013455714460702128,-0.000034593748712501871281405358018785064193565419160971229117328338013455714460702128,-71.98033439971259077079351526486463238876489869956049670009071499827468380683683,-71.98033439971259077079351526486463238876489869956049670009071499827468380683683
-110,-0.000022871686997571453708775427925767907380021618325105651448890625614458962048113679,-47.589860585874851446108757644690741490232496198175273136476459377159896282973748,-110,2534.2593103579723992037992434480674916153725313202305000573264917936050730904771,2534.2593103579723992037992434480674916153725313202305000573264917936050730904771,0.0,1.0,5068.5186207159447984075984868961349832307450626404610001146529835872101461809543,6.7470066836675348635830873928128121649343752847158448320497683360692123462206461e-80,3.2172234934175180738368451084198056053802372382716392669915048294397412997344237e-86,2536.3570580148233246852240860744549276562981440402347797935329248969441500291818,0.0,1.4550637404474946610607284675886393324776734016462176277915422811998749023772212e-79,2.0577708758581719758465012602346706540373298946652285321551369839226842747151207e-79,-110,-0.000022871686997571453708775427925767907380021618325105651448890625614458962048113679,-0.000022871686997571453708775427925767907380021618325105651448890625614458962048113679,-47.589860585874851446108757644690741490232496198175273136476459377159896282973747,-47.589860585874851446108757644690741490232496198175273136476459377159896282973748
-100,-0.000015072209937719193903595263397107280818052927696774170544039738291485936254777517,-31.361235825466487380791139681543379970776608159010830501845665595503955793904893,-100,2492.0394678792741207305527798274810705152704970889265135908655704555246745604634,2492.0394678792741207305527798274810705152704970889265135908655704555246745604634,0.0,1.0,4984.0789357585482414611055596549621410305409941778530271817311409110493491209267,1.3494013367335069727166174785625624329868750569431689664099536672138424692441292e-79,6.4344469868350361476736902168396112107604744765432785339830096588794825994688474e-86,2493.6883402320464833945767379399968374097695883457987557948741365569609498855966,0.0,1.240514604760836488236301224448184910264108732641913197492768991188186327064641e-79,1.7543525783746745851306825412847161655399745758422132540589477916895042391376973e-79,-100,-0.000015072209937719193903595263397107280818052927696774170544039738291485936254777517,-0.000015072209937719193903595263397107280818052927696774170544039738291485936254777517,-31.361235825466487380791139681543379970776608159010830501845665595503955793904893,-31.361235825466487380791139681543379970776608159010830501845665595503955793904893
-90,-0.0000099096712109979885320014982917508956891163571447339569797164574052783015312692918,-20.619374138572593605989202127598358011585603272688702117910754444426705058046877,-90,2450.5230656824779267571575553192262077627461775782146713992057040863549587668668,2450.5230656824779267571575553192262077627461775782146713992057040863549587668668,0.0,1.0,4901.0461313649558535143151106384524155254923551564293427984114081727099175337337,3.3735033418337674317915436964064060824671876423579224160248841680346061731103231e-80,1.6086117467087590369184225542099028026901186191358196334957524147198706498672119e-86,2451.9775119280704232671685325979287717662641184826899157817317376423240194056245,1.5709099088952724969906470255956082057520689639998238608356957174998736815109491e-89,2.5210372293934406672063240476004506810409396851110795147622796902263715986160467e-80,3.5652850410556953335369319970173658123520378021078911421696654360645936028123908e-80,-90,-0.0000099096712109979885320014982917508956891163571447339569797164574052783015312692918,-0.0000099096712109979885320014982917508956891163571447339569797164574052783015312692918,-20.619374138572593605989202127598358011585603272688702117910754444426705058046876,-20.619374138572593605989202127598358011585603272688702117910754444426705058046877
-80,-0.0000065047627801738404056600874356071843710866305199307229246812153287592744505922457,-13.534670786878569238755865403972597618888067322587547169058949956946319820167663,-80,2409.6984546356535699359395720794240921890829142661771849510291015082106275098249,2409.6984546356535699359395720794240921890829142661771849510291015082106275098249,0.0,1.0,4819.3969092713071398718791441588481843781658285323543699020582030164212550196497,8.4337583545844185794788592410160152061679691058948060400622104200865154327758077e-80,4.0215293667718975922960563855247570067252965478395490837393810367996766246680296e-86,2411.1094733503877988830595625401816116038420341806739241920700040157478511426318,0.0,3.5918517426776829990644043792126388375005773631696529333576811379285460002604726e-80,5.0796454485282155932364748127370750684980535364238933356426590683836681496760311e-80,-80,-0.0000065047627801738404056600874356071843710866305199307229246812153287592744505922457,-0.0000065047627801738404056600874356071843710866305199307229246812153287592744505922457,-13.534670786878569238755865403972597618888067322587547169058949956946319820167663,-13.534670786878569238755865403972597618888067322587547169058949956946319820167663
-70,-0.000004264646126979421762471952435306463366806430589289335380022466705911292219711993,-8.8735874468985054996296314260393889592292339376710661482745363053503959088789748,-70,2369.5542478544397041054717261028792787457127449127088435565902253609256111818103,2369.5542478544397041054717261028792787457127449127088435565902253609256111818103,0.0,1.0,4739.1084957088794082109434522057585574914254898254176871131804507218512223636206,1.1807261696418186011270402937422421288635156748252728456087094588121121605886131e-79,5.6301411134806566292144789397346598094154151669753687172351334515195472745352415e-86,2371.0245206358374551337246657341042784934183501552425842674736739270037974045693,0.0,1.0304191665348230498416712051094077722117109544309902943524911645434928563162459e-79,1.4572327602427275915807985974833155876575936281030163043748420653532066016835055e-79,-70,-0.0000042646461269794217624719524353064633668064305892893353800224667059112922197119931,-0.000004264646126979421762471952435306463366806430589289335380022466705911292219711993,-8.8735874468985054996296314260393889592292339376710661482745363053503959088789749,-8.8735874468985054996296314260393889592292339376710661482745363053503959088789748
-60,-0.0000027934159525657855326078351081101752693881449668653938042066107397414271767424286,-5.8123511289342187264529479577480288416123151299387582120015499738123846543275146,-60,2330.0793827829022540346933835924900030485349027760592649346162186539881694518625,2330.0793827829022540346933835924900030485349027760592649346162186539881694518625,0.0,1.0,4660.158765565804508069386767184980006097069805552118529869232437307976338903725,5.9036308482090930056352014687112106443175783741263642280435472940605608029430654e-80,2.8150705567403283146072394698673299047077075834876843586175667257597736372676207e-86,2331.6898142117683528628660302772617637172477767097165715634753409273579393426383,1.5709099088952724969906470255956082057520689639998238608356957174998736815109491e-89,1.1283718730550514064702671775995334840157055400959596332424150942993395918744108e-79,1.5957588062747860306813537108078262586667032925214216753770365719427437980087783e-79,-60,-0.0000027934159525657855326078351081101752693881449668653938042066107397414271767424286,-0.0000027934159525657855326078351081101752693881449668653938042066107397414271767424286,-5.8123511289342187264529479577480288416123151299387582120015499738123846543275146,-5.8123511289342187264529479577480288416123151299387582120015499738123846543275146
