voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.00022317954633302233,-1393.1307511424616,-150,138085033874.18845,145644.09909366095,138084888230.08936,948099.06294513587,6.709829070649385e+21,4.956746124662459e-11,7.94178091345632e-18,0.0,-138085179518.28754,4.1159031748919956e-11,5.8207660913467407e-11,-150,-0.00022317954633303027,-0.00022317954633302233,-1393.1307511425111,-1393.1307511424616
-140,-0.0002035631656743571,-1270.681433672641,-140,114419289916.87662,147555.36627877111,114419142361.51035,775432.92936366901,5.5598630509605888e+21,2.7284841053187847e-12,4.336808689942018e-19,0.0,-114419437472.24289,0.0,0.0,-140,-0.00020356316567435667,-0.0002035631656743571,-1270.6814336726384,-1270.681433672641
-130,-0.00018567095832418116,-1158.9947460935155,-130,94809506416.245224,149506.06837966721,94809356910.176849,634151.55949040595,4.6069842942293626e+21,6.366462912410498e-12,1.0299920638612292e-18,-2.9103830456733704e-11,-94809655922.313614,4.1159031748919956e-11,5.8207660913467407e-11,-130,-0.0001856709583241822,-0.00018567095832418116,-1158.9947460935218,-1158.9947460935155
-120,-0.00016935137768374977,-1057.1247046426329,-120,78560551401.973495,151495.66364964278,78560399906.309845,518566.33720986865,inf,4.092726157978177e-12,6.505213034913027e-19,0.0,-78560702897.637146,0.0,0.0,-120,-0.00016935137768374912,-0.00016935137768374977,-1057.1247046426288,-1057.1247046426329
-110,-0.00015446619724510512,-964.2084721916675,-110,65096428299.985855,153523.69918797901,65096274776.286667,424015.50147824304,3.1631661647169868e+21,2.034994395216927e-11,3.2526065174565133e-18,0.0,-65096581823.685043,0.0,0.0,-110,-0.00015446619724510187,-0.00015446619724510512,-964.2084721916472,-964.2084721916675
-100,-0.00014088933981498298,-879.4590500311049,-100,53939857877.68779,155589.80371210855,53939702287.884079,346679.90183658799,inf,4.615685611497611e-11,7.37257477290143e-18,0.0,-53940013467.491501,4.1159031748919956e-11,5.8207660913467407e-11,-100,-0.0001408893398149756,-0.00014088933981498298,-879.4590500310587,-879.4590500311049
-90,-0.00012850580964289662,-802.1586120031001,-90,44695359543.494705,157693.68097326401,44695201849.813728,283431.51905416255,inf,1.3301360013429075e-11,2.1412992906588713e-18,0.0,-44695517237.175682,4.1159031748919956e-11,5.8207660913467407e-11,-90,-0.00012850580964289876,-0.00012850580964289662,-802.1586120031134,-802.1586120031001
-80,-0.00011721071840853107,-731.6524245226659,-80,37035232262.794518,159835.10375916769,37035072427.690758,231709.00128796196,1.799616302414896e+21,9.663381206337363e-12,1.5585406229479126e-18,2.9103830456733704e-11,-37035392097.89827,0.0,0.0,-80,-0.00011721071840853263,-0.00011721071840853107,-731.6524245226756,-731.6524245226659
-70,-0.00010690839681856748,-667.3433009898096,-70,30687938138.732307,162013.90843228163,30687776124.823875,189415.45473275965,inf,9.663381206337363e-12,1.5449880957918438e-18,0.0,-30688100152.640739,4.1159031748919956e-11,5.8207660913467407e-11,-70,-0.00010690839681856594,-0.00010690839681856748,-667.3433009897999,-667.3433009898096
-60,-9.751158428816079e-05,-608.6865436214781,-60,25428476876.403076,164229.98995666404,25428312646.41312,154834.55173511841,inf,6.0254023992456496e-12,9.622294280808852e-19,0.0,-25428641106.393032,0.0,0.0,-60,-9.751158428815983e-05,-9.751158428816079e-05,-608.6865436214721,-608.6865436214781
