voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_1 transport over barrier 0,solute_1 transport over barrier 1
-50,-8.89406898436678e-05,-555.185329860598,-50,21070409922.316822,166483.29737060599,21070243439.019451,126561.70471811533,inf,5.60476109967567e-11,8.971772977317549e-18,-2.9103830456733704e-11,-21070576405.614197,4.1159031748919956e-11,5.8207660913467407e-11,-50,-8.894068984365883e-05,-8.89406898436678e-05,-555.185329860542,-555.185329860598
-40,-8.112311798646004e-05,-506.38650428501904,-40,17459251549.056564,168773.82966598964,17459082775.226898,103447.62326960964,inf,4.757794158649631e-11,7.630072788866737e-18,0.0,-17459420322.88623,4.1159031748919956e-11,5.8207660913467407e-11,-40,-8.112311798646767e-05,-8.112311798646004e-05,-506.3865042850666,-506.38650428501904
-30,-7.399265380787066e-05,-461.87674037372443,-30,14466992610.827061,171101.63203874268,14466821509.195023,84552.043358366616,7.0298022077403772e+20,4.831690603168681e-12,7.724940478959219e-19,0.0,-14467163712.459099,0.0,0.0,-30,-7.399265380787143e-05,-7.399265380787066e-05,-461.87674037372926,-461.87674037372443
-20,-6.748890214717551e-05,-421.27903962032156,-20,11987562846.762074,173466.79247789728,11987389379.969595,69105.807950472707,inf,4.206412995699793e-11,6.735605996566196e-18,0.0,-11987736313.554552,0.0,0.0,-20,-6.748890214718225e-05,-6.748890214717551e-05,-421.2790396203636,-421.27903962032156
-10,-6.155677604224668e-05,-384.2495383411154,-10,9933070878.7078476,175869.43866361925,9932895009.2691841,56479.80089199332,4.8266785975024032e+20,1.4267698134062812e-11,2.290377089375628e-18,0.0,-9933246748.1465111,0.0,0.0,-10,-6.155677604224897e-05,-6.155677604224668e-05,-384.24953834112966,-384.2495383411154
0,-5.614603014001694e-05,-350.4745951311919,0,8230688618.0872326,178309.73514718012,8230510308.3520851,46159.502235217115,3.9994568736015601e+20,4.4224179873708636e-11,7.081195439045951e-18,0.0,-8230866927.8223801,4.1159031748919956e-11,5.8207660913467407e-11,0,-5.614603014002402e-05,-5.614603014001694e-05,-350.47459513123613,-350.4745951311919
10,-5.1210835114696504e-05,-319.66813429897945,10,6820069639.6055603,180787.88078822155,6819888851.7247725,37724.152802005148,inf,4.718003765447065e-11,7.555533889508359e-18,0.0,-6820250427.4863482,8.2318063497839911e-11,1.1641532182693481e-10,10,-5.121083511468895e-05,-5.1210835114696504e-05,-319.6681342989323,-319.66813429897945
20,-4.670938948900933e-05,-291.56922277783605,20,5651210007.7347603,183304.10642683029,5651026703.6283331,30829.696714899077,2.7460364219227547e+20,1.3017142919125035e-11,2.087089182034596e-18,0.0,-5651393311.8411875,4.1159031748919956e-11,5.8207660913467407e-11,20,-4.670938948901142e-05,-4.670938948900933e-05,-291.56922277784906,-291.56922277783605
30,-4.260356557050868e-05,-265.9398599906909,30,4682675726.076766,185858.67276992011,4682489867.4039965,25194.819570640037,2.2754061669959005e+20,9.038103598868474e-12,1.4433441421213278e-18,0.0,-4682861584.7495356,4.1159031748919956e-11,5.8207660913467407e-11,30,-4.260356557051012e-05,-4.260356557050868e-05,-265.9398599906999,-265.9398599906909
40,-3.8858586503975655e-05,-242.56296194741358,40,3880133975.8367214,188451.86847322056,3879945523.9682484,20589.522445558014,inf,7.87281351222191e-12,1.260385025514399e-18,0.0,-3880322427.7051945,4.1159031748919956e-11,5.8207660913467407e-11,40,-3.8858586503974394e-05,-3.8858586503975655e-05,-242.5629619474057,-242.56296194741358
50,-3.544273170444203e-05,-221.24052249963813,50,3215136078.4204621,191084.00840181849,3214944994.4120603,16825.772629070852,7.8114959297152451e+19,2.376054908381775e-11,3.808260130855334e-18,0.0,-3215327162.428864,0.0,0.0,50,-3.544273170444584e-05,-3.544273170444203e-05,-221.2405224996619,-221.24052249963813
60,-3.232706817574773e-05,-201.7919361782006,60,2664109040.3435402,193755.4320536991,2663915284.9114866,13749.854711712987,inf,2.5437429940211587e-11,4.072534410398676e-18,0.0,-2664302795.7755938,4.1159031748919956e-11,5.8207660913467407e-11,60,-3.2327068175751805e-05,-3.232706817574773e-05,-201.79193617822602,-201.7919361782006
70,-2.9485205438772645e-05,-184.0524684068205,70,2207519932.5112529,196466.50213210192,2207323466.0091209,11236.113579438294,inf,2.731326276261825e-11,4.377466271410224e-18,-2.9103830456733704e-11,-2207716399.0133853,0.0,0.0,70,-2.9485205438768268e-05,-2.9485205438772645e-05,-184.0524684067932,-184.0524684068205
80,-2.6893071993433392e-05,-167.87186013379147,80,1829183482.6004066,199217.60325375677,1828984264.9971528,9181.8366084369227,4.4441849736791466e+19,7.08837433194276e-11,1.1357017756785659e-17,0.0,-1829382700.2036605,1.2347709524675987e-10,1.7462298274040222e-10,80,-2.689307199344475e-05,-2.6893071993433392e-05,-167.87186013386236,-167.87186013379147
90,-2.4528711420897723e-05,-153.11305506178354,90,1515688335.9234526,202009.1407812023,1515486326.7826715,7503.06807930591,3.6825170526193533e+19,1.7621459846850485e-12,2.846030702774449e-19,0.0,-1515890345.0642338,0.0,0.0,90,-2.452871142089744e-05,-2.4528711420897723e-05,-153.11305506178178,-153.11305506178354
100,-2.2372096398785437e-05,-139.65103869404143,100,1255921646.7423904,204841.53976843052,1255716805.2026219,6131.1863216913234,3.0513878164423037e+19,6.67057520331582e-11,1.0686167662560253e-17,0.0,-1256126488.2821589,8.2318063497839911e-11,1.1641532182693481e-10,100,-2.2372096398796123e-05,-2.2372096398785437e-05,-139.65103869410814,-139.65103869404143
