voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,1.6083881651015407e-05,100.39876186651315,-150,7020026.6148523735,781.2429524777051,7019245.3718998954,8985.7151256064735,inf,2.842170943040401e-14,3.3881317890172014e-21,7020026.6583237583,-1.1368683772161603e-13,1.6077746776921858e-13,2.2737367544323206e-13,-150,1.6083881651015403e-05,1.6083881651015407e-05,100.39876186651313,100.39876186651315
-140,1.872465835088797e-05,116.88301092938809,-140,7466048.388773785,767.37851764893298,7465281.0102561358,9729.290326823324,inf,1.8474111129762605e-13,3.049318610115481e-20,7466048.4282102939,1.1368683772161603e-13,1.6077746776921858e-13,2.2737367544323206e-13,-140,1.872465835088794e-05,1.872465835088797e-05,116.88301092938791,116.88301092938809
-130,2.179888845631487e-05,136.07296164990555,-130,7940410.1042957241,757.57293575880976,7939652.531359965,10481.380378698917,9.8775161553998774e+19,2.842170943040401e-14,3.3881317890172014e-21,7940410.1404347103,1.1368683772161603e-13,0.0,0.0,-130,2.1798888456314873e-05,2.179888845631487e-05,136.07296164990558,136.07296164990555
-120,2.537773895840883e-05,158.41285242452454,-120,8444912.2440944854,752.21012750649129,8444160.033966979,11226.79944776682,1.0505094312366814e+20,1.4210854715202004e-13,2.0328790734103208e-20,8444912.2775951345,0.0,1.6077746776921858e-13,2.2737367544323206e-13,-120,2.5377738958408852e-05,2.537773895840883e-05,158.4128524245247,158.41285242452454
-110,2.9544056353423657e-05,184.4198274246171,-110,8981469.7072461862,751.74962552860711,8980717.957620658,11947.42159123883,1.1172547863559792e+20,1.4210854715202004e-13,2.371692252312041e-20,8981469.7387069333,0.0,1.6077746776921858e-13,2.2737367544323206e-13,-110,2.9544056353423634e-05,2.9544056353423657e-05,184.41982742461695,184.4198274246171
-100,3.439428442043778e-05,214.69590774305732,-100,9552119.0763343982,756.73842577644507,9551362.3379086219,12622.748827025041,5.9412051133906166e+19,2.842170943040401e-14,6.776263578034403e-21,9552119.1063095815,0.0,0.0,0.0,-100,3.4394284420437787e-05,3.439428442043778e-05,214.69590774305735,214.69590774305732
-90,4.004069664862505e-05,249.94192664559955,-90,10159026.346621696,767.82480942941697,10158258.521812266,13230.917029329948,1.2637375803475989e+20,0.0,0.0,10159026.375638006,0.0,1.6077746776921858e-13,2.2737367544323206e-13,-90,4.004069664862505e-05,4.004069664862505e-05,249.94192664559955,249.94192664559955
-80,4.6613994985679476e-05,290.9737514711578,-80,10804495.146599237,785.77445771359976,10803709.372141523,13750.12262174762,inf,5.684341886080802e-14,6.776263578034403e-21,10804495.175172597,1.1368683772161603e-13,1.6077746776921858e-13,2.2737367544323206e-13,-80,4.661399498567947e-05,4.6613994985679476e-05,290.97375147115775,290.9737514711578
-70,5.426633505196291e-05,338.74116761524914,-70,11490975.481096808,811.48923496398208,11490163.991861844,14160.35479707483,1.4294261127309437e+20,5.684341886080802e-14,1.3552527156068805e-20,11490975.50975037,0.0,1.6077746776921858e-13,2.2737367544323206e-13,-70,5.42663350519629e-05,5.426633505196291e-05,338.7411676152491,338.74116761524914
-60,6.317484782947744e-05,394.34986160722497,-60,12221073.030121932,846.0290769322097,12220227.001045,14445.216320976609,5.06748997367064e+19,5.684341886080802e-14,1.3552527156068805e-20,12221073.059405986,0.0,0.0,0.0,-60,6.317484782947743e-05,6.317484782947744e-05,394.3498616072249,394.34986160722497
-50,7.354573931873629e-05,459.08701197713043,-50,12997559.038708534,890.63749312530217,12996668.401215408,14593.545790554239,1.6168383891199105e+20,1.1368683772161603e-13,1.3552527156068805e-20,12997559.069223307,0.0,0.0,0.0,-50,7.354573931873628e-05,7.354573931873629e-05,459.0870119771303,459.08701197713043
-40,8.561906302533436e-05,534.4510800582669,-40,13823380.835301027,946.77127552650495,13822434.064025501,14600.549459650394,1.7195669383210012e+20,4.547473508864641e-13,8.131516293641283e-20,13823380.867723478,2.2737367544323206e-13,4.8233240330765576e-13,6.8212102632969618e-13,-40,8.561906302533428e-05,8.561906302533436e-05,534.4510800582665,534.4510800582669
-30,9.967427570035493e-05,622.1864900147,-30,14701673.018587148,1016.1351033313604,14700656.883483816,14468.226685987198,inf,2.2737367544323206e-13,4.0657581468206416e-20,14701673.053703237,-1.1368683772161603e-13,3.2155493553843715e-13,4.5474735088646412e-13,-30,9.967427570035497e-05,9.967427570035493e-05,622.1864900147002,622.1864900147
-20,0.00011603670487418782,724.3240004630951,-20,15635769.355231859,1100.7218465819701,15634668.633385276,14205.014103958254,inf,0.0,0.0,15635769.39397599,0.0,3.2155493553843715e-13,4.5474735088646412e-13,-20,0.00011603670487418782,0.00011603670487418782,724.3240004630951,724.3240004630951
-10,0.00013508507781028687,843.227701687184,-10,16629215.433664251,1202.8595034216921,16628012.574160829,13824.736294106053,inf,0.0,0.0,16629215.477168137,-2.2737367544323206e-13,0.0,0.0,-10,0.00013508507781028687,0.00013508507781028687,843.227701687184,843.227701687184
0,0.00015726028605084007,981.6497256606747,0,17685782.121940449,1325.2658591728491,17684456.856081277,13345.082422163086,1.1000162191031773e+20,3.410605131648481e-13,5.421010862427522e-20,17685782.171594162,2.2737367544323206e-13,0.0,0.0,0,0.00015726028605084002,0.00015726028605084007,981.6497256606743,981.6497256606747
10,0.00018307558829696867,1142.7939344380068,10,18809479.880758584,1471.1121341141272,18808008.76862447,12785.891329817123,1.1699077151044159e+20,2.2737367544323206e-13,2.710505431213761e-20,18809479.93828731,2.2737367544323206e-13,6.4310987107687431e-13,9.0949470177292824e-13,10,0.00018307558829696864,0.00018307558829696867,1142.7939344380065,1142.7939344380068
20,0.00021312848762144144,1330.3900600589354,20,20004573.9859487,1644.09709483809,20002929.888853863,12167.513736722916,inf,6.821210263296962e-13,1.0842021724855044e-19,20004574.053509627,4.5474735088646412e-13,6.4310987107687431e-13,9.0949470177292824e-13,20,0.00021312848762144134,0.00021312848762144144,1330.3900600589348,1330.3900600589354
30,0.0002481145577194242,1548.7800107329851,30,21275600.718213491,1848.5333462174476,21273752.184867274,11509.449240798704,inf,2.2737367544323206e-13,5.421010862427522e-20,21275600.79851852,0.0,6.4310987107687431e-13,9.0949470177292824e-13,30,0.00024811455771942415,0.0002481145577194242,1548.780010732985,1548.7800107329851
40,0.0002888435379555254,1803.0183392979116,40,22627384.581567742,2089.447802906644,22625295.133764837,10829.361015906043,7.0368643966299283e+19,6.821210263296962e-13,1.0842021724855044e-19,22627384.678039171,-4.5474735088646412e-13,6.4310987107687431e-13,9.0949470177292824e-13,40,0.0002888435379555255,0.0002888435379555254,1803.0183392979122,1803.0183392979116
50,0.0003362580694024196,2098.989197268537,50,24065056.61582974,2372.698667478342,24062683.917162262,10142.483302106632,inf,4.547473508864641e-13,5.421010862427522e-20,24065056.73279807,-4.5474735088646412e-13,6.4310987107687431e-13,9.0949470177292824e-13,50,0.00033625806940241966,0.0003362580694024196,2098.9891972685373,2098.989197268537
60,0.0003914555050966372,2443.542478755538,60,25594073.872671105,2705.1116243390684,25591368.761046767,9461.3744003722677,7.9594717200423043e+19,4.547473508864641e-13,5.421010862427522e-20,25594074.015626635,4.5474735088646412e-13,6.4310987107687431e-13,9.0949470177292824e-13,60,0.0003914555050966371,0.0003914555050966372,2443.5424787555376,2443.542478755538
70,0.0004557132987672694,2844.6523019180363,70,27220240.129148625,3094.6384033282875,27217145.490745295,8795.9356091080699,inf,4.547473508864641e-13,5.421010862427522e-20,27220240.305061597,4.5474735088646412e-13,6.4310987107687431e-13,9.0949470177292824e-13,70,0.00045571329876726934,0.0004557132987672694,2844.652301918036,2844.6523019180363
80,0.0005305185589597386,3311.601491633824,80,28949727.917339027,3550.5413846759338,28946177.375954352,8153.6094867913607,9.0030427629169132e+19,4.547473508864641e-13,0.0,28949728.135067221,0.0,0.0,0.0,80,0.0005305185589597386,0.0005305185589597386,3311.6014916338245,3311.601491633824
90,0.0006176024516829918,3855.1963276091874,90,30789101.9536939,4083.6085197604257,30785018.345174141,7539.6801149538724,9.5750676144198484e+19,0.0,0.0,30789102.224501707,0.0,0.0,0.0,90,0.0006176024516829918,0.0006176024516829918,3855.1963276091874,3855.1963276091874
100,0.0007189802466687713,4488.016521028535,100,32745344.05704489,4706.4035438254759,32740637.653501064,6957.6150349463451,inf,1.8189894035458565e-12,3.2526065174565133e-19,32745344.395264484,9.0949470177292824e-13,1.2862197421537486e-12,1.8189894035458565e-12,100,0.0007189802466687709,0.0007189802466687713,4488.016521028533,4488.016521028535
