voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_1 transport over barrier 0,solute_1 transport over barrier 1
10,0.01234519577803418992138160744683934031662958097787337512290168127443783029782666,25687.049059580087110628026780127344340427754714542414378942854432545890935733755,10,242669339.40200550048131225923964201776054900693567174181893080624335990701197234,242669339.40200550048131225923964201776054900693567174181893080624335990701197234,0.0,1.0,485338678.80401100096262451847928403552109801387134348363786161248671981402394467,6.9089348440755557003090814902403196568928002915490251080189627761348734425299416e-77,3.2944368572595385076089293910218809399093629319901586093993009453462950909280499e-83,242669347.44900133933250960109530736112741566322154278759369528764840870093558867,0.0,7.8844524079542950623468592094054666528560679326041314126926537794176901260522342e-77,1.1150299527214170909240863732163234106164564317566359854270008591029519970585307e-76,10,0.01234519577803418992138160744683934031662958097787337512290168127443783029782666,0.01234519577803418992138160744683934031662958097787337512290168127443783029782666,25687.049059580087110628026780127344340427754714542414378942854432545890935733755,25687.049059580087110628026780127344340427754714542414378942854432545890935733755
20,0.02377640062718985091362308259179027043816259139812674985681129266705964147700572,49472.327563857367469293741635222010460133136793648057561733735204821740859186925,20,266147000.10328520988585955957269806567096799301806612790530980972338462209404607,266147000.10328520988585955957269806567096799301806612790530980972338462209404607,0.0,1.0,532294000.20657041977171911914539613134193598603613225581061961944676924418809214,6.9089348440755557003090814902403196568928002915490251080189627761348734425299416e-77,3.2944368572595385076089293910218809399093629319901586093993009453462950909280499e-83,266147011.44037627864489991835183958968141989359399930723994212812620124759326513,0.0,6.8657417436416043782791721406499211839166279253057473091557662839777567759702455e-78,9.709625089609058430104739282964073698674712547714523370280210055440096390301728e-78,20,0.02377640062718985091362308259179027043816259139812674985681129266705964147700572,0.02377640062718985091362308259179027043816259139812674985681129266705964147700572,49472.327563857367469293741635222010460133136793648057561733735204821740859186925,49472.327563857367469293741635222010460133136793648057561733735204821740859186925
30,0.04578180532419215581583793850892111465366587875874360933279032165335580878112999,95259.686483962038302356317690769400071952352805501161931714217124310020003699816,30,291899682.67220221480507996598499887299875959148770926634232317276210906219850922,291899682.67220221480507996598499887299875959148770926634232317276210906219850922,0.0,1.0,583799365.34440442961015993196999774599751918297541853268464634552421812439701843,1.3817869688151111400618162980480639313785600583098050216037925552269746885059883e-76,6.5888737145190770152178587820437618798187258639803172187986018906925901818560997e-83,291899706.08209417759792791245605611170268950177151343950339375391197660428662467,1.6086117467087590369184225542099028026901186191358196334957524147198706498672119e-86,6.5842509167760329450013550940226687588614615576616666307343375298521630798498339e-77,9.3115369445721505244968342165562180446136519040038809361228587212537631279922511e-77,30,0.045781805324192155815837938508921114653665878758743609332790321653355808781129989,0.04578180532419215581583793850892111465366587875874360933279032165335580878112999,95259.686483962038302356317690769400071952352805501161931714217124310020003699816,95259.686483962038302356317690769400071952352805501161931714217124310020003699816
40,0.088138610039955945253670365981668737527643641008368260851130025640371772630013846,183392.86317094453777311613579647821968627341211778223008758596877768568006306888,40,320147226.17706627756872522732082648157774712146023692313678446236671117694378176,320147226.17706627756872522732082648157774712146023692313678446236671117694378176,0.0,1.0,640294452.35413255513745045464165296315549424292047384627356892473342235388756352,2.7635739376302222801236325960961278627571201166196100432075851104539493770119767e-76,1.3177747429038154030435717564087523759637451727960634437597203781385180363712199e-82,320147288.69114418609770481630722075436847298879755038086000070762018547154694016,0.0,2.3719687541876830201078192302205645802454392883886455717484693200460930672025016e-77,3.3544703816974354184933310594282250086415615331622759592024513616940449235391945e-77,40,0.088138610039955945253670365981668737527643641008368260851130025640371772630013846,0.088138610039955945253670365981668737527643641008368260851130025640371772630013846,183392.86317094453777311613579647821968627341211778223008758596877768568006306888,183392.86317094453777311613579647821968627341211778223008758596877768568006306888
50,0.16964725418486454253799662000516160230317158696560940228660665210068410745743239,352990.54137508227583907036950372220856119043486236918495948179207811681278145354,50,351130817.21551077102959931948573392907382436679521156475180076450538535129350791,351130817.21551077102959931948573392907382436679521156475180076450538535129350791,0.0,1.0,702261634.43102154205919863897146785814764873359042312950360152901077070258701583,1.1054295750520889120494530384384511451028480466478440172830340441815797508047907e-75,5.2710989716152616121742870256350095038549806911842537750388815125540721454848798e-82,351131008.02511731440099460420759668069701209217744096450898781715477585224410537,0.0,4.3844094698267492029846108890461440666728834734117889307825012188614231915830854e-76,6.2004913352260199783451247764317646368987105817413214026348531057848584801829447e-76,50,0.16964725418486454253799662000516160230317158696560940228660665210068410745743239,0.16964725418486454253799662000516160230317158696560940228660665210068410745743239,352990.54137508227583907036950372220856119043486236918495948179207811681278145354,352990.54137508227583907036950372220856119043486236918495948179207811681278145354
60,0.32642207776917205015957807484708556688383827689472316634225010762123669672878586,679196.99910356231518623651886226972870830335243873231493179684404832491778770019,60,385115045.16812791383784189115338052720597094748998555694851454693551329726066402,385115045.16812791383784189115338052720597094748998555694851454693551329726066402,0.0,1.0,770230090.33625582767568378230676105441194189497997111389702909387102659452132804,0.0,0.0,385115663.58160561786482441640032216321551698869564923110719481316827568139924576,0.0,7.3340166625049912877211197916070072943560485892970509937072018154116778675720801e-77,1.0371865830784820876396749669345430800584132113540413080310834697299534020111374e-76,60,0.32642207776917205015957807484708556688383827689472316634225010762123669672878586,0.32642207776917205015957807484708556688383827689472316634225010762123669672878586,679196.99910356231518623651886226972870830335243873231493179684404832491778770019,679196.99910356231518623651886226972870830335243873231493179684404832491778770019
70,0.6277112406137428450091364297221440786643786180610583910780908230733915905108453,1306099.1273694191472347612067379365889662442236485673016284291202321758799523824,70,422390158.31904286922381075500581938984450336960190211702492459773709101134770357,422390158.31904286922381075500581938984450336960190211702492459773709101134770357,0.0,1.0,844780316.63808573844762151001163877968900673920380423404984919547418202269540714,2.2108591501041778240989060768769022902056960932956880345660680883631595016095813e-75,1.054219794323052322434857405127001900770996138236850755007776302510814429096976e-81,422392213.57065334697370555284900896612017135077018776387821955354090094012235827,0.0,2.9239390591900989646669686496996393458192682896874822864902515459660477808339937e-76,4.1350742730590658779358796662102454767251603620866036324785581171882754052897264e-76,70,0.6277112406137428450091364297221440786643786180610583910780908230733915905108453,0.6277112406137428450091364297221440786643786180610583910780908230733915905108453,1306099.1273694191472347612067379365889662442236485673016284291202321758799523824,1306099.1273694191472347612067379365889662442236485673016284291202321758799523824
80,1.2058759195491131749108237855985412044525440635523749829620742894296017000878609,2509105.1176635729701194562946386885339085520471945062685376921846184267433128721,80,463274539.9636453661566360811480695612040485931376440313910136186316393299134738,463274539.9636453661566360811480695612040485931376440313910136186316393299134738,0.0,1.0,926549079.9272907323132721622961391224080971862752880627820272372632786598269476,4.4217183002083556481978121537538045804113921865913760691321361767263190032191627e-75,2.1084395886461046448697148102540038015419922764737015100155526050216288581939519e-81,463281440.45434882344533612982476432538645491445537655235060434347604794834525355,0.0,3.9561610482257857871106172653133270928575340267672810824676841493902399123444199e-75,5.5948566093330663975938192973974449258640351367943824077646177867063040332881773e-75,80,1.2058759195491131749108237855985412044525440635523749829620742894296017000878609,1.2058759195491131749108237855985412044525440635523749829620742894296017000878609,2509105.1176635729701194562946386885339085520471945062685376921846184267433128721,2509105.1176635729701194562946386885339085520471945062685376921846184267433128721
90,2.3125090562884217584309356157593026243344974542679149069375970451564253994017218,4811712.5599010023885526489348989736679627487349698360416792298592215483056840385,90,508117425.52965848216717906303519173882331951785304314322948122042340671383896277,508117425.52965848216717906303519173882331951785304314322948122042340671383896277,0.0,1.0,1016234851.0593169643343581260703834776466390357060862864589624408468134276779255,0.0,0.0,508140688.62408201773814651845444282421114853876338750049018112208074044740043103,0.0,2.9888254810997740647496519177209564233675546095303636494724063936734905630365894e-75,4.2268375309375911462354748611255261429869413169223142936895091610915044742273787e-75,90,2.3125090562884217584309356157593026243344974542679149069375970451564253994017218,2.3125090562884217584309356157593026243344974542679149069375970451564253994017218,4811712.5599010023885526489348989736679627487349698360416792298592215483056840385,4811712.5599010023885526489348989736679627487349698360416792298592215483056840385
100,4.421200541217394843674504280286343514108826712348751737949730765003890089054919,9199335.2917548789505081551535380450949292741213861279812559653992433355454736395,100,557301883.81884588384135393531273484266613718507271478273619313091548983775178349,557301883.81884588384135393531273484266613718507271478273619313091548983775178349,0.0,1.0,1114603767.637691767682707870625469685332274370145429565472386261830979675503567,1.7686873200833422592791248615015218321645568746365504276528544706905276012876651e-74,8.4337583545844185794788592410160152061679691058948060400622104200865154327758077e-81,557380434.52469913445550341810157800945662174979312435786227344883529751721263083,0.0,1.5426099025242945945367687748945748365518311110241829031554363295522773826290721e-74,2.1815798456008955669414594867368175829458983978813153672718889607369500163815634e-74,100,4.421200541217394843674504280286343514108826712348751737949730765003890089054919,4.421200541217394843674504280286343514108826712348751737949730765003890089054919,9199335.2917548789505081551535380450949292741213861279812559653992433355454736395,9199335.2917548789505081551535380450949292741213861279812559653992433355454736395
