voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.021261338137556988246513383132811430870576021908656310210827531356555884766694629,-44239.155508857653246035059727487121133178275463913666467151464954501394753854405,-150,56315907.958477731553613777544507823272622250816944889574994203374830643022259648,56315907.958477731553613777544507823272622250816944889574994203374830643022259648,0.0,1.0,112631815.9169554631072275550890156465452445016338897791499884067496612860445193,3.4544674220377778501545407451201598284464001457745125540094813880674367212649708e-76,1.6472184286297692538044646955109404699546814659950793046996504726731475454640249e-82,56376410.975074759796503765591300155997397020947241704197994003802397097125592765,0.0,1.2509256065226012926327816581524151722245253134446495734137891488654959958340046e-75,1.7690759582640525577728425026780301223093005562277621974208806730615244784218938e-75,-150,-0.021261338137556988246513383132811430870576021908656310210827531356555884766694629,-0.021261338137556988246513383132811430870576021908656310210827531356555884766694629,-44239.155508857653246035059727487121133178275463913666467151464954501394753854404,-44239.155508857653246035059727487121133178275463913666467151464954501394753854405
-140,-0.012549564161965963275746021811478284420719470361650348557886258394351215517472145,-26112.284981202586805669922336687459114915568737770135804389756457996861386694024,-140,61501386.237735253782463173539101412553633466097208087193702163596502360918551353,61501386.237735253782463173539101412553633466097208087193702163596502360918551353,0.0,1.0,123002772.47547050756492634707820282510726693219441617438740432719300472183710271,8.6361685550944446253863518628003995711160003644362813850237034701685918031624271e-76,4.1180460715744231345111617387773511748867036649876982617491261816828688636600623e-82,61533913.676982750204434998313951259763152787030343413495901199864549775591999824,2.573778794734014459069476086735844484304189790617311413593203863551793039787539e-85,1.4069756417795729608344369185547960335583875720005979792837288921659284183651303e-75,1.9897640345332615415130926133480953778950216504508648331210668324164282986690615e-75,-140,-0.012549564161965963275746021811478284420719470361650348557886258394351215517472146,-0.012549564161965963275746021811478284420719470361650348557886258394351215517472145,-26112.284981202586805669922336687459114915568737770135804389756457996861386694025,-26112.284981202586805669922336687459114915568737770135804389756457996861386694024
-130,-0.0073707465956465193798499783837801580732036715289688396436072889256254236904912095,-15336.551385032291607171737492602800493053543030298639544212056317997944998850692,-130,67234000.289482329869848836421240396034182198715297325479976079736139564410519912,67234000.289482329869848836421240396034182198715297325479976079736139564410519912,0.0,1.0,134468000.57896465973969767284248079206836439743059465095995215947227912882103982,1.658144362578133368074179557657676717654272069971766025924551066272369626207186e-75,7.9066484574228924182614305384525142557824710367763806625583222688311082182273197e-82,67251467.077954786644994988386648711119101739950424420514401377476376755064699879,0.0,1.1191450661705697116336765624760653693502430118168647693963360720504576150645165e-75,1.582710130841354574537852433628366829716482279294989497968391452405898635093391e-75,-130,-0.0073707465956465193798499783837801580732036715289688396436072889256254236904912087,-0.0073707465956465193798499783837801580732036715289688396436072889256254236904912095,-15336.55138503229160717173749260280049305354303029863954421205631799794499885069,-15336.551385032291607171737492602800493053543030298639544212056317997944998850692
-120,-0.004312517301630319115729459749270491965113447001266008060204164572088026937831769,-8973.1945518733231297592646754490034652112626631405828250244796207585698917359829,-120,73559049.299346795058491896426206726537020877637660523919983973182945876678226645,73559049.299346795058491896426206726537020877637660523919983973182945876678226645,0.0,1.0,147118098.59869359011698379285241345307404175527532104783996794636589175335645329,1.5545103399170000325695433353040719228008800655985306493042666246303465245692369e-76,7.4124829288339616421200911297992321147960665969778568711484271270291639545881122e-83,73568420.707207034380566076922338250810631037834815006242532947251263883119680509,2.573778794734014459069476086735844484304189790617311413593203863551793039787539e-85,1.8776045561684500265761202179870935423610952076789574371512721934161380088235601e-75,2.6553338281069377476171505975757639755591089024100103624534537007673229024324523e-75,-120,-0.0043125173016303191157294597492704919651134470012660080602041645720880269378317689,-0.004312517301630319115729459749270491965113447001266008060204164572088026937831769,-8973.1945518733231297592646754490034652112626631405828250244796207585698917359828,-8973.1945518733231297592646754490034652112626631405828250244796207585698917359829
-110,-0.0025144145592814832897754313010846578342215822367630378215013636435937973432581581,-5231.823885313115435636275940904733479613865471598768550986399650309260933517703,-110,80527518.599582401240600649781635048382821886561483595217347408985358552589956916,80527518.599582401240600649781635048382821886561483595217347408985358552589956916,0.0,1.0,161055037.19916480248120129956327009676564377312296719043469481797071710517991383,3.9726375353434445276777218568881838027133601676406894371109035962775522294547164e-76,1.9354816536399788732202460172253550521967507225442181830220893053909483659202293e-82,80532543.464571630572650839027783350528381048158105253223554175980075058585150841,-1.2868893973670072295347380433679222421520948953086557067966019317758965198937695e-85,2.2616978183641385197591482097912223535037082660015864460809737220454912407653835e-76,3.1985237287202056070072335529151598547348115261072046847871590832642405930309402e-76,-110,-0.0025144145592814832897754313010846578342215822367630378215013636435937973432581583,-0.0025144145592814832897754313010846578342215822367630378215013636435937973432581581,-5231.8238853131154356362759409047334796138654715987685509863996503092609335177034,-5231.823885313115435636275940904733479613865471598768550986399650309260933517703
-100,-0.0014588875535210243795537030209924331209578885836104330255820126387286164823858633,-3035.5546265522770972415769109907180554443463350800786244220806068773190858004024,-100,88196409.288751486667356993529314158436618904944269707347695742458570071278458377,88196409.288751486667356993529314158436618904944269707347695742458570071278458377,0.0,1.0,176392818.57750297333471398705862831687323780988853941469539148491714014255691675,1.4033773902028472516252821777050649303063500592208957250663518139023961680138944e-75,6.7535955573820539405983052515948559268141940105798251492685669379599049364025022e-82,88199102.355315870390656532675616543261808667215846666719499006195729016389509783,0.0,9.465732843315372854931160722461940968046966239895286498228416284405348167847032e-77,1.3386567764817039391650802871423172575449150816693217207330165552580903087287546e-76,-100,-0.0014588875535210243795537030209924331209578885836104330255820126387286164823858626,-0.0014588875535210243795537030209924331209578885836104330255820126387286164823858633,-3035.554626552277097241576910990718055444346335080078624422080606877319085800401,-3035.5546265522770972415769109907180554443463350800786244220806068773190858004024
-90,-0.00083677821307195854161095260496132063678715876635842891908803031160990747844262284,-1741.1115544568425672372954128133767847661873164581982943896232639999047484845796,-90,96629137.238540091768180696548558608974575943791341758099580994520422092492471955,96629137.238540091768180696548558608974575943791341758099580994520422092492471955,0.0,1.0,193258274.47708018353636139309711721794915188758268351619916198904084418498494391,8.4202643412170835097516930662303895818381003553253743503981108834143770080833664e-77,4.0150949197850625561483826953079173955145360733630058052053980271407971420685608e-83,96630580.142803691016137491601312625318633568347794813305848938209137574512148549,0.0,4.8221577565512682460968520772338026255368866743019352295212983546588510659208028e-76,6.81956089921742108544005901365778205317366179827339959320253266650331350937663e-76,-90,-0.0008367782130719585416109526049613206367871587663584289190880303116099074784426228,-0.00083677821307195854161095260496132063678715876635842891908803031160990747844262284,-1741.1115544568425672372954128133767847661873164581982943896232639999047484845796,-1741.1115544568425672372954128133767847661873164581982943896232639999047484845796
-80,-0.00046291503139267029933954445812073621234731457231762116873969581557293529762919638,-963.20231251075800507524562945923509738161868072393876782251133387004212573771951,-80,105896001.84347681621052127195934452392965977543782572646820336283960825192082689,105896001.84347681621052127195934452392965977543782572646820336283960825192082689,0.0,1.0,211792003.68695363242104254391868904785931955087565145293640672567921650384165379,8.8520727689718057410210106593704095603939003735471884196492960569228065982414877e-77,4.2724727992584640020553303039815018439449550524247369465647184134959764460473147e-83,105896774.8211246478873298172248304080650123532292237029761755234075752479304039,-6.4344469868350361476736902168396112107604744765432785339830096588794825994688474e-86,1.9087671942165938558594537871021296479084648661276119732697676309836342061969023e-76,2.6994044534739465858796152554253065401013356545533878404890631375396986855769359e-76,-80,-0.00046291503139267029933954445812073621234731457231762116873969581557293529762919642,-0.00046291503139267029933954445812073621234731457231762116873969581557293529762919638,-963.2023125107580050752456294592350973816186807239387678225113338700421257377196,-963.20231251075800507524562945923509738161868072393876782251133387004212573771951
-70,-0.00022347006347615602325927950992928677725260948017793203004790638621979490018679959,-464.98140548513529389373745621135905205505233400746729191849496926785840825617367,-70,116074725.9834197371055030557946001535861009916049416616306874746015119359952634,116074725.9834197371055030557946001535861009916049416616306874746015119359952634,0.0,1.0,232149451.96683947421100611158920030717220198320988332326137494920302387199052681,4.5339884914245834283278347279702097748359001913290477271374443218385106966602742e-76,2.1799906391397102468318462454652602782056487526528627673134436724283687047000455e-82,116075140.1232703303903704271141055377497805760242591214136323273186359260187461,0.0,1.5026806931255811092162130646868724029359032606512902930260886430345859936901272e-77,2.1251114161343997003196158280990664366012863637986000083415884497071446403225928e-77,-70,-0.00022347006347615602325927950992928677725260948017793203004790638621979490018679981,-0.00022347006347615602325927950992928677725260948017793203004790638621979490018679959,-464.98140548513529389373745621135905205505233400746729191849496926785840825617412,-464.98140548513529389373745621135905205505233400746729191849496926785840825617367
-60,-0.000042090525011673532531597777389331588901551376563544541085437647270948047487340855,-87.579119874476763089098434654547621958114967713558081575485238114770844396849719,-60,127251069.70737236574045617641883787965488879117313108442067979561350367724462612,127251069.70737236574045617641883787965488879117313108442067979561350367724462612,0.0,1.0,254502139.41474473148091235283767575930977758234626216884135959122700735448925224,1.3062204939580347495896857192485604351312950551209875594848351498629995102283171e-76,6.2735858121641602439818479614186209304914626146296965706334344174074955344821262e-83,127251291.73551748879179953623465963166312665199404751766137545480684488078976175,0.0,1.4113968170041499318911842320669001757568811170116836244480906590996643306905156e-76,1.9960165204974862082806004978453892939230595750247084991148033718301061625686567e-76,-60,-0.000042090525011673532531597777389331588901551376563544541085437647270948047487340792,-0.000042090525011673532531597777389331588901551376563544541085437647270948047487340855,-87.579119874476763089098434654547621958114967713558081575485238114770844396849589,-87.579119874476763089098434654547621958114967713558081575485238114770844396849719
-50,0.00014454787370575109646859715625226951445169861053406373196376433447309226164716197,300.76544674521659553212861882151546845155913577231359350634095705249618508726621,-50,139519521.13429105242755797412931254188181697964204634972162835973493436678813899,139519521.13429105242755797412931254188181697964204634972162835973493436678813899,0.0,1.0,279039042.26858210485511594825862508376363395928409269944325671946986873357627797,3.4760578434255139617180066247771608273741901466856032574720406467428582007728769e-76,1.6703824377823753839360899802915630703134191741106351074219893074451136828221128e-82,139519640.39291437024125312186962689720937727200014652010226565055007505734437935,0.0,2.8711582499221263198517700503859975163059734834981923692076375152908048129924316e-76,4.0604309367592714127835899449126794392988630483682141660195303411817463000138819e-76,-50,0.00014454787370575109646859715625226951445169861053406373196376433447309226164716214,0.00014454787370575109646859715625226951445169861053406373196376433447309226164716197,300.76544674521659553212861882151546845155913577231359350634095705249618508726656,300.76544674521659553212861882151546845155913577231359350634095705249618508726621
-40,0.00040947958022571583112671931555300176065653501645416726997587679152051519633658218,852.01743700731549993506083534106283609798447079291721268528005708554380252754833,-40,152984069.02288088161067667223034122321270927159686578095753848134093539247990878,152984069.02288088161067667223034122321270927159686578095753848134093539247990878,0.0,1.0,305968138.04576176322135334446068244642541854319373156191507696268187078495981755,6.4771264163208334690397638971002996783370002733272110387677776026264438523718203e-77,3.0885345536808173508833713040830133811650277487407736963118446362621516477450468e-83,152984133.3972834806427583084909610323388627047556038991501873388859442669389672,0.0,4.1609724493862790038444047777768657515462054104356510899631708755173861857480807e-77,5.8845036705828725630188634044505486661037111480856217423111332837973186264155465e-77,-40,0.00040947958022571583112671931555300176065653501645416726997587679152051519633658215,0.00040947958022571583112671931555300176065653501645416726997587679152051519633658218,852.01743700731549993506083534106283609798447079291721268528005708554380252754827,852.01743700731549993506083534106283609798447079291721268528005708554380252754833
-30,0.00086482854871329995057266002308830791720995610557144856012772184919111432855003782,1799.4767971562628935677881506095256542396168586878570855008992596094294409421454,-30,167759062.40640783759282284419215826402299849974795093490945546000844781311146772,167759062.40640783759282284419215826402299849974795093490945546000844781311146772,0.0,1.0,335518124.81281567518564568838431652804599699949590186981891092001689562622293543,1.7272337110188889250772703725600799142232000728872562770047406940337183606324854e-77,8.2360921431488462690223234775547023497734073299753965234982523633657377273201247e-84,167759097.58917414774203483280318385041676883411801575070762734833683707578980142,-1.6086117467087590369184225542099028026901186191358196334957524147198706498672119e-86,4.5591266729142075528930123433921352520781754387242343212530901360852394474279675e-77,6.4475787734121979723081374038061362545655373730208522356779428995876010047701366e-77,-30,0.00086482854871329995057266002308830791720995610557144856012772184919111432855003781,0.00086482854871329995057266002308830791720995610557144856012772184919111432855003782,1799.4767971562628935677881506095256542396168586878570855008992596094294409421454,1799.4767971562628935677881506095256542396168586878570855008992596094294409421454
-20,0.0017099009847714274997242531051706997561414251662438377083895128607388751714051102,3557.8464102609810486182486742450455501032724796054791333294261418609696849689842,-20,183970163.63689031613452561658397177562361159173004093790932702315142445246982352,183970163.63689031613452561658397177562361159173004093790932702315142445246982352,0.0,1.0,367940327.27378063226905123316794355124722318346008187581865404630284890493964704,1.899957082120777817584997409816087905645520080175981904705214763437090196695734e-76,9.2656036610424520526501139122490401434950832462223210889355339087864549432351403e-83,183970183.46177987041532242968525772242245793810796054993589295907417640336379408,1.6086117467087590369184225542099028026901186191358196334957524147198706498672119e-86,2.7968749483109520891860045961530348564300391502728723658322970754484074210486367e-77,3.9553784841628976329913765381999800254171406454118470193230729449763660770365962e-77,-20,0.0017099009847714274997242531051706997561414251662438377083895128607388751714051103,0.0017099009847714274997242531051706997561414251662438377083895128607388751714051102,3557.8464102609810486182486742450455501032724796054791333294261418609696849689844,3557.8464102609810486182486742450455501032724796054791333294261418609696849689842
-10,0.0033188149539996473669962555176445838449424077633016193277509063485209346016028386,6905.5658635032196253387800086280949196269820366340532787231231387224816908477284,-10,201755402.15087080271937129670514303278471939795736101673130652032917743442388614,201755402.15087080271937129670514303278471939795736101673130652032917743442388614,0.0,1.0,403510804.30174160543874259341028606556943879591472203346261304065835486884777228,0.0,0.0,201755414.15863660232875907712850644273075952433694186554755809059082252142053278,-1.6086117467087590369184225542099028026901186191358196334957524147198706498672119e-86,2.2493697932291027119512455464122009455037295620741555049000758549367839822617161e-77,3.1810892683769615611102874856502868666409801610136757605932853199338460200688091e-77,-10,0.0033188149539996473669962555176445838449424077633016193277509063485209346016028386,0.0033188149539996473669962555176445838449424077633016193277509063485209346016028386,6905.5658635032196253387800086280949196269820366340532787231231387224816908477284,6905.5658635032196253387800086280949196269820366340532787231231387224816908477284
0,0.0064063047915291937779259134671500698740920332611497871701852177870373757901972328,13329.806058113178836576420612346853547611576789882882375160408283973384035787725,0,221266337.27046662468627204605459489575591651057618359580673863983977378546656612,221266337.27046662468627204605459489575591651057618359580673863983977378546656612,0.0,1.0,442532674.54093324937254409210918979151183302115236719161347727967954757093313223,1.7272337110188889250772703725600799142232000728872562770047406940337183606324854e-77,8.2360921431488462690223234775547023497734073299753965234982523633657377273201247e-84,221266345.78050097254910092249835871635916188995964839327317335835106410328599587,8.0430587335437951845921127710495140134505930956790981674787620735993532493360593e-87,1.9219893147360858700006803899029701031303860699277234331948185677238903223297169e-78,2.7181033556359437853293153833036983382379108628330596388514482783883220474294928e-78,0,0.0064063047915291937779259134671500698740920332611497871701852177870373757901972328,0.0064063047915291937779259134671500698740920332611497871701852177870373757901972328,13329.806058113178836576420612346853547611576789882882375160408283973384035787725,13329.806058113178836576420612346853547611576789882882375160408283973384035787725
