"{'distance': [0.11, 0.223, 0.748], 'solute_1': [10.27, -14.93, 6.01]}","{'solute_1i': '393.0 mM', 'solute_1e': '297.0 uM'}"
voltage,current,solute_1
-150,-0.10833527452460017332394628528214936702777739307546161262777872081651032923324124,-225416.7176957972801339936281447662634371794214901875657676513202235443051041127
-140,-0.053523044401871914830046104750371078099587431776668536403346822290144347983292312,-111367.13358691617683561451937529025084621257116043917736720370700688687022223158
-130,-0.022257195713501931312102334315325120291905973298264787235487214250133066295766875,-46311.268650649045383093846614978152780578605372638386523725392123257955182126298
-120,-0.0083528207639837191125225519535138751600322712325756754472278387248624188067664857,-17379.984943786348469877968729500014858132831706858274030109615627243081380475804
-110,-0.0029809044775586726480781401927671465681497680547388997211079932573750164781609149,-6202.4645808544998638221002682107120387281292425494755046348630480441784239422149
-100,-0.0010373971339897422838493162786185794095249042202322124752909335630388908422831773,-2158.5458468367504767838970108833244292382354994927646066319202367383231441960265
-90,-0.00035311292995522139101279087012509557837383033274245722745987219786333697055811972,-734.73352050607862965171417702885314751471323753143337513581311040726886826394167
-80,-0.00011423649424099178372610954767154841780738953173896815869491139435163360195951643,-237.69557686431914941278617068883441528095180548541984528863405477113153731438887
-70,-0.000030434606109567124810657840034182035707422724202994546416685154471308709543852456,-63.326271555487150796019759798943566076333868668021004627857137427532325878186643
-60,-0.0000001808121046880504860285228779674144790320816535503974471160031336529794314833161,-0.37622160775707549980883327679787590092270822725598250737217402741049761307834831
-50,0.000011760368035718785818989831229600983375196128446241015584050252167452393826310729,24.47017901730916721937076284798790435787896466098924530465279299981403207566736
-40,0.000017597774577300998170021521387459704469012797521425877878755729573100837189098942,36.616260044321677257959324697142227997141801626743401911415854961453271951094942
-30,0.000021578318533275095521225586935112361665078208729948550251326704204229841436229874,44.898706894038900173363338299998006314786925692285639564306396965582512452730055
-20,0.000025203772823260168118278230531334578083459067533537814843127795366567601756394128,52.442307164503054523348550648102959263701051701248995423931976963788617529022724
-10,0.000029033753554543004992131760001950200407704508753568206732379967229434152582656733,60.411472231674999709523711730211951695443744616273841350781545880386411495751754
0,0.000033308825816826828298259839890814312661414511700910713239362818312617924644631913,69.306753676293857984036449724257062053462061728974098444264244708894324713915968
10,0.00003816638043557129647028143162425632157529075654921521120433895063574688106356129,79.414025042803363081792255503051742354840397160889031638934333373194618440680714
20,0.000043716113180341923493253344650604986398387695439671944174751291887688583854777842,90.961533875035212848315655773406251712361732957502845438262429743857650433641236
30,0.000050067211092154025707697567939624820825277727844753556130450276861457527203819451,104.17646918883484286418629120848531688427359796770544060382899428362214096556049
40,0.000057339045164157773733302649574692645256276729696937586911794184055954540917995476,119.30721007939611625705070121799770694810517786637185757314380893762223234523511
50,0.00006566636387570115128759776522562744378727158704428326529025817629811145773401805,136.63413207594912815158175774755584895615810157951876945512693915364222858821657
60,0.000075202808109692414833985010158951578038189207101203625167241917865529996856946096,156.47692074426220244021595990666824045826896441046551478765696306992187555532417
70,0.000086124097169555545016649072375439004463026463791310553629979472173660584003880543,179.20120093540479530977685727962465586209311341357499794142190153752719087629124
80,0.00009863138786366212028282740541806390424749416504613692632296721592002805344330809,205.2255261416190591662668344774290597225349871432812154126804026911737707148005
90,0.00011295502145199765315296572498287957724145491744725336987042198281681666265585071,235.02917488971629762891308619763248671599924302874559231762194863138298517974067
100,0.00012935878022369015709111189786044223580328196724806871558696586229313264864510094,269.16100753992958074110098301595136938387058291457293011373391403854130630918002
"{'distance': [0.11, 0.223, 0.748], 'solute_1': [10.27, -14.93, 6.01]}","{'solute_1i': '393.0 mM', 'solute_1e': '297.0 uM'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,63500072.13267663557079709793662643962008808289865408695986641148113555379185339,63500072.13267663557079709793662643962008808289865408695986641148113555379185339,0.0,1.0,127000144.26535327114159419587325287924017616579730817391973282296227110758370678,1.3265154900625066944593436461261413741234176559774128207396408530178957009657488e-74,6.3253187659383139346091444307620114046259768294211045300466578150648865745818558e-81,89038437.871040410681823121590115676254653288016414517418434102200141941738202615,0.0,6.4459052965405226362210011374080774211777384149100396323449642618069430482914479e-75,9.115886692140174145895582358205996737196614108460895090355791963082157533237956e-75
-140,85705284.04435116354578571856419668749998384662962262945258394997397966704751154,85705284.04435116354578571856419668749998384662962262945258394997397966704751154,0.0,1.0,171410568.08870232709157143712839337499996769325924525890516789994795933409502308,2.8741168951354311713285778999399729772674049212843944449358885148721073520924557e-74,1.3770746063344870961805324854471462328821137055718862987289077951547513480079248e-80,91926025.928024025926362904992817888350507825959336877343832087788580740987537773,4.1180460715744231345111617387773511748867036649876982617491261816828688636600623e-84,1.3734183248740937193024391499746154891555225586695044779133542468463907417728359e-74,1.9423068218486808572405642004080280799583237443438556905576109481440007938852739e-74
-130,115778019.60048005135470710695013814875167808262734449486652288669592339684406106,115778019.60048005135470710695013814875167808262734449486652288669592339684406106,0.0,1.0,231556039.20096010270941421390027629750335616525468898973304577339184679368812213,7.461649631601600156333808009459545229444224314872947116660479798225663317932337e-75,3.5909361744128969732937330362138502245012055958692728842452380304274616491115744e-81,117123811.96947069535373302351033948144416654966763691631989618662247301848762002,0.0,2.6819911416935925823308982494793220398222865341971638097138403041362136103235687e-74,3.7929082467475798943308256585789549270135350342282681759993870298970841711090765e-74
-120,156493004.55015094046438791555464333537917003039697074829093249527038716576460994,156493004.55015094046438791555464333537917003039697074829093249527038716576460994,0.0,1.0,312986009.10030188092877583110928667075834006079394149658186499054077433152921987,5.5271478752604445602472651921922557255142402332392200864151702209078987540239533e-76,2.6355494858076308060871435128175047519274903455921268875194407562770360727424399e-82,156776810.85451735945711969555104319867711611316461171129535128072358234431218929,2.0590230357872115672555808693886755874433518324938491308745630908414344318300312e-84,6.1094576443973988706754722406459532322491913012514995152307879265989346077661465e-75,8.6400778594507831984210347107559837881948001378548553838994711272921756204873645e-75
-110,211605136.83181417540883594686458910956255018952776268439299075498255673673333317,211605136.83181417540883594686458910956255018952776268439299075498255673673333317,0.0,1.0,423210273.66362835081767189372917821912510037905552536878598150996511347346666634,1.4595124858109611416902934648132675275186040615897315540690058864584920147344502e-75,7.000678321676519328668974955921496997307396230479087044973514508860877068222106e-82,211664718.63554971338982542459784372331670005514700410644504324617570299768319547,0.0,1.9299483735576329155123741577176022389278324977517184260108219843076386728121436e-75,2.7293591645651008403524245454300297715521274340314498627949499337386734449365069e-75
-100,286195536.98818887329472117636126095432639906980875570301398574506329274937165951,286195536.98818887329472117636126095432639906980875570301398574506329274937165951,0.0,1.0,572391073.97637774658944235272252190865279813961751140602797149012658549874331901,5.3026074928279889999872200437594453366652242237638767704045539306835153671417302e-75,2.5490705183045679202624091163031803772548695686273852240227091064616958266055786e-81,286208034.41809243980329029560180902887261679425537250671178153080261383503542391,0.0,6.6413725379158754094008095360956083590595700911362607880562971008079129741111263e-76,9.3923191158928534302208459724808553917029152714368385513470482827363415381372184e-76
-90,387139796.06838936778505419137121999894649220451388467371628498212278595697090085,387139796.06838936778505419137121999894649220451388467371628498212278595697090085,0.0,1.0,774279592.13677873557010838274243999789298440902776934743256996424557191394180169,1.8157544387086069824874804791537840098271390766227281612012336546029464266149003e-75,8.7251101141483090162455239340345128017912033901926856920809610974405784048797571e-82,387142416.7809563374749510805487282301289883012125015544408388764852566139963352,0.0,1.2465775691464055300105952943030139252236607073876784710062629767183205283056572e-75,1.7629269048369313830885505401808806619415033324906094442154864880911135907157746e-75
-80,523741568.46307679444564310177400286049001051755420588466624805606340466869541187,523741568.46307679444564310177400286049001051755420588466624805606340466869541187,0.0,1.0,1047483136.9261535888912862035480057209800210351084117693324961121268093373908237,2.0375960184675955288020923926294692738101813359841851392790300374929021285586351e-76,9.7932283139629250167593565100298882627774421532988699287221407008145725163915858e-83,523742117.97195720787628331511750448984463588245226876790138478095378644575346136,0.0,5.8200132504463308662410683206228227344660048601686720165466123665357136236255029e-76,8.2307416719723217918790756139913101809650431654797443378369203544538280424606218e-76
-70,708589892.67922358263350198904078809992003845928248007152227385180527421954560032,708589892.67922358263350198904078809992003845928248007152227385180527421954560032,0.0,1.0,1417179785.3584471652670039780815761998400769185649601430445477036105484390912006,4.3990483577512327310561729801139535315372126856347308304964489551171264497358613e-76,2.1143592798739928781255746052534962438558919129921213262668169739077979821854633e-82,708590007.89629226526490072679277165769795970817388456232285555298864254051244096,0.0,4.2498927190092663538412804681951933597969774132538326395101926639089717960387801e-76,6.0102559218535736126733334482291732579906093754269405821201289752561916007746748e-76
