voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,3.9504646402211724e-08,0.12329789763486805,-150,579034.14213150484,0.27669873545714196,579033.86543276941,2092651.9276456607,inf,4.163336342344337e-17,1.3234889800848443e-23,0.0,-579034.41883024026,7.8504622934188758e-17,1.1102230246251565e-16,-150,3.950464640221171e-08,3.9504646402211724e-08,0.12329789763486801,0.12329789763486805
-140,4.6202953696697703e-08,0.14420397533301407,-140,650587.94135655358,0.24867141767726916,650587.69268513587,2616255.4081744123,1.6574512864090648e+22,2.7755575615628914e-17,6.617444900424222e-24,0.0,-650588.19002797129,7.8504622934188758e-17,1.1102230246251565e-16,-140,4.62029536966977e-08,4.6202953696697703e-08,0.14420397533301405,0.14420397533301407
-130,5.056287348189574e-08,0.1578117149871902,-130,746622.69576694642,0.22937075005477747,746622.4663961964,3255091.137769924,1.9021114116882473e+22,5.551115123125783e-17,1.9852334701272664e-23,0.0,-746622.92513769644,0.0,0.0,-130,5.056287348189572e-08,5.056287348189574e-08,0.15781171498719015,0.1578117149871902
-120,5.35061790109728e-08,0.166998061832,-120,869620.44546002056,0.21629498195012908,869620.22916503856,4020529.9153011697,4.4309260420960745e+22,0.0,0.0,-2.7755575615628914e-17,-869620.66175500257,3.9252311467094379e-17,5.5511151231257827e-17,-120,5.35061790109728e-08,5.35061790109728e-08,0.166998061832,0.166998061832
-110,5.559925589155159e-08,0.17353076120958674,-110,1023117.1258157191,0.2076621266400277,1023116.9181535925,4926835.4435628187,2.6065143365466543e+22,0.0,0.0,0.0,-1023117.3334778458,0.0,0.0,-110,5.559925589155159e-08,5.559925589155159e-08,0.17353076120958674,0.17353076120958674
-100,5.71826352240253e-08,0.1784726442697419,-100,1211781.5538307982,0.20220291542560839,1211781.3516278828,5992898.5261175409,6.1743194657297101e+22,5.551115123125783e-17,1.9852334701272664e-23,0.0,-1211781.7560337137,7.8504622934188758e-17,1.1102230246251565e-16,-100,5.718263522402532e-08,5.71826352240253e-08,0.17847264426974196,0.1784726442697419
-90,5.845971232194394e-08,0.18245852784626698,-90,1441540.7520373126,0.19901331058702471,1441540.5530240021,7243438.882480951,inf,2.7755575615628914e-17,6.617444900424222e-24,-2.7755575615628914e-17,-1441540.9510506233,3.9252311467094379e-17,5.5511151231257827e-17,-90,5.8459712321943945e-08,5.845971232194394e-08,0.182458527846267,0.18245852784626698
-80,5.955240310275065e-08,0.1858689235416687,-80,1719753.6790414078,0.1974494444849399,1719753.4815919632,8709843.0868088808,4.3812800183324692e+22,5.551115123125783e-17,1.9852334701272664e-23,5.5511151231257827e-17,-1719753.8764908521,7.8504622934188758e-17,1.1102230246251565e-16,-80,5.955240310275063e-08,5.955240310275065e-08,0.18586892354166865,0.1858689235416687
-70,6.053446115338612e-08,0.18893402357486305,-70,2055437.5218447864,0.19705278050233588,2055437.3247920058,10430898.344113551,inf,2.7755575615628914e-17,0.0,0.0,-2055437.7188975669,0.0,0.0,-70,6.053446115338612e-08,6.053446115338612e-08,0.18893402357486308,0.18893402357486305
-60,6.14510249567388e-08,0.19179470960280523,-60,2459552.8151374306,0.1974968022112942,2459552.6176406285,12453633.616335975,6.2660075883666491e+22,2.7755575615628914e-17,0.0,-2.7755575615628914e-17,-2459553.0126342331,3.9252311467094379e-17,5.5511151231257827e-17,-60,6.14510249567388e-08,6.14510249567388e-08,0.19179470960280526,0.19179470960280523
