voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.07942666863521781,-165265.6442680354,-150,400690995336.22559,185747.88794163545,400690809588.33765,2157176.589066403,inf,0.0,0.0,0.0,-400691181084.11353,0.0,0.0,-150,-0.07942666863521781,-0.07942666863521781,-165265.6442680354,-165265.6442680354
-140,-0.07643448406809508,-159039.70883914916,-140,261070515472.6972,181694.23118171829,261070333778.46603,1436867.3885501192,1.2685940576319525e+22,5.820766091346741e-11,2.7755575615628914e-17,0.0,-261070697166.92838,0.0,0.0,-140,-0.07643448406809511,-0.07643448406809508,-159039.7088391492,-159039.70883914916
-130,-0.07355501321659735,-153048.3004922958,-130,170100688167.53558,178105.49528465304,170100510062.04031,955055.81057830947,8.2655340001862709e+21,5.820766091346741e-11,2.7755575615628914e-17,-2.9103830456733704e-11,-170100866273.03088,8.2318063497839911e-11,1.1641532182693481e-10,-130,-0.07355501321659733,-0.07355501321659735,-153048.30049229573,-153048.3004922958
-120,-0.07078400615824675,-147282.5762760024,-120,110829229653.6745,174997.27741025263,110829054656.39709,633319.73670569411,inf,0.0,0.0,0.0,-110829404650.9519,4.1159031748919956e-11,5.8207660913467407e-11,-120,-0.07078400615824675,-0.07078400615824675,-147282.5762760024,-147282.5762760024
-110,-0.06811737125567437,-141734.02258775357,-110,72210866857.867249,172388.09881487006,72210694469.768433,418885.45296514634,inf,2.9103830456733704e-11,1.3877787807814457e-17,0.0,-72211039245.966064,4.1159031748919956e-11,5.8207660913467407e-11,-110,-0.06811737125567438,-0.06811737125567437,-141734.0225877536,-141734.02258775357
-100,-0.06555116828014455,-136394.44086588547,-100,47049043909.674995,170299.66712663547,47048873610.007866,276272.08381264273,2.2862075180632019e+21,0.0,0.0,0.0,-47049214209.342125,4.1159031748919956e-11,5.8207660913467407e-11,-100,-0.06555116828014455,-0.06555116828014455,-136394.44086588547,-136394.44086588547
-90,-0.06308160131544374,-131255.9328244772,-90,30654839489.432041,168757.16823867123,30654670732.263802,181650.59184968824,inf,2.9103830456733704e-11,1.3877787807814457e-17,0.0,-30655008246.600277,4.1159031748919956e-11,5.8207660913467407e-11,-90,-0.06308160131544376,-0.06308160131544374,-131255.93282447723,-131255.9328244772
-80,-0.06070501118862051,-126310.88470374639,-80,19973183430.827713,167789.59089353538,19973015641.23682,119037.08283966764,inf,4.3655745685100555e-11,2.0816681711721685e-17,0.0,-19973351220.418606,4.1159031748919956e-11,5.8207660913467407e-11,-80,-0.06070501118862053,-0.06070501118862051,-126310.88470374643,-126310.88470374639
-70,-0.05841786703390008,-121551.9497168125,-70,13013542499.827368,167430.08736063834,13013375069.740007,77725.232692477002,inf,0.0,0.0,0.0,-13013709929.914728,0.0,0.0,-70,-0.05841786703390008,-0.05841786703390008,-121551.9497168125,-121551.9497168125
-60,-0.05621675637052017,-116972.02740432827,-60,8478983291.6252298,167716.37397161158,8478815575.2512579,50555.488953394735,inf,1.4551915228366852e-11,6.938893903907228e-18,0.0,-8479151007.9992018,0.0,0.0,-60,-0.05621675637052018,-0.05621675637052017,-116972.02740432828,-116972.02740432827
-50,-0.05409837270650541,-112564.23784125136,-50,5524487886.4191122,168691.17568027216,5524319195.243432,32749.121962905268,inf,1.4551915228366852e-11,6.938893903907228e-18,0.0,-5524656577.5947924,4.1159031748919956e-11,5.8207660913467407e-11,-50,-0.054098372706505415,-0.05409837270650541,-112564.23784125138,-112564.23784125136
-40,-0.05205949906226996,-108321.88735387009,-40,3599484236.7118459,170402.71925800166,3599313833.992588,21123.396694520903,8.7453083608394449e+19,5.820766091346741e-11,2.7755575615628914e-17,0.0,-3599654639.4311037,0.0,0.0,-40,-0.052059499062269934,-0.05205949906226996,-108321.88735387003,-108321.88735387009
-30,-0.05009698472886446,-104238.42015993437,-30,2345246726.5167866,172905.28022655426,2345073821.2365599,13563.765799655497,inf,2.9103830456733704e-11,1.3877787807814457e-17,0.0,-2345419631.7970133,4.1159031748919956e-11,5.8207660913467407e-11,-30,-0.05009698472886447,-0.05009698472886446,-104238.4201599344,-104238.42015993437
-20,-0.048207710571818954,-100307.34617523711,-20,1528047433.7950647,176259.78917351429,1527871174.0058911,8669.2911693592159,7.425089411471265e+19,2.9103830456733704e-11,1.3877787807814457e-17,2.9103830456733704e-11,-1528223693.5842381,4.1159031748919956e-11,5.8207660913467407e-11,-20,-0.04820771057181897,-0.048207710571818954,-100307.34617523714,-100307.34617523711
-10,-0.04638853414048603,-96522.12680084484,-10,995600793.87610614,180534.50369636444,995420259.37240982,5514.739695136489,4.8378243331195666e+19,1.4551915228366852e-11,6.938893903907228e-18,-2.9103830456733704e-11,-995781328.37980258,4.1159031748919956e-11,5.8207660913467407e-11,-10,-0.04638853414048602,-0.04638853414048603,-96522.12680084482,-96522.12680084484
0,-0.04463619678908725,-92875.98166684821,0,648685102.64345825,185805.75288549409,648499296.89057279,3491.2003130668472,3.1520914283006517e+19,2.9103830456733704e-11,1.3877787807814457e-17,-5.8207660913467407e-11,-648870908.39634383,4.1159031748919956e-11,5.8207660913467407e-11,0,-0.044636196789087236,-0.04463619678908725,-92875.98166684818,-92875.98166684821
10,-0.04294715267823744,-89361.53283029013,10,422652514.22871512,192158.76199124078,422460355.46672386,2199.4964468389999,inf,2.9103830456733704e-11,1.3877787807814457e-17,2.9103830456733704e-11,-422844672.99070632,4.1159031748919956e-11,5.8207660913467407e-11,10,-0.04294715267823743,-0.04294715267823744,-89361.5328302901,-89361.53283029013
20,-0.041317219736034444,-85970.07851859019,20,275381919.66061616,199688.56573266856,275182231.0948835,1379.0570263761695,1.3381367479260299e+19,0.0,0.0,0.0,-275581608.22634882,0.0,0.0,20,-0.041317219736034444,-0.041317219736034444,-85970.07851859019,-85970.07851859019
30,-0.039740783118933094,-82689.93574476299,30,179429736.4694621,208501.01960451558,179221235.44985759,860.57006728218482,8.7188629628837212e+18,1.4551915228366852e-11,6.938893903907228e-18,0.0,-179638237.4890666,0.0,0.0,30,-0.0397407831189331,-0.039740783118933094,-82689.935744763,-82689.93574476299
40,-0.03820878320936173,-79502.25386883423,40,116915938.91243197,218713.91953272006,116697224.99289925,534.56103371116762,1.8937333733928845e+18,5.820766091346741e-11,2.7755575615628914e-17,-2.9103830456733704e-11,-117134652.8319647,4.1159031748919956e-11,5.8207660913467407e-11,40,-0.038208783209361705,-0.03820878320936173,-79502.25386883417,-79502.25386883423
50,-0.03670322459515103,-76369.58925333132,50,76192403.05261156,230458.2413282643,75961944.81128329,330.61262037526029,3.7023757303945907e+18,1.4551915228366852e-11,6.938893903907228e-18,0.0,-76422861.293939829,8.2318063497839911e-11,1.1641532182693481e-10,50,-0.03670322459515104,-0.03670322459515103,-76369.58925333133,-76369.58925333132
60,-0.03518142167058396,-73203.12457466492,60,49672834.335692883,243879.51260493428,49428954.823087946,203.67776614413276,inf,0.0,0.0,0.0,-49916713.848297819,4.1159031748919956e-11,5.8207660913467407e-11,60,-0.03518142167058396,-0.03518142167058396,-73203.12457466492,-73203.12457466492
70,-0.0335296201867244,-69766.1676794099,70,32420115.962999534,259139.33117134374,32160976.631828189,125.10689063082921,7.8772959247862003e+17,2.9103830456733704e-11,1.3877787807814457e-17,5.8207660913467407e-11,-32679255.294170875,8.2318063497839911e-11,1.1641532182693481e-10,70,-0.03352962018672439,-0.0335296201867244,-69766.16767940987,-69766.1676794099
