voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_1 transport over barrier 0,solute_1 transport over barrier 1
-50,-0.05409837270650541,-112564.23784125136,-50,5524487886.4191122,168691.17568027216,5524319195.243432,32749.121962905268,inf,1.4551915228366852e-11,6.938893903907228e-18,7812805697.7820997,0.0,0.0,0.0,-50,-0.0540983727065054,-0.05409837270650541,-112564.23784125135,-112564.23784125136
-40,-0.05205949906226997,-108321.8873538701,-40,3599484236.7118459,170402.71925800166,3599313833.992588,21123.396694520903,8.7453083608394449e+19,7.275957614183426e-11,3.469446951953614e-17,5090439430.8102999,5.8207660848241127e-11,8.2318063497839911e-11,1.1641532182693481e-10,-40,-0.052059499062269934,-0.05205949906226997,-108321.88735387003,-108321.8873538701
-30,-0.05009698472886446,-104238.42015993437,-30,2345246726.5167866,172905.28022655426,2345073821.2365599,13563.765799655497,inf,2.9103830456733704e-11,1.3877787807814457e-17,3316679736.7650499,0.0,1.2347709524675987e-10,1.7462298274040222e-10,-30,-0.050096984728864445,-0.05009698472886446,-104238.42015993434,-104238.42015993437
-20,-0.048207710571818954,-100307.34617523711,-20,1528047433.7950647,176259.78917351429,1527871174.0058911,8669.2911693592159,7.425089411471265e+19,2.9103830456733704e-11,1.3877787807814457e-17,2160985419.1989341,2.9103830263112474e-11,4.1159031748919956e-11,5.8207660913467407e-11,-20,-0.04820771057181894,-0.048207710571818954,-100307.34617523708,-100307.34617523711
-10,-0.04638853414048603,-96522.12680084484,-10,995600793.87610614,180534.50369636444,995420259.37240982,5514.739695136489,4.8378243331195666e+19,1.4551915228366852e-11,6.938893903907228e-18,1407992168.5573678,2.9103829978246742e-11,4.1159031748919956e-11,5.8207660913467407e-11,-10,-0.04638853414048602,-0.04638853414048603,-96522.12680084482,-96522.12680084484
0,-0.04463619678908725,-92875.98166684821,0,648685102.64345825,185805.75288549409,648499296.89057279,3491.2003130668472,3.1520914283006517e+19,2.9103830456733704e-11,1.3877787807814457e-17,917379307.50080895,2.9103829262826441e-11,4.1159031748919956e-11,5.8207660913467407e-11,0,-0.044636196789087236,-0.04463619678908725,-92875.98166684818,-92875.98166684821
10,-0.04294715267823744,-89361.53283029013,10,422652514.22871512,192158.76199124078,422460355.46672386,2199.4964468389999,inf,2.9103830456733704e-11,1.3877787807814457e-17,597720979.56963837,0.0,4.1159031748919956e-11,5.8207660913467407e-11,10,-0.04294715267823743,-0.04294715267823744,-89361.5328302901,-89361.53283029013
20,-0.041317219736034444,-85970.07851859019,20,275381919.66061616,199688.56573266856,275182231.0948835,1379.0570263761695,1.3381367479260299e+19,2.9103830456733704e-11,1.3877787807814457e-17,389448948.00599819,2.9103822805075995e-11,4.1159031748919956e-11,5.8207660913467407e-11,20,-0.04131721973603443,-0.041317219736034444,-85970.07851859016,-85970.07851859019
30,-0.039740783118933094,-82689.93574476299,30,179429736.4694621,208501.01960451558,179221235.44985759,860.57006728218482,8.7188629628837212e+18,7.275957614183426e-11,3.469446951953614e-17,253752138.12764534,2.9103810807426438e-11,8.2318063497839911e-11,1.1641532182693481e-10,30,-0.03974078311893313,-0.039740783118933094,-82689.93574476306,-82689.93574476299
40,-0.03820878320936173,-79502.25386883423,40,116915938.91243197,218713.91953272006,116697224.99289925,534.56103371116762,1.8937333733928845e+18,8.731149137020111e-11,4.163336342344337e-17,165344395.77774701,8.7311338597529041e-11,1.2347709524675987e-10,1.7462298274040222e-10,40,-0.03820878320936169,-0.03820878320936173,-79502.25386883414,-79502.25386883423
50,-0.03670322459515103,-76369.58925333132,50,76192403.05261156,230458.2413282643,75961944.81128329,330.61262037526029,3.7023757303945907e+18,1.0186340659856796e-10,4.85722573273506e-17,107752822.64453779,2.9103697326001469e-11,1.2347709524675987e-10,1.7462298274040222e-10,50,-0.036703224595150984,-0.03670322459515103,-76369.58925333121,-76369.58925333132
60,-0.03518142167058396,-73203.12457466492,60,49672834.335692883,243879.51260493428,49428954.823087946,203.67776614413276,inf,0.0,0.0,70248842.668870479,0.0,4.1159031748919956e-11,5.8207660913467407e-11,60,-0.03518142167058396,-0.03518142167058396,-73203.12457466492,-73203.12457466492
70,-0.0335296201867244,-69766.1676794099,70,32420115.962999534,259139.33117134374,32160976.631828189,125.10689063082921,7.8772959247862003e+17,1.4551915228366852e-10,6.938893903907228e-17,45850432.326147102,5.8205801538922811e-11,2.4695419049351975e-10,3.4924596548080444e-10,70,-0.033529620186724333,-0.0335296201867244,-69766.16767940976,-69766.1676794099
80,-0.031426179783075596,-65389.47104260424,80,21228267.412968572,276417.04539488169,20951850.36757369,76.797968021988154,inf,5.093170329928398e-11,2.0816681711721685e-17,30023848.645351525,0.0,0.0,0.0,80,-0.031426179783075575,-0.031426179783075596,-65389.471042604186,-65389.47104260424
90,-0.027951186242143208,-58158.939330302135,90,14028759.616819438,295911.61368023558,13732848.003139202,47.408614492498515,3.4099444877884557e+17,4.3655745685100555e-11,2.0816681711721685e-17,19844075.189819992,5.819471625090886e-11,1.6463612699567982e-10,2.3283064365386963e-10,90,-0.027951186242143187,-0.027951186242143208,-58158.93933030209,-58158.939330302135
100,-0.0205951782875011,-42853.05511340221,100,9512104.3192093503,317843.66202454729,9194260.6571848039,29.926990705495722,inf,4.3655745685100555e-11,2.0816681711721685e-17,13459654.763255285,0.0,1.6463612699567982e-10,2.3283064365386963e-10,100,-0.02059517828750108,-0.0205951782875011,-42853.055113402166,-42853.05511340221
