voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.07942666863521781,-165265.6442680354,-150,400690995336.22559,185747.88794163545,400690809588.33765,2157176.589066403,inf,2.9103830456733704e-11,1.3877787807814457e-17,566662639925.32581,0.0,4.1159031748919956e-11,5.8207660913467407e-11,-150,-0.0794266686352178,-0.07942666863521781,-165265.64426803536,-165265.6442680354
-140,-0.07643448406809508,-159039.70883914916,-140,261070515472.6972,181694.23118171829,261070333778.46603,1436867.3885501192,1.2685940576319525e+22,5.820766091346741e-11,2.7755575615628914e-17,369209463717.31274,2.910383045672666e-11,8.2318063497839911e-11,1.1641532182693481e-10,-140,-0.07643448406809505,-0.07643448406809508,-159039.7088391491,-159039.70883914916
-130,-0.07355501321659735,-153048.3004922958,-130,170100688167.53558,178105.49528465304,170100510062.04031,955055.81057830947,8.2655340001862709e+21,2.9103830456733704e-11,1.3877787807814457e-17,240558700175.65732,2.9103830456717755e-11,0.0,0.0,-130,-0.07355501321659734,-0.07355501321659735,-153048.30049229576,-153048.3004922958
-120,-0.07078400615824675,-147282.5762760024,-120,110829229653.6745,174997.27741025263,110829054656.39709,633319.73670569411,inf,0.0,0.0,156736199683.78427,0.0,8.2318063497839911e-11,1.1641532182693481e-10,-120,-0.07078400615824675,-0.07078400615824675,-147282.5762760024,-147282.5762760024
-110,-0.06811737125567438,-141734.0225877536,-110,72210866857.867249,172388.09881487006,72210694469.768433,418885.45296514634,inf,0.0,0.0,102121587261.40471,0.0,0.0,0.0,-110,-0.06811737125567438,-0.06811737125567438,-141734.0225877536,-141734.0225877536
-100,-0.06555116828014455,-136394.44086588547,-100,47049043909.674995,170299.66712663547,47048873610.007866,276272.08381264273,2.2862075180632019e+21,0.0,0.0,66537395994.185516,2.9103830456543051e-11,4.1159031748919956e-11,5.8207660913467407e-11,-100,-0.06555116828014455,-0.06555116828014455,-136394.44086588547,-136394.44086588547
-90,-0.06308160131544374,-131255.9328244772,-90,30654839489.432041,168757.16823867123,30654670732.263802,181650.59184968824,inf,2.9103830456733704e-11,1.3877787807814457e-17,43352489758.982033,0.0,4.1159031748919956e-11,5.8207660913467407e-11,-90,-0.06308160131544373,-0.06308160131544374,-131255.93282447718,-131255.9328244772
-80,-0.06070501118862051,-126310.88470374639,-80,19973183430.827713,167789.59089353538,19973015641.23682,119037.08283966764,inf,4.3655745685100555e-11,2.0816681711721685e-17,28246346892.638847,0.0,8.2318063497839911e-11,1.1641532182693481e-10,-80,-0.06070501118862049,-0.06070501118862051,-126310.88470374634,-126310.88470374639
-70,-0.05841786703390008,-121551.9497168125,-70,13013542499.827368,167430.08736063834,13013375069.740007,77725.232692477002,inf,0.0,0.0,18403928299.297737,0.0,0.0,0.0,-70,-0.05841786703390008,-0.05841786703390008,-121551.9497168125,-121551.9497168125
-60,-0.05621675637052017,-116972.02740432827,-60,8478983291.6252298,167716.37397161158,8478815575.2512579,50555.488953394735,inf,1.4551915228366852e-11,6.938893903907228e-18,11991093168.497074,0.0,4.1159031748919956e-11,5.8207660913467407e-11,-60,-0.05621675637052016,-0.05621675637052017,-116972.02740432826,-116972.02740432827
