voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,1.6083881651015424e-05,100.39876186651327,-150,7020026.6148523735,781.2429524777051,7019245.3718998954,8985.7151256064735,inf,1.4210854715202004e-13,2.0328790734103208e-20,2.2737367544323206e-13,-7020807.8578048507,1.6077746776921858e-13,2.2737367544323206e-13,-150,1.6083881651015403e-05,1.6083881651015424e-05,100.39876186651313,100.39876186651327
-140,1.8724658350887934e-05,116.88301092938786,-140,7466048.388773785,767.37851764893298,7465281.0102561358,9729.290326823324,inf,4.263256414560601e-14,6.776263578034403e-21,0.0,-7466815.7672914341,0.0,0.0,-140,1.872465835088794e-05,1.8724658350887934e-05,116.88301092938791,116.88301092938786
-130,2.1798888456314903e-05,136.07296164990578,-130,7940410.1042957241,757.57293575880976,7939652.531359965,10481.380378698917,9.8775161553998774e+19,1.9895196601282805e-13,3.049318610115481e-20,1.1368683772161603e-13,-7941167.6772314822,3.2155493553843715e-13,4.5474735088646412e-13,-130,2.1798888456314873e-05,2.1798888456314903e-05,136.07296164990558,136.07296164990578
-120,2.537773895840883e-05,158.41285242452454,-120,8444912.2440944854,752.21012750649129,8444160.033966979,11226.79944776682,1.0505094312366814e+20,1.4210854715202004e-13,2.0328790734103208e-20,0.0,-8445664.4542219918,1.6077746776921858e-13,2.2737367544323206e-13,-120,2.5377738958408852e-05,2.537773895840883e-05,158.4128524245247,158.41285242452454
-110,2.954405635342364e-05,184.41982742461698,-110,8981469.7072461862,751.74962552860711,8980717.957620658,11947.42159123883,1.1172547863559792e+20,0.0,0.0,-1.1368683772161603e-13,-8982221.4568717163,0.0,0.0,-110,2.954405635342364e-05,2.954405635342364e-05,184.41982742461698,184.41982742461698
-100,3.439428442043776e-05,214.6959077430572,-100,9552119.0763343982,756.73842577644507,9551362.3379086219,12622.748827025041,5.9412051133906166e+19,1.7053025658242404e-13,2.710505431213761e-20,0.0,-9552875.8147601746,1.6077746776921858e-13,2.2737367544323206e-13,-100,3.4394284420437787e-05,3.439428442043776e-05,214.69590774305738,214.6959077430572
-90,4.004069664862503e-05,249.94192664559944,-90,10159026.346621696,767.82480942941697,10158258.521812266,13230.917029329948,1.2637375803475989e+20,1.4210854715202004e-13,2.0328790734103208e-20,0.0,-10159794.171431126,0.0,0.0,-90,4.004069664862505e-05,4.004069664862503e-05,249.94192664559958,249.94192664559944
-80,4.661399498567946e-05,290.9737514711577,-80,10804495.146599237,785.77445771359976,10803709.372141523,13750.12262174762,inf,5.684341886080802e-14,6.776263578034403e-21,0.0,-10805280.92105695,1.6077746776921858e-13,2.2737367544323206e-13,-80,4.661399498567947e-05,4.661399498567946e-05,290.97375147115775,290.9737514711577
-70,5.426633505196292e-05,338.7411676152492,-70,11490975.481096808,811.48923496398208,11490163.991861844,14160.35479707483,1.4294261127309437e+20,1.7053025658242404e-13,2.710505431213761e-20,-1.1368683772161603e-13,-11491786.970331771,3.2155493553843715e-13,4.5474735088646412e-13,-70,5.426633505196289e-05,5.426633505196292e-05,338.741167615249,338.7411676152492
-60,6.317484782947743e-05,394.3498616072249,-60,12221073.030121932,846.0290769322097,12220227.001045,14445.216320976609,5.06748997367064e+19,0.0,0.0,0.0,-12221919.059198864,0.0,0.0,-60,6.317484782947743e-05,6.317484782947743e-05,394.3498616072249,394.3498616072249
-50,7.354573931873625e-05,459.08701197713015,-50,12997559.038708534,890.63749312530217,12996668.401215408,14593.545790554239,1.6168383891199105e+20,1.1368683772161603e-13,1.3552527156068805e-20,0.0,-12998449.67620166,3.2155493553843715e-13,4.5474735088646412e-13,-50,7.354573931873626e-05,7.354573931873625e-05,459.08701197713026,459.08701197713015
-40,8.561906302533432e-05,534.4510800582667,-40,13823380.835301027,946.77127552650495,13822434.064025501,14600.549459650394,1.7195669383210012e+20,2.2737367544323206e-13,4.0657581468206416e-20,0.0,-13824327.606576553,1.6077746776921858e-13,2.2737367544323206e-13,-40,8.561906302533428e-05,8.561906302533432e-05,534.4510800582665,534.4510800582667
-30,9.967427570035497e-05,622.1864900147002,-30,14701673.018587148,1016.1351033313604,14700656.883483816,14468.226685987198,inf,0.0,0.0,-1.1368683772161603e-13,-14702689.15369048,0.0,0.0,-30,9.967427570035497e-05,9.967427570035497e-05,622.1864900147002,622.1864900147002
-20,0.00011603670487418782,724.3240004630951,-20,15635769.355231859,1100.7218465819701,15634668.633385276,14205.014103958254,inf,0.0,0.0,0.0,-15636870.077078441,3.2155493553843715e-13,4.5474735088646412e-13,-20,0.00011603670487418782,0.00011603670487418782,724.3240004630951,724.3240004630951
-10,0.0001350850778102869,843.2277016871842,-10,16629215.433664251,1202.8595034216921,16628012.574160829,13824.736294106053,inf,2.2737367544323206e-13,2.710505431213761e-20,0.0,-16630418.293167673,3.2155493553843715e-13,4.5474735088646412e-13,-10,0.00013508507781028687,0.0001350850778102869,843.227701687184,843.2277016871842
0,0.00015726028605084,981.6497256606742,0,17685782.121940449,1325.2658591728491,17684456.856081277,13345.082422163086,1.1000162191031773e+20,0.0,0.0,-2.2737367544323206e-13,-17687107.387799621,3.2155493553843715e-13,4.5474735088646412e-13,0,0.00015726028605084,0.00015726028605084,981.6497256606742,981.6497256606742
10,0.00018307558829696867,1142.7939344380068,10,18809479.880758584,1471.1121341141272,18808008.76862447,12785.891329817123,1.1699077151044159e+20,0.0,0.0,0.0,-18810950.992892697,3.2155493553843715e-13,4.5474735088646412e-13,10,0.00018307558829696867,0.00018307558829696867,1142.7939344380068,1142.7939344380068
20,0.00021312848762144134,1330.3900600589348,20,20004573.9859487,1644.09709483809,20002929.888853863,12167.513736722916,inf,0.0,0.0,-4.5474735088646412e-13,-20006218.083043542,3.2155493553843715e-13,4.5474735088646412e-13,20,0.00021312848762144134,0.00021312848762144134,1330.3900600589348,1330.3900600589348
30,0.00024811455771942415,1548.780010732985,30,21275600.718213491,1848.5333462174476,21273752.184867274,11509.449240798704,inf,0.0,0.0,0.0,-21277449.251559708,3.2155493553843715e-13,4.5474735088646412e-13,30,0.00024811455771942415,0.00024811455771942415,1548.780010732985,1548.780010732985
40,0.0002888435379555255,1803.0183392979122,40,22627384.581567742,2089.447802906644,22625295.133764837,10829.361015906043,7.0368643966299283e+19,2.2737367544323206e-13,0.0,0.0,-22629474.029370647,0.0,0.0,40,0.0002888435379555255,0.0002888435379555255,1803.018339297912,1803.0183392979122
50,0.0003362580694024197,2098.9891972685377,50,24065056.61582974,2372.698667478342,24062683.917162262,10142.483302106632,inf,4.547473508864641e-13,5.421010862427522e-20,0.0,-24067429.314497221,6.4310987107687431e-13,9.0949470177292824e-13,50,0.00033625806940241966,0.0003362580694024197,2098.9891972685373,2098.9891972685377
