voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.10833527452459908,-225416.717695795,-150,63500072.132676631,62414615.737501636,1085456.3951749951,1.0173910610896031,23697674287141172.0,2.270098775625229e-09,1.0824674490095276e-15,89038437.871040404,0.0,5.2683560638617543e-09,7.4505805969238281e-09,-150,-0.10833527452460016,-0.10833527452459908,-225416.71769579727,-225416.717695795
-140,-0.05352304440187235,-111367.13358691707,-140,85705284.044351175,33241518.163237236,52463765.881113939,2.5782602233593273,37430381082835792.0,9.313225746154785e-10,4.510281037539698e-16,91926025.928024039,0.0,0.0,0.0,-140,-0.053523044401871896,-0.05352304440187235,-111367.13358691614,-111367.13358691707
-130,-0.022257195713503757,-46311.26865065284,-130,115778019.60048005,17704166.392428193,98073853.20805186,6.5395917002901971,44979969562041752.0,3.812601789832115e-09,1.8318679906315083e-15,117123811.96947069,-3.7252902984619141e-09,5.2683560638617543e-09,7.4505805969238281e-09,-130,-0.022257195713501925,-0.022257195713503757,-46311.26865064903,-46311.26865065284
-120,-0.008352820763983857,-17379.984943786636,-120,156493004.55015093,9429101.1543810032,147063903.39576992,16.596810447562145,inf,2.9103830456733704e-10,1.4051260155412137e-16,156776810.85451734,0.0,0.0,0.0,-120,-0.008352820763983717,-0.008352820763983857,-17379.984943786345,-17379.984943786636
-110,-0.0029809044775590725,-6202.464580855332,-110,211605136.83181417,5021870.31449698,206583266.51731718,42.136718708358316,3.2150342862069766e+17,8.349161362275481e-10,4.0115480381963664e-16,211664718.63554969,-9.3132257461547852e-10,0.0,0.0,-110,-0.0029809044775586714,-0.0029809044775590725,-6202.464580854497,-6202.464580855332
-100,-0.001037397133989466,-2158.5458468361758,-100,286195536.98818886,2674616.5164750493,283520920.47171384,107.00432575110761,8.6925189998315981e+17,5.743459041696042e-10,2.7603787311480943e-16,286208034.41809243,4.6566128730773926e-10,0.0,0.0,-100,-0.001037397133989742,-0.001037397133989466,-2158.54584683675,-2158.5458468361758
-90,-0.0003531129299552714,-734.7335205061827,-90,387139796.06838936,1424489.7772870751,385715306.29110229,271.7743589607872,inf,1.0402345651527867e-10,5.003593026020603e-17,387142416.78095633,0.0,0.0,0.0,-90,-0.0003531129299552214,-0.0003531129299552714,-734.7335205060787,-734.7335205061827
-80,-0.00011423649424098003,-237.6955768642947,-80,523741568.46307677,758684.11594302452,522982884.34713376,690.32889638407642,6.3624269719993795e+18,2.4499513529008254e-11,1.1777146098623792e-17,523742117.97195715,0.0,0.0,0.0,-80,-0.00011423649424099181,-0.00011423649424098003,-237.6955768643192,-237.6955768642947
-70,-3.0434606109546718e-05,-63.32627155544469,-70,708589892.67922354,404083.3007441088,708185809.37847948,1753.5738086042502,1.7215908465387395e+19,4.2454928461665986e-11,2.0403329633461587e-17,708590007.89629209,5.8207660913467407e-11,8.2318063497839911e-11,1.1641532182693481e-10,-70,-3.043460610956712e-05,-3.0434606109546718e-05,-63.326271555487146,-63.32627155544469
-60,-1.808121046611748e-07,-0.3762216077011544,-60,958719238.32246637,215227.89950215782,958504010.42296422,4454.4375545181329,inf,5.5930371445356286e-11,2.6880140594861992e-17,958719262.48128486,0.0,8.2318063497839911e-11,1.1641532182693481e-10,-60,-1.8081210468805495e-07,-1.808121046611748e-07,-0.3762216077570848,-0.3762216077011544
