voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.00022317954633302233,-1393.1307511424616,-150,138085033874.18845,145644.09909366095,138084888230.08936,948099.06294513587,6.709829070649385e+21,2.0463630789890885e-11,3.279711571768651e-18,138085033874.26526,0.0,0.0,0.0,-150,-0.0002231795463330256,-0.00022317954633302233,-1393.130751142482,-1393.1307511424616
-140,-0.0002035631656743571,-1270.681433672641,-140,114419289916.87662,147555.36627877111,114419142361.51035,775432.92936366901,5.5598630509605888e+21,2.637534635141492e-11,4.228388472693467e-18,114419289916.97176,0.0,4.1159031748919956e-11,5.8207660913467407e-11,-140,-0.00020356316567436133,-0.0002035631656743571,-1270.6814336726675,-1270.681433672641
-130,-0.00018567095832418114,-1158.9947460935152,-130,94809506416.245224,149506.06837966721,94809356910.176849,634151.55949040595,4.6069842942293626e+21,3.5697667044587433e-11,5.719166459861036e-18,94809506416.363098,0.0,4.1159031748919956e-11,5.8207660913467407e-11,-130,-0.00018567095832418685,-0.00018567095832418114,-1158.994746093551,-1158.9947460935152
-120,-0.00016935137768374974,-1057.1247046426327,-120,78560551401.973495,151495.66364964278,78560399906.309845,518566.33720986865,inf,3.865352482534945e-12,6.2341624917916505e-19,78560551402.119568,0.0,4.1159031748919956e-11,5.8207660913467407e-11,-120,-0.00016935137768374912,-0.00016935137768374974,-1057.1247046426288,-1057.1247046426327
-110,-0.00015446619724510512,-964.2084721916674,-110,65096428299.985855,153523.69918797901,65096274776.286667,424015.50147824304,3.1631661647169868e+21,8.86757334228605e-12,1.4094628242311558e-18,65096428300.166878,2.9103830456733704e-11,4.1159031748919956e-11,5.8207660913467407e-11,-110,-0.00015446619724510653,-0.00015446619724510512,-964.2084721916763,-964.2084721916674
-100,-0.00014088933981498298,-879.4590500311049,-100,53939857877.68779,155589.80371210855,53939702287.884079,346679.90183658799,inf,1.7053025658242404e-11,2.710505431213761e-18,53939857877.912193,0.0,0.0,0.0,-100,-0.00014088933981498027,-0.00014088933981498298,-879.4590500310878,-879.4590500311049
-90,-0.00012850580964289665,-802.1586120031002,-90,44695359543.494705,157693.68097326401,44695201849.813728,283431.51905416255,inf,1.5916157281026244e-11,2.5478751053409354e-18,44695359543.772888,-2.9103830456733704e-11,0.0,0.0,-90,-0.0001285058096428941,-0.00012850580964289665,-802.1586120030843,-802.1586120031002
-80,-0.00011721071840853105,-731.6524245226658,-80,37035232262.794518,159835.10375916769,37035072427.690758,231709.00128796196,1.799616302414896e+21,1.9326762412674725e-11,3.0899761915836876e-18,37035232263.13942,0.0,0.0,0.0,-80,-0.00011721071840852796,-0.00011721071840853105,-731.6524245226465,-731.6524245226658
-70,-0.00010690839681856747,-667.3433009898094,-70,30687938138.732307,162013.90843228163,30687776124.823875,189415.45473275965,inf,9.549694368615746e-12,1.531435568635775e-18,30687938139.159973,0.0,0.0,0.0,-70,-0.00010690839681856594,-0.00010690839681856747,-667.3433009897999,-667.3433009898094
-60,-9.751158428816079e-05,-608.6865436214781,-60,25428476876.403076,164229.98995666404,25428312646.41312,154834.55173511841,inf,6.0254023992456496e-12,9.622294280808852e-19,25428476876.933418,0.0,0.0,0.0,-60,-9.751158428815983e-05,-9.751158428816079e-05,-608.6865436214721,-608.6865436214781
-50,-8.894068984366781e-05,-555.1853298605981,-50,21070409922.316822,166483.29737060599,21070243439.019451,126561.70471811533,inf,2.7057467377744615e-11,4.323256162785949e-18,21070409922.974537,0.0,0.0,0.0,-50,-8.894068984366349e-05,-8.894068984366781e-05,-555.1853298605711,-555.1853298605981
-40,-8.112311798646005e-05,-506.3865042850191,-40,17459251549.056564,168773.82966598964,17459082775.226898,103447.62326960964,inf,4.75210981676355e-11,7.616520261710669e-18,17459251549.872311,0.0,4.1159031748919956e-11,5.8207660913467407e-11,-40,-8.112311798646767e-05,-8.112311798646005e-05,-506.3865042850666,-506.3865042850191
-30,-7.399265380787066e-05,-461.87674037372443,-30,14466992610.827061,171101.63203874268,14466821509.195023,84552.043358366616,7.0298022077403772e+20,4.831690603168681e-12,7.724940478959219e-19,14466992611.838873,0.0,0.0,0.0,-30,-7.399265380787143e-05,-7.399265380787066e-05,-461.87674037372926,-461.87674037372443
-20,-6.748890214717551e-05,-421.2790396203216,-20,11987562846.762074,173466.79247789728,11987389379.969595,69105.807950472707,inf,4.200728653813712e-11,6.735605996566196e-18,11987562848.017153,2.9103830456733704e-11,0.0,0.0,-20,-6.748890214718225e-05,-6.748890214717551e-05,-421.2790396203636,-421.2790396203216
-10,-6.155677604224669e-05,-384.24953834111545,-10,9933070878.7078476,175869.43866361925,9932895009.2691841,56479.80089199332,4.8266785975024032e+20,7.241851562866941e-11,1.1600963245594897e-17,9933070880.2647705,0.0,4.1159031748919956e-11,5.8207660913467407e-11,-10,-6.155677604225829e-05,-6.155677604224669e-05,-384.2495383411879,-384.24953834111545
0,-5.614603014001694e-05,-350.4745951311919,0,8230688618.0872326,178309.73514718012,8230510308.3520851,46159.502235217115,3.9994568736015601e+20,4.4224179873708636e-11,7.081195439045951e-18,8230688620.0186853,0.0,4.1159031748919956e-11,5.8207660913467407e-11,0,-5.614603014002402e-05,-5.614603014001694e-05,-350.47459513123613,-350.4745951311919
10,-5.1210835114696504e-05,-319.66813429897945,10,6820069639.6055603,180787.88078822155,6819888851.7247725,37724.152802005148,inf,1.1027623258996755e-11,1.768604793866979e-18,6820069642.0017424,0.0,0.0,0.0,10,-5.121083511469827e-05,-5.1210835114696504e-05,-319.6681342989905,-319.66813429897945
20,-4.670938948900933e-05,-291.56922277783605,20,5651210007.7347603,183304.10642683029,5651026703.6283331,30829.696714899077,2.7460364219227547e+20,1.6086687537608668e-11,2.574980159653073e-18,5651210010.7076101,0.0,4.1159031748919956e-11,5.8207660913467407e-11,20,-4.670938948900676e-05,-4.670938948900933e-05,-291.56922277781996,-291.56922277783605
30,-4.2603565570508685e-05,-265.93985999069093,30,4682675726.076766,185858.67276992011,4682489867.4039965,25194.819570640037,2.2754061669959005e+20,8.981260180007666e-12,1.4365678785432934e-18,4682675729.7651958,2.9103830456733704e-11,4.1159031748919956e-11,5.8207660913467407e-11,30,-4.260356557051012e-05,-4.2603565570508685e-05,-265.9398599906999,-265.93985999069093
40,-3.8858586503975655e-05,-242.56296194741358,40,3880133975.8367214,188451.86847322056,3879945523.9682484,20589.522445558014,inf,7.87281351222191e-12,1.260385025514399e-18,3880133980.4131236,0.0,0.0,0.0,40,-3.8858586503974394e-05,-3.8858586503975655e-05,-242.5629619474057,-242.56296194741358
50,-3.544273170444203e-05,-221.24052249963813,50,3215136078.4204621,191084.00840181849,3214944994.4120603,16825.772629070852,7.8114959297152451e+19,2.376054908381775e-11,3.808260130855334e-18,3215136084.0987749,2.9103830456733704e-11,4.1159031748919956e-11,5.8207660913467407e-11,50,-3.544273170444584e-05,-3.544273170444203e-05,-221.2405224996619,-221.24052249963813
60,-3.232706817574773e-05,-201.7919361782006,60,2664109040.3435402,193755.4320536991,2663915284.9114866,13749.854711712987,inf,6.187406142998952e-11,9.913673614664331e-18,2664109047.389267,-5.8207660913467407e-11,4.1159031748919956e-11,5.8207660913467407e-11,60,-3.232706817573782e-05,-3.232706817574773e-05,-201.7919361781387,-201.7919361782006
70,-2.9485205438772645e-05,-184.0524684068205,70,2207519932.5112529,196466.50213210192,2207323466.0091209,11236.113579438294,inf,2.731326276261825e-11,4.377466271410224e-18,2207519941.2538891,0.0,0.0,0.0,70,-2.9485205438768268e-05,-2.9485205438772645e-05,-184.0524684067932,-184.0524684068205
80,-2.6893071993433392e-05,-167.87186013379147,80,1829183482.6004066,199217.60325375677,1828984264.9971528,9181.8366084369227,4.4441849736791466e+19,1.6427748050773516e-11,2.6325784000663655e-18,1829183493.448868,0.0,0.0,0.0,80,-2.689307199343076e-05,-2.6893071993433392e-05,-167.87186013377504,-167.87186013379147
90,-2.4528711420897723e-05,-153.11305506178354,90,1515688335.9234526,202009.1407812023,1515486326.7826715,7503.06807930591,3.6825170526193533e+19,2.7341684472048655e-11,4.377466271410224e-18,1515688349.3852217,2.9103830456733704e-11,0.0,0.0,90,-2.45287114209021e-05,-2.4528711420897723e-05,-153.11305506181088,-153.11305506178354
100,-2.2372096398785437e-05,-139.65103869404143,100,1255921646.7423904,204841.53976843052,1255716805.2026219,6131.1863216913234,3.0513878164423037e+19,3.76019215764245e-11,6.024098320872584e-18,1255921663.4472766,0.0,0.0,0.0,100,-2.237209639879146e-05,-2.2372096398785437e-05,-139.65103869407903,-139.65103869404143
