voltage,current,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_1 transport over barrier 0,solute_1 transport over barrier 1
-50,-0.06692392766617071,-208876.17873336677,-50,6315279.7948112935,286713.25911487255,6028566.5356964208,22.026465794806711,1.5375231845202826e+17,5.820766091346741e-11,1.3877787807814457e-17,0.0,-6601993.0539261661,8.2318063497839911e-11,1.1641532182693481e-10,-50,-0.06692392766617072,-0.06692392766617071,-208876.17873336683,-208876.17873336677
-40,-0.05057477888320854,-157848.8729188781,-40,5473645.1891801525,248503.10713354201,5225142.0820466103,22.026465794806718,2.6652362700119661e+17,8.731149137020111e-11,2.7755575615628914e-17,0.0,-5722148.2963136947,8.2318063497839911e-11,1.1641532182693481e-10,-40,-0.050574778883208514,-0.05057477888320854,-157848.872918878,-157848.8729188781
-30,-0.03625537355692261,-113156.59661960867,-30,4851687.1842626259,220266.25739507109,4631420.9268675549,22.026465794806718,2.3623914607782202e+17,2.9103830456733704e-11,6.938893903907228e-18,0.0,-5071953.4416576969,0.0,0.0,-30,-0.036255373556922606,-0.03625537355692261,-113156.59661960864,-113156.59661960867
-20,-0.02339102367272685,-73005.69186244336,-20,4424444.4214786999,200869.46597315092,4223574.955505549,22.026465794806715,inf,0.0,0.0,0.0,-4625313.8874518508,0.0,0.0,-20,-0.02339102367272685,-0.02339102367272685,-73005.69186244336,-73005.69186244336
-10,-0.011465437699972346,-35784.761860088474,-10,4174770.1486067669,189534.27152126568,3985235.8770855013,22.026465794806715,2.032785910388279e+17,0.0,0.0,0.0,-4364304.4201280326,0.0,0.0,-10,-0.011465437699972346,-0.011465437699972346,-35784.761860088474,-35784.761860088474
0,0.0,0.0,0,4092644.0604106444,185805.75288549409,3906838.3075251505,22.026465794806715,inf,0.0,0.0,0.0,-4278449.8132961383,0.0,0.0,0,0.0,0.0,0.0,0.0
10,0.011465437699972346,35784.761860088474,10,4174770.1486067669,189534.27152126568,3985235.8770855013,22.026465794806715,2.032785910388279e+17,0.0,0.0,0.0,-4364304.4201280326,0.0,0.0,10,0.011465437699972346,0.011465437699972346,35784.761860088474,35784.761860088474
20,0.02339102367272685,73005.69186244336,20,4424444.4214786999,200869.46597315092,4223574.955505549,22.026465794806715,inf,0.0,0.0,0.0,-4625313.8874518508,0.0,0.0,20,0.02339102367272685,0.02339102367272685,73005.69186244336,73005.69186244336
30,0.036255373556922606,113156.59661960864,30,4851687.1842626259,220266.25739507109,4631420.9268675549,22.026465794806718,2.3623914607782202e+17,2.9103830456733704e-11,6.938893903907228e-18,0.0,-5071953.4416576969,0.0,0.0,30,0.03625537355692261,0.036255373556922606,113156.59661960867,113156.59661960864
40,0.050574778883208514,157848.872918878,40,5473645.1891801525,248503.10713354201,5225142.0820466103,22.026465794806718,2.6652362700119661e+17,8.731149137020111e-11,2.7755575615628914e-17,0.0,-5722148.2963136947,8.2318063497839911e-11,1.1641532182693481e-10,40,0.05057477888320854,0.050574778883208514,157848.8729188781,157848.872918878
50,0.06692392766617072,208876.17873336683,50,6315279.7948112935,286713.25911487255,6028566.5356964208,22.026465794806711,1.5375231845202826e+17,5.820766091346741e-11,1.3877787807814457e-17,0.0,-6601993.0539261661,8.2318063497839911e-11,1.1641532182693481e-10,50,0.06692392766617071,0.06692392766617072,208876.17873336677,208876.17873336683
60,0.08595896865222442,268286.4190144333,60,7410368.753059567,336430.22090301686,7073938.5321565503,22.026465794806711,1.8041344380394461e+17,0.0,0.0,0.0,-7746798.9739625836,8.2318063497839911e-11,1.1641532182693481e-10,60,0.08595896865222442,0.08595896865222442,268286.4190144333,268286.4190144333
70,0.10844384487270213,338463.9353080591,70,8802861.8289376087,399649.3087426264,8403212.5201949831,22.026465794806715,2.1431519413028032e+17,0.0,0.0,0.0,-9202511.1376802344,0.0,0.0,70,0.10844384487270213,0.10844384487270213,338463.9353080591,338463.9353080591
80,0.13528095336008678,422225.1977530798,80,10548644.658955211,478907.72660597751,10069736.932349233,22.026465794806718,2.5681816570875018e+17,0.0,0.0,1.1641532182693481e-10,-11027552.385561187,1.6463612699567982e-10,2.3283064365386963e-10,80,0.13528095336008678,0.13528095336008678,422225.1977530798,422225.1977530798
90,0.16754736150945634,522931.8399171547,90,12717781.63794026,577386.39309710742,12140395.244843151,22.026465794806715,1.5481407601342682e+17,0.0,0.0,1.1641532182693481e-10,-13295168.031037366,1.6463612699567982e-10,2.3283064365386963e-10,90,0.16754736150945634,0.16754736150945634,522931.8399171547,522931.8399171547
100,0.20653803357488837,644625.572955332,100,15397327.849215943,699037.60288435593,14698290.246331587,22.026465794806711,1.8743230163198749e+17,1.1641532182693481e-10,5.551115123125783e-17,0.0,-16096365.452100299,0.0,0.0,100,0.2065380335748883,0.20653803357488837,644625.5729553319,644625.572955332
