voltage,current,solute_5,solute_4,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_5,transport error solute_4,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_5 transport over barrier 0,solute_5 transport over barrier 1,solute_4 transport over barrier 0,solute_4 transport over barrier 1,solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.3797355878160178,-368925.91650068393,-78414.4721459438,-368925.91650068393,-78414.4721459438,-368925.9165006839,-150,142865221.6866819,437091.23965534702,142428130.44702655,326.85446132330003,1.3369967741219205e+18,5.820766091346741e-11,0.0,5.820766091346741e-11,0.0,1.1641532182693481e-10,0.0,437091.23965534684,1.1991214781190076e-10,5.7659381872971283e-10,9.6042640507221222e-10,-150,-0.3797355878160178,-0.3797355878160178,-368925.916500684,-368925.91650068393,-78414.4721459438,-78414.4721459438,-368925.916500684,-368925.91650068393,-78414.4721459438,-78414.4721459438,-368925.916500684,-368925.9165006839
-140,-0.3124460045818528,-301681.84456627525,-70129.26212468473,-301681.84456627525,-70129.26212468474,-301681.84456627525,-140,118932163.47022185,399649.3087426264,118532514.16147922,297.59131535696963,4.1110615117470746e+17,1.7462298274040222e-10,0.0,1.7462298274040222e-10,1.4551915228366852e-11,1.7462298274040222e-10,1.1102230246251565e-16,399649.30874262622,3.2390825343696614e-10,8.2945916801691045e-10,1.3533281162381172e-09,-140,-0.3124460045818529,-0.3124460045818528,-301681.8445662754,-301681.84456627525,-70129.26212468473,-70129.26212468473,-301681.8445662754,-301681.84456627525,-70129.26212468473,-70129.26212468474,-301681.8445662754,-301681.84456627525
-130,-0.2570190815044074,-246545.32433111343,-62545.929330028805,-246545.32433111343,-62545.929330028106,-246545.3243311136,-130,99241895.064548537,366207.20243857335,98875687.862109959,270.99929876773825,5.3442033926063411e+17,8.731149137020111e-11,4.0745362639427185e-10,8.731149137020111e-11,3.41970007866621e-10,2.6193447411060333e-10,1.6653345369377348e-16,366207.20243857335,2.0742292955257179e-10,7.8661144662995233e-10,1.6880221664905548e-09,-130,-0.2570190815044072,-0.2570190815044074,-246545.32433111334,-246545.32433111343,-62545.9293300284,-62545.929330028805,-246545.32433111334,-246545.32433111343,-62545.92933002845,-62545.929330028106,-246545.32433111334,-246545.3243311136
-120,-0.2113035366762625,-201303.5336407082,-55588.57721851998,-201303.5336407082,-55588.57721851998,-201303.5336407081,-120,83048557.956810549,336430.22090301686,82712127.735907525,246.85225285023088,9.4915432716332838e+17,0.0,2.1827872842550278e-11,0.0,2.1827872842550278e-11,8.731149137020111e-11,5.551115123125783e-17,336430.22090301703,9.749342122778863e-11,8.9704030003762106e-11,1.1641532182693481e-10,-120,-0.21130353667626245,-0.2113035366762625,-201303.5336407082,-201303.5336407082,-55588.57721851996,-55588.57721851998,-201303.5336407082,-201303.5336407082,-55588.57721851996,-55588.57721851998,-201303.5336407082,-201303.5336407081
-110,-0.17353179786612818,-164140.7605799519,-49187.57427178108,-164140.7605799519,-49187.57427177988,-164140.7605799518,-110,69741773.770268172,310020.34609636012,69431753.424171805,224.95869915773568,8.7019969744997453e+17,2.9103830456733704e-11,6.984919309616089e-10,2.9103830456733704e-11,6.402842700481415e-10,5.820766091346741e-11,0.0,310020.34609636018,8.9077936565109621e-11,9.4936610190051508e-10,1.5643308870494366e-09,-110,-0.17353179786612818,-0.17353179786612818,-164140.76057995186,-164140.7605799519,-49187.57427178038,-49187.57427178108,-164140.76057995186,-164140.7605799519,-49187.57427178052,-49187.57427177988,-164140.76057995186,-164140.7605799518
-100,-0.14224973572963934,-133565.53257856987,-43278.857100867586,-133565.53257856987,-43278.85710086756,-133565.5325785699,-100,58822543.137270421,286713.25911487255,58535829.878155552,205.16157264182536,9.627335773474601e+17,2.9103830456733704e-11,2.1827872842550278e-11,2.9103830456733704e-11,7.275957614183426e-12,0.0,0.0,286713.25911487255,6.774066112353652e-11,1.2560250253323515e-10,2.0372681319713593e-10,-100,-0.14224973572963934,-0.14224973572963934,-133565.5325785699,-133565.53257856987,-43278.857100867564,-43278.857100867586,-133565.5325785699,-133565.53257856987,-43278.857100867564,-43278.85710086756,-133565.5325785699,-133565.5325785699
-90,-0.11625892283959939,-108350.75837995965,-37803.28927834638,-108350.75837995965,-37803.28927834638,-108350.75837995965,-90,49883569.880745359,266275.69479826093,49617294.185947098,187.33805170816947,1.794336023653281e+18,5.820766091346741e-11,2.1827872842550278e-11,5.820766091346741e-11,2.1827872842550278e-11,5.820766091346741e-11,6.938893903907228e-17,266275.69479826087,3.0747253315016984e-11,3.0869273811689961e-10,4.9476511776447296e-10,-90,-0.11625892283959946,-0.11625892283959939,-108350.7583799597,-108350.75837995965,-37803.289278346405,-37803.28927834638,-108350.7583799597,-108350.75837995965,-37803.289278346405,-37803.28927834638,-108350.7583799597,-108350.75837995965
-80,-0.09456910737643565,-87484.48056045374,-32706.06948104718,-87484.48056045374,-32706.069481047238,-87484.48056045374,-80,42593224.355225936,248503.10713354201,42344721.248092391,171.39916215348143,1.2508436490570488e+18,1.4551915228366852e-11,2.546585164964199e-11,1.4551915228366852e-11,4.3655745685100555e-11,1.4551915228366852e-11,2.7755575615628914e-17,248503.10713354198,3.7574090439735025e-11,5.9999083541590671e-11,1.3096723705530167e-10,-80,-0.09456910737643567,-0.09456910737643565,-87484.48056045375,-87484.48056045374,-32706.069481047205,-32706.06948104718,-87484.48056045375,-87484.48056045374,-32706.069481047194,-32706.069481047238,-87484.48056045375,-87484.48056045374
-70,-0.07635899979385621,-70129.26212468473,-27936.18302000392,-70129.26212468476,-27936.18302000392,-70129.2621246847,-70,36682505.438226856,233217.62208979434,36449287.816137061,157.28873791579616,4.6632613232405197e+17,0.0,7.275957614183426e-12,2.9103830456733704e-11,7.275957614183426e-12,4.3655745685100555e-11,0.0,233217.62208979431,8.6619214866935694e-11,1.4442363492911105e-10,2.1827872842550278e-10,-70,-0.07635899979385621,-0.07635899979385621,-70129.26212468473,-70129.26212468473,-27936.183020003926,-27936.18302000392,-70129.26212468473,-70129.26212468476,-27936.183020003926,-27936.18302000392,-70129.26212468474,-70129.2621246847
-60,-0.06094380398480476,-55588.577218519946,-23445.89126830025,-55588.577218519946,-23445.891268300184,-55588.577218519946,-60,31934480.62770395,220266.25739507109,31714214.37030888,144.98126497162951,1.4970384977738189e+18,2.1827872842550278e-11,5.820766091346741e-11,2.1827872842550278e-11,2.9103830456733704e-11,2.1827872842550278e-11,1.3877787807814457e-17,220266.25739507112,2.3447745541143997e-11,8.1672421658890571e-11,1.8917489796876907e-10,-60,-0.06094380398480478,-0.06094380398480476,-55588.57721851997,-55588.577218519946,-23445.89126830019,-23445.89126830025,-55588.57721851997,-55588.577218519946,-23445.891268300213,-23445.891268300184,-55588.57721851997,-55588.577218519946
