"{'distance': [0.47, 0.505, 0.735], 'solute_5': [14.62, -17.38, 13.28], 'solute_4': [14.77, -6.22, 19.54], 'solute_3': [8.7, -4.09, 10.31], 'solute_2': [9.31, -18.82, 17.55], 'solute_1': [10.54, -6.81, 16.77]}","{'solute_5e': '28.0 nM', 'solute_5i': '334.0 mM', 'solute_4i': '306.0 nM', 'solute_3i': '320.0 mM', 'solute_1e': '51.0 M', 'solute_2i': '88.0 nM', 'solute_3e': '35.0 uM', 'solute_1i': '65.0 nM', 'solute_2e': '331.0 nM', 'solute_4e': '207.0 M'}"
voltage,current,solute_5,solute_4,solute_3,solute_2,solute_1
-150,-0.00020013207259442928876387900862044230747670430928713459976298215206259532990216287,0.00093326887048513472440484746983545302688204660798078822058310899305295351098769554,-601.23287319194203393725571945681411032239111263582494017588816395443406978999222,-4.1786946406597444540733373299094073078963484888089138080277676057699705383942086,-0.00000010272105105018742239605443207771869857014673475060682306656590505339500782383113,-34.262976733128197565606483738775681605339536976652916160090155621516997396914751
-140,-0.00016520751592265176123943514422333382994955533084178752911820015817669089640276967,0.0016367043775029840422878868076093329033455800801694893501863349222987230158791373,-492.38627129570199295626423188330244764301203310953666429555182061042105569573771,-3.3399026835726589384243528331694430818963031900089707543393298746536984515777122,-0.00000010920320869651451239706607974425805762116472734434015278839685432001700665084015,-36.467288091952266019714471581943227026602850377088749268402439973621720165849665
-130,-0.00013548026583340068489369808392291794516160157782969941872910108701970277367316878,0.0028579316038689567607472646276577670672145703094766123202073203324715448282636951,-399.5509423265177046454971587019970026586657539668233224091310947757376324198699,-2.6435008200848752526001393566320624027090616534743379293599358992757089119413745,-0.00000011564166216679821060401765822447597799483410922729635912597601623121668592791445,-38.665013982326926240507255629057282348892604974297514498096574882544622767548667
-120,-0.00010980301507759693553409307085176753618335306977486415747007524033652811366799053,0.0049352244099199521981371009307140349788449741784276165391127017955890343148822585,-319.349409467364291070242335347478525485484562358497346298282711043723501162237,-2.0510028939590498395769066880885118548344425224452613890067585940039595476475177,-0.00000012115538623414603289037243551142882009168809695750206073844435240674354495058092,-40.565186622709607484328905913796164570505954144099499250917919245659081065877392
-110,-0.000087225148157284900643429164088242138382874967835078975080673359133811094261436138,0.0083440707362756275521646088176388328600602382512193842819354200075507256143972799,-249.09680614757432526895485491157520089581470772704419915096363745837120952978655,-1.5321463393649812136862103205180417562264828245348229679251315803467634586228379,-0.00000012431956222529430246681459418723137325041062477773448534570781184419588528762905,-41.69487289088163989223983994839489318050553500454606019274315945237628458867365
-100,-0.000067092317170112176601940866796332703960847353844654012953889785758973294029339429,0.01362026696406147022011841508444836369426967466495951843648205727828648161817558,-187.11255932103501685779657778359697657258845284559192832509903350392914163102062,-1.0621311765273497768100126659424235432826468208246921306728858504220314659822555,-0.00000012319079425534932347259180148914468465031343565298080214936880751488510729078547,-41.405585937865129016668243270891792252119035897272483259685316887235811428618404
-90,-0.000049204546102793624159239052694996121486955500461159602954813852876773534949807677,0.021098880690971377502327390056717581974234545242090424930558501109696115219702113,-133.12836918866503071149138216127142817959187539999485155779082048617160444287467,-0.61885016600415995513052633658466289081130053455426257990253195771826804548719699,-0.00000011585257556555353878900460244119306313725992273874725160362417282242941581326192,-39.052292428781913385112144233688026762775148878766305937214784422785164637869993
-80,-0.000033877044397139618229459183927254935894693195154997448122582936682550931026513731,0.030502540161082086141064223445464309210852871007918880677226016420189717881078673,-88.276843330642380067205412297638728581426744756293635215594171289917663547766696,-0.17974435009270799007782733901666913237422426062226935657972446956681269886357252,-0.00000010165289423101442337188224809480172626618393843738007685033643545541239961032992,-34.40477621720510360579628850983131787278676482356460218325210814757424099355354
-70,-0.000021663544906089390547432122271248944014480158304633543941068613801253812144844749,0.04074505427153104069690192133961866532265235086941699237132422390607902919041207,-54.038248265782553939699683302558830849125203580961712406899465533413224120382851,0.280300082956772841133068867808173142634194941226712584537231925349920752935657,-0.000000082348408898761572592453119429271155415333550290464414826274846407180415190016199,-28.033269201646507877761565731649481275177346739655360959119858454790411909492023
-60,-0.000012807255273161525458522133646586117849917670398398566719759062866437333122738823,0.050368386646885701673608479513898560291011650954551555435074786974314824087146273,-30.598551094906338734354120861626486855622549330105775769495411022608039866586594,0.78740843745420851572460583315601838084876547791698729846519520475267414266277169,-0.000000061636179735393313973372200943492091161330620638097886198045526745550617030487341,-21.160905137707508767801702107443190948510635522867475254028060880893283602722934
-50,-0.000006934513233891745822653477967996445016788355170667161591586711384777523861594675,0.058325206219152757141524414089195373471627543661615870972287505972161396579356468,-16.22853878410314853247111270677557419550716089074221544838690909489396384841164,1.3640738303034990746310759844294212214009192727940778813601258470280233862779259,-0.000000043088745031667991314726012074671415083380295262198566288717138920418953920601369,-14.980068548329902573720446612180780166716683242480150535199983004368157905387249
-40,-0.0000032642322693787687780765008721380824475176382871376253462672270077249070999325092,0.064340277639680314699459817667503786535861817328803851629920000715512083011599931,-8.2015233267558770903965297454455621454859681026769434412835914790114283709365368,2.0259429824861914987925547284026189411692945849584178929116685729627110241325113,-0.000000028552759350773988787524818142934657119626354723976271962713981558148511987027172,-10.115104249517942257503624853402132940373916336717945450516208509697122684082117
-30,-0.0000009980011337015808817578878629230067294087554191149690606955788482022591077127838,0.068690492272184787908436503999665164835601409471103734366561437107439078319463721,-4.0135937038509060062283406943004737428384685449266302872402506693410247544008554,2.7826765786573247234021570084214108464784784186537898559213150683755765160981759,-0.000000018158735169436155737995239563248318822006937127134101740624834459387277115252584,-6.6192527380988490162528902553941030184623881074165671281905246549677948950793998
-20,0.00000046392552797523118518454253081745945301752506780852175074298670021073607363419014,0.07183311590970262912861164308199735509235299552245530282761621555332020564759369,-1.9254791825595661179222059563242199913977400568761790840243245851260849530728852,3.6414057938889690438511399499361371797389832008629971014518344525398938715438327,-0.000000011155188682230023764696602383302963551450072123731148023759721432687472421566666,-4.2491774647777500645565660664872371831546114233371767021713551768892689336888649
-10,0.0000015028915659620373150694490119212032021319346506987075219043006191140933550230172,0.07418127383126471014863485121394699963063489249113777067882691568638512988320019,-0.91315050401139115121477634703805855459568272279913060033509144484252267362126306,4.6104728611809791143307646412047539308078449393342079469801945703382516448789677,-0.0000000066088344694529012258256672762928815956156102907765108570481405680488472140295973,-2.6979532374864225535041776338281284874111603608594125029317496547926161542895722
0,0.0000023419744740017746583293269852427251743564028733164792999509705011806337988664874,0.076036372976273341364739822277327703493350285149904013555501722716546191893282533,-0.43038313386793758096792556722393968557334615475190051752292834147504795525028334,5.7023297095222384053383225133034909878069164073128384089027064865727782471520887,-0.0000000037264050220765970664570817663520546722662285643434749727687442710779943919099076,-1.7031926008561476633078680551837345356217415561038403942272946112956728452573077
10,0.0000031089879330516077454580931122054599611059750202813802885128862893350797357891307,0.077596670204007328981066143514347057811843046660198937281424235835989163305981407,-0.20225620837494730104286754858681932161700263031098900207814627267397951596366148,6.9354301453911560449051268693181743995527559606332625095732945786915102370035689,-0.0000000019281756273299911545562569529826296303807379997544114723262155949063974230472888,-1.0724587510476716574726230915247917595581261640158558429182442980591288529065389
20,0.0000038800975761804339644473562823633175229353712542413512413410766485367370768497624,0.078985765471634753024545881409239531791573015766359109024256163280286403632603054,-0.094962497946363311828100678838873626891045344313860272764702839306488231768980433,8.3353837612834741010827463275421509456227866902528349845941128024943750895738933,-0.00000000082097056573650442433511097985073309173833099604906407609121879159066994591712288,-0.67487761952200568517753160427457854968510192719061540842256849417413947421756289
30,0.0000047056322641285064922184791721970804052479701051627441011884548387962213201451662,0.080278646850797162009277042028321760868778130703534001589669852215072036469207158,-0.044600703695372388391280748832326790244912962047644740419087033430838673440160761,9.9357762957399271416910339802404267211167919420507250040807644173623468061479242,-0.00000000014848799092548174584121551450229951362427680817041036965955578487228156671329111,-0.42492133172169246706644027158615791474622627635073632670713488115102194397245012
40,0.0000056244289499033589794979418815074981681152812241473552284982514495403486480506944,0.08152026006100990861048404519602394135741128698248738423449507942679166097683411,-0.020970456885532684811097563125806900150000005430461648684814327880082618991783086,11.779033622364827255584247470099561289957457003872608621077905489664942443124394,0.00000000025278517019832041791567019755712526791910704910999720389226766568310149876039863,-0.26788527042023924145836600366349025902663678187113257496568809718806598574517331
50,0.000006671789722034770129460563208577796679641423230561631846019480304381354081534941,0.082737465234942116753226610496240942760019706200020328787129838802403155986283298,-0.009875755938299940752017767579236675169781078377396563777756582391954091443449956,13.917607273187702926726907064155386544366466371078509438162734853979478527408344,0.00000000048593563611017144225873364416018948505404076144387776798217104810114092258316694,-0.16918029503803522674786059364778067837736180550165916968668287499608623460174238
60,0.000007884171096141810509653302700638281613946343885386896068909509203059181504472898,0.083946367476019428275682527165709673363113650569647359086225147932345157648384828,-0.0046599168852624290317936270236186565989479362405437125686036229683303810092515,16.415663222583339519206842597499028107404832014162480789870106005885467562974933,0.0000000006155274782000391398767748628470141608535685669976685954942443843758892017823279,-0.10706504013714251867754179440976735493400177017161808206306837119366217896821357
70,0.0000093023392022661563999321963092414130843546855591081477343043105869559271578341554,0.085156703119629752643418767928799777258080352727995115750397269509124725132286458,-0.0022036211925948572016237165513720798541050540385066999670256707848825180463794478,19.351399133948107225761178970797448220943610531295453631879821205476821082957096,0.0000000006818437464562532518108119984815055997952490888644365947674787876870075492459383,-0.067910644370740556623953917268612737928021435035092443525083515586147075964150987
80,0.000010973925840605364801420656655676180784953138588719797458042805435728111807274998,0.086374434755511483988124099681623442625009938546121709222772506940060149983852137,-0.0010445378501432122829472697291987765724959445850231047319971370153368856268111821,22.820101689980006657423013690005830730054875379365807479718748722775747860372391,0.00000000070995420710622053906647610302919008284110921692250027304047994005444722082779271,-0.043180688098677690786190369099394819782038900141507527773353933976805859301396124
90,0.00001295590370541766959891645651993406495171036336128485923329705315506673168083026,0.087603280559869116347193423864679637677474214586415194565471372667375823795875661,-0.00049636151307373548779662951924091067116500247628412285578312348840555785683190689,26.938074229190034447918019500310320443372201948775118817575214106640701328656058,0.00000000071542523007649172310415440597168384222522843935536547371036981986761845293630946,-0.027526720115944721992227592754638356710879081091891399509678203116600171693108527
100,0.000015317297502217036504319433002868061823129010341446950528479675765709465306944296,0.088845616162586636672407986044574797901936526252414405209167346805100739276633295,-0.000236484366987365200520603322305748798370158795836746717609593265680125009391898,31.847604673534252972455841857255426184034978135937488257924072033017065340045514,0.00000000070789477753118452694540571768694435288740725099907391034058848146117783936710143,-0.017594270380736041589220953300520324932662945346420027228338071987998650363198258
"{'distance': [0.47, 0.505, 0.735], 'solute_5': [14.62, -17.38, 13.28], 'solute_4': [14.77, -6.22, 19.54], 'solute_3': [8.7, -4.09, 10.31], 'solute_2': [9.31, -18.82, 17.55], 'solute_1': [10.54, -6.81, 16.77]}","{'solute_5e': '28.0 nM', 'solute_5i': '334.0 mM', 'solute_4i': '306.0 nM', 'solute_3i': '320.0 mM', 'solute_1e': '51.0 M', 'solute_2i': '88.0 nM', 'solute_3e': '35.0 uM', 'solute_1i': '65.0 nM', 'solute_2e': '331.0 nM', 'solute_4e': '207.0 M'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_5,transport error solute_4,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,275087467276.81574259651310985230425829450313541571781597792194428197029043653137,3.0059783008388628223298167143469127306475623476479397017806627895380132860715583,275087467273.80976429567424702997444158015622268507025363027400458018962764699336,91513457432.493276951976751529919723368403307533199956689336682060853000816363079,550174934553.63148519302621970460851658900627083143563195584388856394058087306274,2.4275716870088361401017918003622934081910122636955881745080628875973244636521521e-78,4.3180842775472223126931759314001997855580001822181406925118517350842959015812135e-78,8.4337583545844185794788592410160152061679691058948060400622104200865154327758077e-81,3.5816745922812212931386752183579867091147172379195984027053862358997119938449639e-86,6.2747162158108074231322712753159153133889690147857356938062845525443674819852009e-78,1.0295115178936057836277904346943377937216759162469245654372815454207172159150156e-84,1.2354622953676141678712764171917978221396840645823327157114571878628813560328023,2.526295733264697740136337215915147335499679133558378073834020925370555852780437e-78,2.7622898726830265210240562047404403535396874835347436104353414102892997888775129e-78,4.4552294236435123306874363612063347427291150869738642638813261233341515969503695e-78
-140,208466398987.96206692150183159805533921248615674624893674825362335354314696567887,3.0479617413855117821873792655721496941436204868677847649445258359902655956407448,208466398984.91410518011631981586795994691400705210531626138583858859862112968861,68395346357.989227481484428779039612047957669682979766493353269198878547803383096,416932797975.92413384300366319611067842497231349249787349650724670708629393135775,5.8718498276517173950946115779921964366253902385918216667084984127534232624877688e-78,4.8578448122406251017798229228252247587527502049954082790758332019698328892788652e-78,0.0,5.3536609695150886697441250632298327652030510293113997177280510052395695065893144e-86,4.9927849459139757990514846706814810020514377106897251757168285686912171362032781e-78,3.3459124331542187967903189127565978295954467278025048376711650226173309517238007e-84,1.133539555382450539921858956357269946271406824600810009440574955118331734930501,-6.2051601211295741378768532693640056232010501259268716583240918023282393722556177e-78,6.5205077197048821631996558624086757274006345202807231644752002532885340572958711e-78,1.0050474719019373534327828686108886302075256086730679308537335497396242467823967e-77
-130,159372084314.48880766902264622178379521467470309236299406444219964885237672282061,3.0905719095389360818710363977330748694724877460413565121396814269675018964573453,159372084311.39823575948371013991275881694162822289050631840084313671269529585311,51567182055.396528429054851604957636070064482049281281179512110739469454984814624,318744168628.97761533804529244356759042934940618472598812888439929770475344564122,5.0515082828946270729496138370764460298053221049524497529293711080420148461990706e-78,2.6988026734670139454332349571251248659737501138863379328199073344276849384882585e-78,0.0,7.7665785895782272251217588945446869692382289580151291679716796273193754813901322e-86,5.262665213260677193594808166393993488648812722078358968998819302133985630052104e-78,2.8311566742074159049764236954094289327346087696790425549525242499069723437662929e-84,1.0411969312905937327039662255612326429272997647561164521087903297793924066980393,5.4676075083306046447981476380277504407048010558714007263902740233315596295788208e-78,7.5164880182118321163160357052465048582191363580428119725781782986842831837147861e-78,1.400985113331960347322999929489047551121781831686373575297334741654536523705951e-77
-120,122884060709.80492067593604726619473299930709463636835198268057323249204539541636,3.1338145801845982787726133862322293879369094507771398563329772236582047461864461,122884060706.67110609575144898742211961307486524843144253190343337615906817175815,39212294654.193101168112968431070740738905410325096515051383639696372258549725855,245768121419.60984135187209453238946599861418927273670396536114646498409079083271,1.3230104266792151246167892474434339002474961278357288033297082171659096358444774e-77,1.6192816040802083672599409742750749195842500683318027596919444006566109630929551e-78,4.2168791772922092897394296205080076030839845529474030200311052100432577163879038e-81,2.2420026219753329077050514349300520312493528254205486141847049280158197182524265e-85,5.3301352800973525422306390403221216102981564749255174173193169854946777535143104e-78,3.6032903126276202426972665214301822780258657068642359790304854089725102557025545e-84,0.95860640994062007680259085060564682073230722886097090193293735027445705281716235,1.4864454882307535967594056287881708256214737516794133104331637164732428449196971e-77,1.3537783128991455506390915395806275952070374878829139924228622976282671587777774e-77,1.7489297458112361900683812686616423458174856218512968736826927964234268002853102e-77
-110,95526813124.958086610127659853036848154051309084884678180090380989542642171430071,3.177695878671784012828032454332399948855489093873232289336655019865148162180165,95526813121.780390731455875840208815699718909136029189086217148700205987151564922,30061660011.620263685677161070681493405979947023999847483407166630493262983723479,191053626249.91617322025531970607369630810261816976935636018076197908528434286014,7.6688724772501852264747560596555099989445127671599909649249277231007393700395877e-78,2.9686829408137153399765584528376373525711251252749717261018980678704534323370843e-78,2.1084395886461046448697148102540038015419922764737015100155526050216288581939519e-81,2.0107646833859487961480281927623785033626482739197745418696905183998383123340148e-86,3.3735033418337674317915436964064060824671876423579224160248841680346061731103231e-78,7.7213363842020433772084282602075334529125693718519342407796115906553791193626169e-85,0.88785360948532859311640413033449498016190198717794975783522262090907908717746584,-9.1154117395116744872478852429979170953939529659789985897486504361047854967047804e-78,8.5528855942047163371272409387339834918466581057579761703666055609643370502308665e-78,1.3723126148094812202202858328927190480752173398770889058945016352338074941678007e-77
-100,74833174624.478394950706096850006587821589657240422619003424075395292850306725649,3.222222262106770281751014493739308939345828683814762592885364728364148560693845,74833174621.2561726885993265682555733278503483010767903196093128024074855783615,23224088389.095349279785939883596176575027578162918897149117916729534216938656661,149666349248.9567899014121937000131756431793144808452380068481507905857006134513,7.9207321749876769453814587115991327968005835633106385906135042803724636297410371e-78,2.6988026734670139454332349571251248659737501138863379328199073344276849384882585e-78,2.1084395886461046448697148102540038015419922764737015100155526050216288581939519e-81,1.0204630768183690140451243078269070904565439990142855799988679380879179435095125e-85,1.1469911362234809268091248567781780680388437984016936214484606171317660988575098e-78,1.2868893973670072295347380433679222421520948953086557067966019317758965198937695e-85,0.83630227733201046296535596178407445879601717059707929941698716773614121248888714,1.0175180944780866034497066996827084327520391106176779284069015162492415039914177e-77,9.4019694323699950105666440364995592800980485912764010066679557561195526189988641e-78,1.5671575151158690974540472945181931155766582394139795812675189125100270278521532e-77
-90,59041953572.555822998525218443626002451667100934693935757991558722160345094905184,3.2674005024607788273114814125823809032695208209066568150754291045488435818011198,59041953569.28842249606443961631452103908472003142441493708490190708491599035634,18070008108.307974377874448096688244638740216179981635705542790344373441875487527,118083907145.11164599705043688725200490333420186938787151598311744432069018981037,4.6823831052229820808645713434593993798931775352376124315392264336206892127360373e-79,2.9686829408137153399765584528376373525711251252749717261018980678704534323370843e-78,1.054219794323052322434857405127001900770996138236850755007776302510814429096976e-81,1.6438001286680131408510130475832444264989649639294156879784719987918678203330571e-85,9.5132794239712241576521532238660651525574691514493412131901733538575894081711111e-78,2.5094343248656640975927391845674483721965850458518786282533737669629982137928505e-84,0.82496920072485962613630150297112847662510084254447501319809636323722564821911777,-6.5549500592190132281722234872253949245399187067063082323889384937819337560477457e-79,8.0160690288179319908987267247299343944779300151913817116819946090889709948713729e-78,1.3153924479760320407524239038264944512732640311227101482609891327915678900083499e-77
-80,46888092285.475916731676808073420464890927434978614517073450651072116684767397057,3.3132376713356088814984058621727760504937628098509167250769543562936120432785061,46888092282.162679060341199191922059028754658928120754263599734347039730411103445,14151744286.601305415496432811557962590295674878525457367580965865598637477120329,93776184570.951833463353616146840929781854869957229034146901302144233369534794114,1.2830085507491554931727747245452984664048816657747712999547295552622785842766562e-77,2.6988026734670139454332349571251248659737501138863379328199073344276849384882585e-79,1.054219794323052322434857405127001900770996138236850755007776302510814429096976e-81,2.0597770725434812980541363799609614793821128255965690463277642247858343711971564e-85,1.2481962364784939497628711676703702505128594276724312939292071421728042840508195e-77,0.0,0.90335031122604463695882982139513256534247302652189929057354072143948405346563942,-1.8944371764376178711003463805073601213283777782463213721660569973322518052308117e-77,1.3371659813241450230362695298863024465692089594134794031238148516109490368205835e-77,1.8201706522183101624760519460426302446818710212790523586765911602177346025909704e-77
-70,37456699077.672496475145386663320034314611694796698984233921169535277118983119435,3.3597411262436861970358084997902944788794110450251379451043777577634657908269847,37456699074.312755348901700466284225814821400317819573188896031590172741225355969,11148686065.45006633523280245195078696555604895899195730413132201607938329862805,74913398155.34499295029077332664006862922338959339796846784233907055423796623887,4.5354512213892066634252130926198234899732199484708513575600176114582444516806463e-78,2.6988026734670139454332349571251248659737501138863379328199073344276849384882585e-79,3.6897692801306831285220009179445066526984864838289776425272170587878505018394159e-81,1.1499060533113394677971536227359852066105144816478710661317292652099075348660147e-85,7.0843570178509116067622417624534527731810940489516370736522567528726729635316784e-78,1.8016451563138101213486332607150911390129328534321179895152427044862551278512773e-84,1.1581129037894772669381161392632993522602784117909270180568814733460739495058424,-6.535116435388667126916883186960147360995684364531063090215881937542969781073917e-78,4.7369386981059978130759698471541489651280865934294576730203673559520137632836471e-78,6.5667734575719324887846418208486437383023896584382734164884042248603137902845988e-78
-60,30081238064.768415707485228795406039269083132197998976503338052547352313820739255,3.4069184982718917504655284040655842415419796551067842618519213097590147441405923,30081238061.36149720921333704494051086501754795645699684823126828550039251098024,8829456319.5528956774894560635532258450725795388636521143421498410453468711198174,60162476129.536831414970457590812078538166264395997953006676105094704627641478509,5.9401332085875286922995084063637330851317741154128151854356915485349977525505482e-78,9.1084590229511720658371679802972964226614066343663905232671872536934366673978723e-79,2.1084395886461046448697148102540038015419922764737015100155526050216288581939519e-81,1.0028688858387419620788290611402362785521208266174875527575081460519193582765899e-85,2.9686829408137153399765584528376373525711251252749717261018980678704534323370843e-78,1.1260282226961313258428957879469319618830830333950737434470266903039094549070483e-84,1.7033580488510879770235893768740993170226033931700600581464275846476828893248323,-7.8711242824265016536156804246140660092881462163493129268675248819289156120982911e-78,6.0113295765698938473197599914395412281491583091187370034184185584936757309712599e-78,7.4453241548960725398559450042305609983873540142702256397022591337758201314135149e-78
-50,24272299874.796413643923010460886369152820089720513902487844860659042148324345885,3.4547776810100506570261229890276144332377375411559614359200361764555323863434927,24272299871.341635962912959803860246163792475287276164946688899223122112147890352,7025719775.8959936224312519404331246046523356391773381509290288930094369907161175,48544599749.592827287846020921772738305640179441027804975689721318084296648691769,1.2426615825582979250700881662934534905338116979466878274654163165846225082980604e-78,3.7108536760171441749706980660470466907139064065937146576273725848380667904213554e-79,0.0,8.4640625891277282137856061739091370125921475780310509621827285258893193959809936e-86,5.5662805140257162624560470990705700360708596098905719864410588772571001856320331e-79,4.1019599541073355441419775132352521468598024787963400654141686575356701571613902e-85,2.6926008201694149370615609643620841246147406890358248543672095439120289932395641,-1.5035240915763984086839173067699305502218973723376539402546105777916833413063784e-78,2.5506849109621191866313449119468883522515729531910740774638035636762385071069294e-78,4.4380257993322143093339882205858504015081050218467502363477180824011382528881183e-78
