voltage,current,solute_5,solute_4,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_5,transport error solute_4,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_5 transport over barrier 0,solute_5 transport over barrier 1,solute_4 transport over barrier 0,solute_4 transport over barrier 1,solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.3797355878160178,-368925.9165006838,-78414.4721459438,-368925.91650068405,-78414.47214594377,-368925.91650068405,-150,142865221.6866819,437091.23965534702,142428130.44702655,326.85446132330003,1.3369967741219205e+18,5.820766091346741e-11,2.9103830456733704e-11,1.7462298274040222e-10,0.0,1.7462298274040222e-10,1.1102230246251565e-16,451500.55190180184,4.0745362639427185e-10,3.097200046437904e-10,6.2573235481977463e-10,-150,-0.3797355878160177,-0.3797355878160178,-368925.9165006839,-368925.9165006838,-78414.47214594377,-78414.4721459438,-368925.9165006839,-368925.91650068405,-78414.47214594377,-78414.47214594377,-368925.9165006839,-368925.91650068405
-140,-0.3124460045818529,-301681.84456627554,-70129.26212468471,-301681.84456627537,-70129.26212468473,-301681.84456627537,-140,118932163.47022185,399649.3087426264,118532514.16147922,297.59131535696963,4.1110615117470746e+17,1.7462298274040222e-10,0.0,0.0,1.4551915228366852e-11,0.0,5.551115123125783e-17,408179.92828051432,-3.2014213502407074e-10,1.8464310473718101e-10,2.4738255888223648e-10,-140,-0.31244600458185284,-0.3124460045818529,-301681.84456627537,-301681.84456627554,-70129.26212468471,-70129.26212468471,-301681.84456627537,-301681.84456627537,-70129.26212468471,-70129.26212468473,-301681.84456627537,-301681.84456627537
-130,-0.25701908150440744,-246545.32433111378,-62545.92933002844,-246545.32433111346,-62545.92933002847,-246545.32433111346,-130,99241895.064548537,366207.20243857335,98875687.862109959,270.99929876773825,5.3442033926063411e+17,3.2014213502407074e-10,1.4551915228366852e-11,0.0,1.4551915228366852e-11,0.0,1.1102230246251565e-16,369110.38106969441,-6.9849193096160889e-10,5.1899564278216014e-10,7.5669959187507629e-10,-130,-0.25701908150440733,-0.25701908150440744,-246545.32433111346,-246545.32433111378,-62545.929330028455,-62545.92933002844,-246545.32433111346,-246545.32433111346,-62545.929330028455,-62545.92933002847,-246545.32433111346,-246545.32433111346
-120,-0.2113035366762625,-201303.53364070834,-55588.577218519924,-201303.5336407082,-55588.57721851996,-201303.5336407082,-120,83048557.956810549,336430.22090301686,82712127.735907525,246.85225285023088,9.4915432716332838e+17,1.7462298274040222e-10,4.3655745685100555e-11,0.0,7.275957614183426e-12,0.0,0.0,333884.45996275172,-4.0745362639427185e-10,2.1485645353435248e-10,3.4924596548080444e-10,-120,-0.2113035366762625,-0.2113035366762625,-201303.53364070816,-201303.53364070834,-55588.57721851997,-55588.577218519924,-201303.5336407082,-201303.5336407082,-55588.57721851997,-55588.57721851996,-201303.5336407082,-201303.5336407082
-110,-0.17353179786612824,-164140.760579952,-49187.57427178047,-164140.76057995186,-49187.57427178047,-164140.7605799519,-110,69741773.770268172,310020.34609636012,69431753.424171805,224.95869915773568,8.7019969744997453e+17,5.820766091346741e-11,7.275957614183426e-12,8.731149137020111e-11,7.275957614183426e-12,5.820766091346741e-11,2.7755575615628914e-17,302134.99865107355,-2.9103830456733704e-10,1.3995583912526012e-10,2.7648638933897018e-10,-110,-0.17353179786612827,-0.17353179786612824,-164140.76057995195,-164140.760579952,-49187.574271780475,-49187.57427178047,-164140.76057995195,-164140.76057995186,-49187.574271780475,-49187.57427178047,-164140.76057995195,-164140.7605799519
-100,-0.14224973572963936,-133565.53257856992,-43278.857100867564,-133565.5325785699,-43278.85710086758,-133565.5325785699,-100,58822543.137270421,286713.25911487255,58535829.878155552,205.16157264182536,9.627335773474601e+17,2.9103830456733704e-11,0.0,0.0,1.4551915228366852e-11,0.0,2.7755575615628914e-17,273535.58169205306,-5.8207660913467407e-11,3.2539071653442658e-11,4.3655745685100555e-11,-100,-0.14224973572963934,-0.14224973572963936,-133565.5325785699,-133565.53257856992,-43278.857100867564,-43278.857100867564,-133565.5325785699,-133565.5325785699,-43278.857100867564,-43278.85710086758,-133565.5325785699,-133565.5325785699
-90,-0.1162589228395994,-108350.75837995962,-37803.289278346376,-108350.75837995972,-37803.28927834639,-108350.75837995966,-90,49883569.880745359,266275.69479826093,49617294.185947098,187.33805170816947,1.794336023653281e+18,4.3655745685100555e-11,1.4551915228366852e-11,5.820766091346741e-11,0.0,0.0,0.0,247804.06997124502,1.1641532182693481e-10,1.3356882664582968e-10,2.255546860396862e-10,-90,-0.1162589228395994,-0.1162589228395994,-108350.75837995966,-108350.75837995962,-37803.28927834639,-37803.289278346376,-108350.75837995966,-108350.75837995972,-37803.28927834639,-37803.28927834639,-108350.75837995966,-108350.75837995966
-80,-0.09456910737643565,-87484.4805604537,-32706.069481047216,-87484.48056045375,-32706.06948104721,-87484.48056045375,-80,42593224.355225936,248503.10713354201,42344721.248092391,171.39916215348143,1.2508436490570488e+18,7.275957614183426e-11,1.8189894035458565e-11,0.0,1.0913936421275139e-11,0.0,2.7755575615628914e-17,224709.92215477276,1.4551915228366852e-10,8.6397209721602244e-11,1.3824319466948509e-10,-80,-0.09456910737643567,-0.09456910737643565,-87484.48056045377,-87484.4805604537,-32706.069481047198,-32706.069481047216,-87484.48056045375,-87484.48056045375,-32706.069481047198,-32706.06948104721,-87484.48056045375,-87484.48056045375
-70,-0.07635899979385621,-70129.26212468474,-27936.18302000391,-70129.26212468473,-27936.18302000391,-70129.26212468476,-70,36682505.438226856,233217.62208979434,36449287.816137061,157.28873791579616,4.6632613232405197e+17,1.4551915228366852e-11,1.0913936421275139e-11,0.0,1.0913936421275139e-11,2.9103830456733704e-11,0.0,204085.42896602387,1.4551915228366852e-11,2.0579515874459978e-11,2.9103830456733704e-11,-70,-0.07635899979385621,-0.07635899979385621,-70129.26212468473,-70129.26212468474,-27936.183020003922,-27936.18302000391,-70129.26212468473,-70129.26212468473,-27936.183020003922,-27936.18302000391,-70129.26212468473,-70129.26212468476
-60,-0.060943803984804756,-55588.577218519895,-23445.891268300213,-55588.577218519975,-23445.891268300213,-55588.57721851997,-60,31934480.62770395,220266.25739507109,31714214.37030888,144.98126497162951,1.4970384977738189e+18,6.548361852765083e-11,7.275957614183426e-12,2.9103830456733704e-11,7.275957614183426e-12,2.1827872842550278e-11,1.3877787807814457e-17,185839.41660459823,1.4551915228366852e-10,7.6310887246665628e-11,1.1641532182693481e-10,-60,-0.06094380398480477,-0.060943803984804756,-55588.57721851996,-55588.577218519895,-23445.891268300205,-23445.891268300213,-55588.577218519946,-55588.577218519975,-23445.891268300205,-23445.891268300213,-55588.577218519946,-55588.57721851997
