voltage,current,solute_5,solute_4,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_5,transport error solute_4,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_5 transport over barrier 0,solute_5 transport over barrier 1,solute_4 transport over barrier 0,solute_4 transport over barrier 1,solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.008632618512284916,0.0011095065900658119,-0.004731046161023078,-24349.141616696445,-5188.222094743949,0.0001364241176883621,-150,50375190211.937141,0.018095305095997372,50375190211.919044,2783881782854.271,1.3990014388622206e+17,4.060699374796315e-06,3.2872315980370104e-13,3.1644267437513918e-06,8.962633728515357e-07,4.4085427040700675e-12,1.435847968300763e-13,0.019391264594460056,6.3861072036597299e-06,5.2255278239247745e-06,8.1214033100232216e-06,-150,-0.0086326185124285,-0.008632618512284916,0.0011054458906910156,0.0011095065900658119,-0.0047310461606943546,-0.004731046161023078,-24349.141613532018,-24349.141616696445,-5188.222093847686,-5188.222094743949,0.0001364241220969048,0.0001364241176883621
-140,-0.005291520141892466,0.001495628488127565,-0.0031467621022172503,-14789.934523715583,-3450.84366211528,0.00018442196189565052,-140,42074765477.098877,0.016545232475500174,42074765477.082329,2543014462891.4878,6.0074570278928986e+17,1.2466183883154836e-06,5.633922148251536e-13,1.5434361557709053e-06,2.9680904845008627e-07,7.874449708825462e-12,4.754963783826227e-14,0.017078158863988429,-6.922581769139291e-07,2.0060778783710391e-06,3.08687321629985e-06,-140,-0.005291520141844916,-0.005291520141892466,0.0014943818697392495,0.001495628488127565,-0.003146762101653858,-0.0031467621022172503,-14789.934522172147,-14789.934523715583,-3450.843662412089,-3450.84366211528,0.0001844219540212008,0.00018442196189565052
-130,-0.0031569627477667996,0.0019639720512777403,-0.0020327557283416923,-8738.599619177518,-2229.1873351558143,0.00024251080092360655,-130,35212962502.677643,0.015160750102662447,35212962502.662483,2322639860444.2227,66305355635126808.0,1.1193413653335163e-06,2.0370944514569445e-13,1.401829649694264e-06,2.8249178285477683e-07,7.087849323303766e-12,4.525633340302093e-14,0.015377410753457594,-1.6977012037436637e-06,1.8159991215599309e-06,2.8036702345900569e-06,-130,-0.003156962747812056,-0.0031569627477667996,0.001965091392643074,0.0019639720512777403,-0.0020327557285454018,-0.0020327557283416923,-8738.599620579347,-8738.599619177518,-2229.1873348733225,-2229.1873351558143,0.00024251079383575723,0.00024251080092360655
-120,-0.0018444930974650588,0.0025288973084395816,-0.0012830389619365645,-5053.335538497722,-1407.0230689695866,0.0003121182367451028,-120,29538182384.857849,0.013928001612556251,29538182384.843922,2120776778071.9414,78404057244210672.0,2.2479708020007802e-07,1.0930102309347767e-13,1.630396582186222e-07,3.8784241951361764e-07,5.005607365236864e-12,6.21321570581923e-14,0.014015581263188682,1.2341853708650562e-06,4.7700861987661279e-07,7.7568521389360587e-07,-120,-0.0018444930974029267,-0.0018444930974650588,0.0025291221055197817,0.0025288973084395816,-0.0012830389620458655,-0.0012830389619365645,-5053.3355383346825,-5053.335538497722,-1407.023069357429,-1407.0230689695866,0.00031211824175071017,0.0003121182367451028
-110,-0.001061170901630306,0.003201537088945272,-0.0007956058781495435,-2875.7783495312838,-872.4877866607098,0.00039533752049453197,-110,24844201759.678707,0.012834649243951529,24844201759.665871,1935713340307.0452,5.1060195741852559e+18,1.9397399977703726e-06,2.4811240301875204e-13,1.269253061764175e-06,6.705134865114815e-07,2.6968433779542278e-11,1.0741646287726336e-13,0.012869956765288487,-1.6841718332357434e-06,2.4131272096465171e-06,3.8795342328421358e-06,-110,-0.0010611709015228895,-0.001061170901630306,0.0032034768289430425,0.003201537088945272,-0.000795605878397656,-0.0007956058781495435,-2875.778350800537,-2875.7783495312838,-872.4877873312233,-872.4877866607098,0.00039533754746296575,0.00039533752049453197
-100,-0.000603849907990686,0.004010744842056602,-0.00048690715325600936,-1617.700116230423,-533.9585293154905,0.0004950242252730781,-100,20962111769.654846,0.011869750358854854,20962111769.642975,1766011174280.2642,97088418416545392.0,4.87211387479973e-07,5.160365949656576e-13,1.0292544629919576e-06,5.419855142463348e-07,5.7648957764618036e-11,8.682594573872215e-14,0.01188397433764838,-9.1289659098108596e-07,1.2611453690262777e-06,2.0585104778204823e-06,-100,-0.0006038499080775119,-0.000603849907990686,0.004011232053444082,0.004010744842056602,-0.00048690715273997276,-0.00048690715325600936,-1617.7001172596774,-1617.700116230423,-533.958528773505,-533.9585293154905,0.0004950242829220359,0.0004950242252730781
-90,-0.0003410153395999537,0.004981704486948874,-0.00029519511784538823,-902.4875798700264,-323.72075444505924,0.0006148709159484352,-90,17753734091.276016,0.011023647924910474,17753734091.264992,1610513526212.803,2.629218899275944e+17,6.637890533683563e-07,2.211953493633234e-13,4.324059545979253e-07,2.3138187543736422e-07,1.1003934308889685e-12,3.706735439423792e-14,0.011029384350023777,2.2776439782254193e-07,8.2530514713644927e-07,1.3275786359477734e-06,-90,-0.00034101533956288634,-0.0003410153395999537,0.004982368276002242,0.004981704486948874,-0.0002951951180665836,-0.00029519511784538823,-902.4875803024323,-902.4875798700264,-323.7207546764411,-323.72075444505924,0.0006148709148480417,0.0006148709159484352
-80,-0.00019158480629373232,0.006155079579999223,-0.00017785381215036603,-500.44170760803314,-195.04038774196786,0.0007595032085314646,-80,15106251736.407106,0.010287873864574618,15106251736.396818,1468355068817.8774,4.3809634059343475e+17,7.919095246985974e-07,3.751030519180687e-14,7.687906986575399e-07,2.306120450157323e-08,5.752716510619427e-11,3.6944460077986685e-15,0.010290194995372978,-3.8254861348775227e-07,1.103943644430095e-06,1.5838190401948934e-06,-80,-0.00019158480629742676,-0.00019158480629373232,0.0061542876704745245,0.006155079579999223,-0.00017785381211285573,-0.00017785381215036603,-500.44170683924244,-500.44170760803314,-195.04038771890666,-195.04038774196786,0.0007595032660586297,0.0007595032085314646
-70,-0.0001072377953250863,0.007572372421780174,-0.00010680479029035177,-276.14535199220416,-117.12567464300821,0.0009346224384923912,-70,12927840908.093269,0.0096550643037492407,12927840908.083614,1338969943791.3789,55642867581089312.0,1.0095423990984578e-06,3.0151971414441037e-13,8.429468039139465e-07,1.666000173372595e-07,4.626537109149453e-12,2.66893305416252e-14,0.0096560096172721675,-2.6205174668734402e-07,1.3257039039309635e-06,2.0190942663094618e-06,-70,-0.00010723779529839697,-0.0001072377953250863,0.007573381964179273,0.007572372421780174,-0.00010680479059187149,-0.00010680479029035177,-276.14535283515096,-276.14535199220416,-117.12567480960823,-117.12567464300821,0.0009346224431189283,0.0009346224384923912
-60,-5.9838357954474776e-05,0.0092953035392552,-6.412794983492925e-05,-151.6094092507848,-70.3248360566075,0.001147202836405438,-60,11144130199.11327,0.0091188858716549689,11144130199.104151,1222093395614.6492,39238168397998592.0,6.29241522843646e-07,5.941631193127905e-14,5.454616598399298e-07,8.372354898256162e-08,5.642028294214341e-11,1.3412495669228724e-14,0.0091192751467153877,4.9482011680771583e-07,8.3694859596217657e-07,1.2584832535543001e-06,-60,-5.983835794106228e-05,-5.9838357954474776e-05,0.009295932780778044,0.0092953035392552,-6.412794977551293e-05,-6.412794983492925e-05,-151.60940979624647,-151.6094092507848,-70.32483614033104,-70.3248360566075,0.001147202779985155,0.001147202836405438
