"{'distance': [0.167, 0.333, 0.5, 0.667, 0.833], 'solute_5': [6.0, -2.0, 6.0, -2.0, 6.0], 'solute_4': [15.0, -20.0, 15.0, -20.0, 15.0], 'solute_3': [8.0, -10.0, 8.0, -10.0, 8.0], 'solute_2': [8.0, -2.0, 8.0, -2.0, 8.0], 'solute_1': [15.0, -20.0, 15.0, -20.0, 15.0]}","{'solute_5e': '1.0 fM', 'solute_5i': '1.0 mM', 'solute_4i': '1.0 fM', 'solute_3i': '1.0 M', 'solute_1e': '1.0 fM', 'solute_2i': '1.0 fM', 'solute_3e': '1.0 M', 'solute_1i': '1.0 M', 'solute_2e': '1.0 M', 'solute_4e': '1.0 mM'}"
voltage,current,solute_5,solute_4,solute_3,solute_2,solute_1
-150,-2.0684401305784617e-07,5.463989362082304e-09,-2.8962260874637892e-08,-0.6389019658303389,-0.013357187399530785,3.4478501897531524e-09
-140,-1.2185267992744684e-07,-1.7089753268690293e-10,-2.0789761679699444e-08,-0.3751401038507936,-0.01034824432933679,4.597948077505611e-09
-130,-7.182657883740088e-08,2.4165382312876065e-09,-1.492229098394578e-08,-0.22014808884874615,-0.00805949771015319,6.177266176216987e-09
-120,-4.247709473744368e-08,3.344985961615296e-10,-1.070625325316326e-08,-0.12943118554501,-0.006288038952864944,7.988123916429185e-09
-110,-2.5136114402337567e-08,6.655405707104549e-09,-7.680974474122465e-09,-0.0760115590997721,-0.004881492611530958,1.044849186980546e-08
-100,-1.4911952315185485e-08,1.1838247749718522e-08,-5.509465716512587e-09,-0.04465772789300013,-0.0037679374705088865,1.3652150783950563e-08
-90,-8.857165169648676e-09,2.0536103511168458e-08,-3.95174828989555e-09,-0.026202329644533104,-0.002883585624981883,1.7849202053612892e-08
-80,-5.273066711501114e-09,3.262979436426444e-08,-2.834146276937482e-09,-0.015363408065663834,-0.0021888154756429545,2.3318912916480547e-08
-70,-3.149269295344504e-09,5.294928083414573e-08,-2.032295860534786e-09,-0.009004609606503382,-0.0016493057501475057,3.047558373124624e-08
-60,-1.883406081172249e-09,8.511635191703163e-08,-1.457228444787565e-09,-0.005262146991845277,-0.0012325466926062594,3.9816914303663526e-08
-50,-1.12603884691349e-09,1.3249199240298012e-07,-1.0448090910872058e-09,-0.0030575597535686607,-0.0009142050661481083,5.201832361519681e-08
-40,-6.696512428211779e-10,2.0361648748633888e-07,-7.490646837847112e-10,-0.0017536662841368253,-0.0006733049710822849,6.795337457783577e-08
-30,-3.914039105442039e-10,3.037998963830125e-07,-5.370056540782637e-10,-0.0009756924745529266,-0.0004926200599901774,8.876546343571561e-08
-20,-2.182853960532979e-10,4.415371185107682e-07,-3.8495620512597395e-10,-0.0005027184889219949,-0.0003582581433981734,1.1596612643519948e-07
-10,-1.0647562060261459e-10,6.253421139344902e-07,-2.759445048126443e-10,-0.00020359839311842265,-0.00025899842572896486,1.5148859960441554e-07
0,-2.948125413607967e-11,8.500253949423231e-07,-1.9780312241838197e-10,-1.0294835588094695e-08,-0.00018610268719331517,1.9781014086310646e-07
10,2.910887874415348e-11,1.1248434594613634e-06,-1.4178425685131232e-10,0.00015596237191359158,-0.0001329875475611601,2.583107732931063e-07
20,8.002218926383074e-11,1.4424775993965102e-06,-1.0162840731752653e-10,0.00029523441335187976,-9.451419168343393e-05,3.3740072284266704e-07
30,1.307527397354951e-10,1.7924632372312567e-06,-7.283687185926581e-11,0.00043924285074688966,-6.676745670385116e-05,4.4064721412787087e-07
40,1.8722324005728976e-10,2.162695049446549e-06,-5.2206483929836304e-11,0.0006050394119746656,-4.6870706128637784e-05,5.754695756890091e-07
50,2.5482142217659294e-10,2.534097116829452e-06,-3.73597835245756e-11,0.0008083778413294951,-3.268128268532994e-05,7.515123895685724e-07
60,3.3915733736983147e-10,2.894738769364559e-06,-2.6912238445965063e-11,0.0010659777763001453,-2.2620893397540677e-05,9.81444991220718e-07
70,4.4667112774880174e-10,3.2219857492575735e-06,-1.922806366795561e-11,0.0013973675578863917,-1.5533082806844242e-05,1.2816507925467165e-06
80,5.850561960903545e-10,3.5115883006662574e-06,-1.3765025624399829e-11,0.0018261189142965793,-1.0572188557787219e-05,1.6736887338067295e-06
90,7.636546178785838e-10,3.7423608425964196e-06,-9.840307760389578e-12,0.0023810755800283316,-7.124306343141343e-06,2.1855963674378753e-06
100,9.942493059816999e-10,3.909548334737163e-06,-7.195648858951752e-12,0.0030987618418850584,-4.750585738505257e-06,2.8540497607017268e-06
"{'distance': [0.167, 0.333, 0.5, 0.667, 0.833], 'solute_5': [6.0, -2.0, 6.0, -2.0, 6.0], 'solute_4': [15.0, -20.0, 15.0, -20.0, 15.0], 'solute_3': [8.0, -10.0, 8.0, -10.0, 8.0], 'solute_2': [8.0, -2.0, 8.0, -2.0, 8.0], 'solute_1': [15.0, -20.0, 15.0, -20.0, 15.0]}","{'solute_5e': '1.0 fM', 'solute_5i': '1.0 mM', 'solute_4i': '1.0 fM', 'solute_3i': '1.0 M', 'solute_1e': '1.0 fM', 'solute_2i': '1.0 fM', 'solute_3e': '1.0 M', 'solute_1i': '1.0 M', 'solute_2e': '1.0 M', 'solute_4e': '1.0 mM'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_5,transport error solute_4,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,9549419818775.627,6.8509300867020845e-10,9549419818775.627,1.3938866253082065e+22,1.7195616404317757e+19,2.682334653167104e-07,4.904796456673514e-05,3.490642939141253e-05,2.9362278991876267e-08,3.0075630400066044e-05,7.867082089592349e-12,6.5370272006242446e-05,-0.056735295893586279,5.4667257619964949e-05,9.8838524709993653e-05
-140,8408333456063.2754,7.3242035757918644e-10,8408333456063.2754,1.1480201729857297e+22,3.3540482331005886e+19,5.616167545358602e-09,2.1972508927474974e-05,3.260934136051219e-07,1.871938668310258e-09,2.268598063647408e-05,3.642484737344519e-12,2.2070373167300216e-05,-0.053237900146698026,3.147069582229704e-05,4.5070518530741674e-05
-130,7415753176990.8701,7.8301715738958261e-10,7415753176990.8701,9.4707416140323897e+21,2.1448339696759259e+19,2.7847985100592294e-08,3.197967737042974e-05,4.587591320159845e-07,2.7704717566953696e-08,3.2892609725107056e-05,5.281952651106013e-12,-3.2659113732591718e-05,-0.049887050265870633,4.5793779589457232e-05,6.5730970358120119e-05
-120,6554148253178.8232,8.3710926713308182e-10,6554148253178.8232,7.8295014886471914e+21,3.4674277437900857e+19,3.074546687454178e-08,4.910183703646212e-06,7.737764917692402e-08,4.37761072452289e-08,4.800197579749394e-06,7.750436666781418e-13,6.0898318013924424e-06,-0.046677579033790446,7.0369957277012713e-06,1.0717932786864682e-05
-110,5808301213347.1387,8.9493814855379086e-10,5808301213347.1387,6.4901705472420442e+21,9.1458588802660639e+18,1.0651285907221191e-08,7.147636557837123e-07,1.4614533938583918e-07,9.171955755657435e-10,8.43306428166931e-07,1.1465832650359472e-13,1.8952762953272639e-05,-0.043610240127409106,1.1030586911810303e-06,1.7993011916801775e-06
-100,5165039075779.6904,9.5676194396920866e-10,5165039075779.6904,5.3984579009822285e+21,8.0337126300412242e+20,2.2286124005719923e-09,3.056706177862891e-05,1.215447582580964e-07,1.0249602755505599e-08,3.0509466977338748e-05,4.918256901422912e-12,2.8931439636878529e-05,-0.040689809676701855,4.3164727795984227e-05,6.1291572415732523e-05
-90,4613000690100.7021,1.0228566285916005e-09,4613000690100.7021,4.509919143264946e+21,1.1642672257506642e+19,3.0782168193388863e-09,8.415166961372824e-06,2.57731130659522e-07,1.5974688089264583e-08,8.203149719668286e-06,1.3478476291485123e-12,1.1168801788675823e-05,-0.037922090309763609,1.1752397320343823e-05,1.6874044167747616e-05
-80,4142436079206.5649,1.0935172424536211e-09,4142436079206.5649,3.7881762796092869e+21,6.7156059792435159e+18,6.190057709877461e-09,2.0037582535186784e-05,2.761697714959155e-07,1.7558026998466814e-09,1.9896118249491786e-05,3.2102787902769318e-12,-1.7829381175782366e-05,-0.03531262718822166,2.8239860909889139e-05,4.019894953027326e-05
-70,3745034237375.5645,1.1690592074373846e-09,3745034237375.5645,3.2034598534874892e+21,1.0305210585858621e+19,1.273408993686351e-09,2.882826887093465e-07,4.3420016027084785e-08,1.5364905224871106e-10,3.5065884816545676e-07,5.263982074953602e-14,1.2753062420356138e-06,-0.032864174945618531,4.5470585995732525e-07,7.0341773365316126e-07
-60,3413776343164.6602,1.249819735286059e-09,3413776343164.6602,2.7314149767232744e+21,1.7237292659749599e+19,4.090945976793411e-09,4.9736695435983656e-08,1.76365233528486e-08,1.4585589875638905e-09,3.6847019789083746e-08,9.361734513708822e-15,-5.3288278485493143e-06,-0.030576458172444865,6.3985984198157054e-08,1.2202476526734189e-07
-50,3142811794572.7417,1.3361593328832137e-09,3142811794572.7417,2.352123520921017e+21,2.0138935699950289e+19,5.179316326015574e-09,3.7794421858343837e-07,3.176314741131295e-08,5.29576690323514e-09,3.7677550786929967e-07,6.133896797355875e-14,1.8205063941159693e-06,-0.028446124441523394,5.2024056527775702e-07,8.7208296012006364e-07
-40,2927354877031.4062,1.4284634115193341e-09,2927354877031.4062,2.0493033657178729e+21,5.2010416955582484e+18,6.358769444248022e-10,3.902028455947175e-07,3.5140658383170376e-08,1.926637095304648e-10,4.263619099525959e-07,6.3072085789086e-14,-1.4092728510901296e-05,-0.026467278553304725,5.7469412837207337e-07,8.54685218167469e-07
-30,2763600239196.729,1.5271440073291048e-09,2763600239196.729,1.8096526758010998e+21,7.2791529242084622e+19,7.945806320566602e-10,8.008660220051539e-07,3.835091888504394e-08,4.620550595781092e-10,7.966238283595698e-07,1.337214896639356e-13,-3.8662147982939239e-06,-0.024632181243468543,1.1399761358798951e-06,1.6907745010612698e-06
-20,2648655683694.5488,1.6326416205793249e-09,2648655683694.5488,1.622312974451002e+21,1.2029533964745355e+19,3.2888434746808736e-10,1.4101732435374943e-05,1.5364258842964773e-07,2.023240392497877e-10,1.4254695785348073e-05,2.2600112855362725e-12,6.5088095809063155e-05,-0.022931969672656663,2.0038639642161513e-05,2.8536033949109494e-05
-10,2580491085784.6216,1.7454271820178489e-09,2580491085784.6216,1.4784295285245726e+21,3.4780597056963764e+19,6.878247614712734e-09,2.6561374613819012e-05,7.409892551990213e-08,9.727973238689465e-10,2.648554319665856e-05,4.251657829360342e-12,-1.7286469824229885e-05,-0.021357371761619184,3.7513429169089066e-05,5.3182581871032707e-05
